,ZIPCODE,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31
15780,93675,CA,Squaw Valley,"Fresno, CA",Fresno County,244192.0,244989.0,247243.0,248061.0,247655.0,248580.0,250442.0,253114.0,253441.0,253836.0,253825.0,253880.0
15787,94586,CA,Sunol,"San Francisco-Oakland-Berkeley, CA",Alameda County,1344782.0,1334994.0,1336311.0,1328992.0,1322258.0,1316952.0,1321666.0,1311563.0,1303908.0,1282798.0,1273563.0,1268962.0
15848,92004,CA,Borrego Springs,"El Centro, CA",Imperial County,229112.0,229072.0,228950.0,229238.0,229602.0,232047.0,235117.0,237722.0,237122.0,235019.0,232348.0,231068.0
15870,95445,CA,Gualala,"Ukiah, CA",Mendocino County,526195.0,528062.0,523231.0,515398.0,508997.0,508098.0,505755.0,501496.0,496845.0,494609.0,489824.0,485441.0
15879,95328,CA,Keyes,"Modesto, CA",Stanislaus County,277900.0,279815.0,280071.0,282591.0,283473.0,285163.0,285469.0,286706.0,286572.0,288070.0,289207.0,291057.0
15887,93616,CA,Del Rey,"Fresno, CA",Fresno County,222660.0,224225.0,227458.0,228474.0,228682.0,229407.0,231522.0,235290.0,236412.0,237175.0,236633.0,235992.0
15888,94599,CA,Napa,"Napa, CA",Napa County,1010679.0,1012937.0,1008397.0,1005720.0,1004534.0,1002432.0,983390.0,960364.0,945157.0,941648.0,943327.0,941475.0
15921,95638,CA,Herald,"Sacramento-Roseville-Folsom, CA",Sacramento County,564206.0,564294.0,564102.0,565813.0,568160.0,571126.0,573631.0,572597.0,571123.0,570072.0,573019.0,575697.0
15970,92036,CA,Julian,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,374089.0,370736.0,367713.0,368097.0,369119.0,371425.0,373643.0,373880.0,372902.0,371714.0,372767.0,374802.0
16036,92536,CA,Aguanga,"Riverside-San Bernardino-Ontario, CA",Riverside County,377606.0,378313.0,380140.0,382172.0,383553.0,383936.0,386498.0,388717.0,391085.0,390023.0,388955.0,388785.0
16082,95428,CA,Covelo,"Ukiah, CA",Mendocino County,,,,,,,,,,,273509.0,276056.0
16105,91962,CA,Descanso,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,441561.0,440627.0,439639.0,442277.0,444282.0,445571.0,445993.0,445539.0,444709.0,443495.0,444456.0,445185.0
16122,96114,CA,Janesville,"Susanville, CA",Lassen County,258881.0,259593.0,259997.0,260758.0,261707.0,262562.0,262158.0,261352.0,260693.0,260933.0,261078.0,261292.0
16157,95562,CA,Scotia,"Eureka-Arcata, CA",Humboldt County,248944.0,249422.0,248961.0,249121.0,248275.0,249458.0,250740.0,252646.0,253169.0,253098.0,253696.0,254275.0
16175,95333,CA,Le Grand,"Merced, CA",Merced County,203590.0,206775.0,208097.0,209476.0,210101.0,212553.0,213428.0,216685.0,220115.0,223949.0,224183.0,223147.0
16177,92561,CA,Mountain Center,"Riverside-San Bernardino-Ontario, CA",Riverside County,393032.0,393567.0,395347.0,395160.0,396803.0,397844.0,404273.0,409304.0,412825.0,411909.0,409184.0,408744.0
16185,93430,CA,Cayucos,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,1015161.0,1009105.0,1004311.0,1002998.0,1010271.0,1014659.0,1003636.0,997719.0,988172.0,992823.0,989443.0,987211.0
16303,93265,CA,Springville,"Visalia, CA",Tulare County,316986.0,316177.0,315554.0,317197.0,319378.0,320976.0,319793.0,319915.0,321430.0,325165.0,325307.0,326279.0
16340,94018,CA,Half Moon Bay,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1246830.0,1240695.0,1240492.0,1245625.0,1251763.0,1252433.0,1250596.0,1240940.0,1237396.0,1230104.0,1233352.0,1235633.0
16432,96032,CA,Fort Jones,,Siskiyou County,229975.0,230217.0,231082.0,231846.0,231934.0,231879.0,230721.0,230206.0,229782.0,230202.0,230712.0,231147.0
16487,95551,CA,Eureka,"Eureka-Arcata, CA",Humboldt County,353814.0,353073.0,350147.0,351192.0,351338.0,352122.0,350502.0,350527.0,350142.0,350549.0,349504.0,348611.0
16626,95830,CA,,"Sacramento-Roseville-Folsom, CA",Sacramento County,710166.0,709377.0,710297.0,717270.0,725026.0,730100.0,725792.0,718121.0,712633.0,711665.0,715277.0,718143.0
16663,96137,CA,Westwood,,Plumas County,355493.0,356346.0,357692.0,358493.0,360046.0,361606.0,360885.0,359129.0,357014.0,357474.0,357678.0,358149.0
16694,95228,CA,Copperopolis,,Calaveras County,375653.0,378348.0,381345.0,383456.0,385897.0,388111.0,389365.0,390747.0,,384727.0,384481.0,
16772,95951,CA,Hamilton City,,Glenn County,218711.0,219223.0,219406.0,220760.0,222422.0,223542.0,222518.0,220831.0,218660.0,218840.0,220085.0,221884.0
16796,95663,CA,Penryn,"Sacramento-Roseville-Folsom, CA",Placer County,608489.0,613606.0,615434.0,618777.0,622906.0,624548.0,618925.0,614775.0,613763.0,616666.0,618258.0,621242.0
16877,93285,CA,Wofford Heights,"Bakersfield, CA",Kern County,142321.0,143429.0,143983.0,143802.0,144092.0,144457.0,143003.0,141800.0,141206.0,142610.0,144042.0,145235.0
16923,92662,CA,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2934507.0,2927820.0,2923013.0,2904011.0,2906276.0,2899163.0,2918537.0,2949521.0,2995985.0,3014477.0,2963642.0,2912850.0
16952,93920,CA,Big Sur,"Salinas, CA",Monterey County,1706089.0,1712231.0,1719920.0,1713160.0,1733024.0,1738784.0,1742098.0,1752501.0,1780105.0,1791630.0,1781226.0,1774155.0
16967,93601,CA,Ahwahnee,"Madera, CA",Madera County,337366.0,336701.0,334164.0,332676.0,333514.0,336289.0,338631.0,339527.0,340603.0,341554.0,342748.0,343975.0
17052,93643,CA,North Fork,"Madera, CA",Madera County,301964.0,301370.0,301133.0,301442.0,301120.0,300583.0,298969.0,298135.0,298141.0,300037.0,301714.0,303406.0
17085,93602,CA,Auberry,"Fresno, CA",Fresno County,285403.0,286570.0,288931.0,289493.0,289921.0,291347.0,294565.0,299416.0,302848.0,303021.0,300564.0,298323.0
17124,90067,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1156541.0,1152252.0,1148237.0,1147742.0,1146353.0,1148277.0,1140157.0,1140160.0,1140095.0,1147525.0,1150274.0,1153840.0
17150,95458,CA,Lucerne,"Clearlake, CA",Lake County,210282.0,210890.0,210450.0,209575.0,208468.0,207673.0,207813.0,209426.0,210814.0,211340.0,211699.0,213485.0
17185,95536,CA,Ferndale,"Eureka-Arcata, CA",Humboldt County,370855.0,370643.0,367569.0,369460.0,370342.0,371974.0,367854.0,365353.0,362871.0,366169.0,368950.0,371046.0
17247,96145,CA,Tahoe City,"Sacramento-Roseville-Folsom, CA",Placer County,915845.0,920982.0,920978.0,921995.0,923952.0,926527.0,922248.0,920622.0,922645.0,927693.0,936155.0,945401.0
17290,95465,CA,Occidental,"Santa Rosa-Petaluma, CA",Sonoma County,972272.0,965382.0,958265.0,944612.0,938950.0,941284.0,947646.0,955312.0,956282.0,961582.0,959429.0,964178.0
17300,95690,CA,Walnut Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,400070.0,398268.0,396475.0,398282.0,400327.0,402472.0,403496.0,403833.0,406255.0,407353.0,411169.0,414286.0
17301,93544,CA,Llano,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,281879.0,285016.0,286684.0,287915.0,288392.0,289866.0,289601.0,289722.0,290446.0,291804.0,292040.0,291955.0
17347,96093,CA,Weaverville,,Trinity County,271335.0,271840.0,272232.0,273209.0,273552.0,273996.0,272875.0,272905.0,272873.0,274189.0,274359.0,274425.0
17370,95460,CA,Mendocino,"Ukiah, CA",Mendocino County,815180.0,817893.0,811093.0,803258.0,794736.0,792069.0,787706.0,783294.0,779215.0,776722.0,768499.0,762929.0
17420,95549,CA,Bayside,"Eureka-Arcata, CA",Humboldt County,516274.0,516532.0,510534.0,506817.0,504306.0,504831.0,496504.0,493354.0,490119.0,494069.0,494072.0,495406.0
17503,95223,CA,Arnold,,Calaveras County,309084.0,310112.0,311119.0,311038.0,311450.0,311403.0,310889.0,310533.0,305782.0,307593.0,308100.0,313906.0
17564,93925,CA,Chualar,"Salinas, CA",Monterey County,424873.0,427510.0,428089.0,428434.0,427757.0,428903.0,428206.0,429592.0,430889.0,432722.0,433811.0,434920.0
17649,92397,CA,Wrightwood,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,300918.0,300947.0,301443.0,301473.0,300854.0,300787.0,300397.0,301044.0,301135.0,301892.0,303189.0,304159.0
17690,95918,CA,Browns Valley,"Yuba City, CA",Yuba County,459449.0,459937.0,460685.0,459080.0,461413.0,464875.0,465320.0,464430.0,461180.0,463016.0,465088.0,470010.0
17698,94957,CA,Ross,"San Francisco-Oakland-Berkeley, CA",Marin County,3164087.0,3174380.0,3173363.0,3133642.0,3107457.0,3106036.0,3087885.0,3058274.0,3030339.0,3043430.0,3060619.0,3063323.0
17731,95570,CA,,"Eureka-Arcata, CA",Humboldt County,667912.0,666160.0,666844.0,665385.0,667967.0,672367.0,667017.0,666294.0,667543.0,683337.0,690181.0,693757.0
17761,95454,CA,Laytonville,"Ukiah, CA",Mendocino County,339362.0,341283.0,341317.0,338925.0,336209.0,335266.0,333656.0,335245.0,335225.0,335384.0,328904.0,322422.0
17866,92386,CA,Sugarloaf,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,195164.0,195235.0,194635.0,194117.0,194126.0,194337.0,194410.0,195164.0,196050.0,197626.0,198463.0,198981.0
17890,93426,CA,Paso Robles,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,419429.0,420940.0,422035.0,424036.0,425298.0,426162.0,426746.0,428666.0,429765.0,430653.0,431243.0,433303.0
17943,93513,CA,Big Pine,,Inyo County,313553.0,313511.0,313044.0,313365.0,314608.0,315111.0,309501.0,303534.0,298535.0,299645.0,300505.0,301029.0
17948,92391,CA,Lake Arrowhead,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,247187.0,249105.0,250388.0,250389.0,250281.0,250077.0,249320.0,250593.0,252243.0,255323.0,255666.0,256549.0
17983,95469,CA,Potter Valley,"Ukiah, CA",Mendocino County,301551.0,301091.0,299855.0,300265.0,305374.0,315459.0,331395.0,345192.0,353315.0,355115.0,352217.0,348712.0
18018,91917,CA,Dulzura,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,459787.0,459668.0,462680.0,466298.0,466447.0,464053.0,464242.0,465880.0,469662.0,470536.0,471935.0,473189.0
18025,93249,CA,Lost Hills,"Bakersfield, CA",Kern County,164731.0,167948.0,170706.0,169640.0,168888.0,167628.0,170377.0,172524.0,175136.0,173434.0,171755.0,169887.0
18051,94511,CA,Bethel Island,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,485385.0,480713.0,477162.0,473848.0,474731.0,472341.0,469810.0,470857.0,472571.0,475002.0,471258.0,470368.0
18058,96041,CA,Hayfork,,Trinity County,254380.0,254557.0,254317.0,254528.0,253318.0,252971.0,251438.0,252132.0,252276.0,253123.0,252787.0,253194.0
18072,92061,CA,Pauma Valley,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,552816.0,550791.0,550375.0,550229.0,551466.0,554788.0,561822.0,566352.0,567026.0,563246.0,562952.0,563425.0
18091,96055,CA,Los Molinos,"Red Bluff, CA",Tehama County,201500.0,202454.0,204234.0,208145.0,210577.0,212566.0,210220.0,208549.0,206770.0,208008.0,209620.0,211538.0
18112,95245,CA,Mokelumne Hill,,Calaveras County,271324.0,275692.0,281654.0,283040.0,284109.0,284433.0,283510.0,281336.0,278935.0,280400.0,281358.0,282504.0
18168,95310,CA,Columbia,"Sonora, CA",Tuolumne County,,,,,,,,,,,,
18192,96058,CA,Macdoel,,Siskiyou County,86235.0,86442.0,86304.0,86118.0,85591.0,85730.0,85324.0,85470.0,85163.0,85417.0,85349.0,85676.0
18196,92401,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,216532.0,218439.0,220465.0,221175.0,223383.0,224895.0,225908.0,226120.0,227369.0,228661.0,230225.0,231605.0
18198,93283,CA,Weldon,"Bakersfield, CA",Kern County,125602.0,126088.0,125329.0,124813.0,124425.0,124693.0,123022.0,122258.0,122364.0,124827.0,127125.0,128538.0
18200,96047,CA,Igo,"Redding, CA",Shasta County,264644.0,263563.0,266808.0,268892.0,272519.0,274301.0,274223.0,275517.0,277945.0,278707.0,278459.0,278429.0
18248,91916,CA,Descanso,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,450640.0,448622.0,447907.0,451738.0,456517.0,459515.0,460723.0,460947.0,460650.0,459962.0,458817.0,457688.0
18267,93243,CA,Lebec,"Bakersfield, CA",Kern County,245332.0,247398.0,247935.0,247476.0,247437.0,248719.0,248994.0,249434.0,249865.0,251436.0,253162.0,253927.0
18272,92365,CA,Newberry Springs,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,131843.0,133495.0,134223.0,133999.0,133460.0,132456.0,131601.0,128966.0,127365.0,126508.0,127021.0,126916.0
18277,93271,CA,Three Rivers,"Visalia, CA",Tulare County,342517.0,344006.0,349062.0,355019.0,357648.0,358069.0,355065.0,352634.0,352246.0,355246.0,357101.0,357186.0
18294,93527,CA,Onyx,"Bakersfield, CA",Kern County,173187.0,172476.0,171341.0,171182.0,172023.0,172707.0,171705.0,171453.0,171706.0,173066.0,174725.0,176005.0
18330,95703,CA,Applegate,"Sacramento-Roseville-Folsom, CA",Placer County,429662.0,433205.0,436332.0,440775.0,444875.0,444565.0,441996.0,439944.0,440702.0,441126.0,440529.0,441041.0
18377,95982,CA,Sutter,"Yuba City, CA",Sutter County,301825.0,304105.0,305122.0,306847.0,309954.0,304845.0,305855.0,299724.0,302949.0,297933.0,298644.0,297428.0
18496,92230,CA,Cabazon,"Riverside-San Bernardino-Ontario, CA",Riverside County,202231.0,201570.0,202445.0,204021.0,205977.0,208337.0,211133.0,213907.0,216218.0,217903.0,218761.0,220487.0
18586,95374,CA,Stevinson,"Merced, CA",Merced County,439378.0,442024.0,447052.0,440838.0,436328.0,429503.0,425021.0,425581.0,426006.0,431710.0,433170.0,436878.0
18622,95635,CA,Garden Valley,"Sacramento-Roseville-Folsom, CA",El Dorado County,371964.0,374369.0,374639.0,372880.0,372753.0,372339.0,372873.0,372587.0,370923.0,369724.0,368781.0,369083.0
18633,95421,CA,Cazadero,"Santa Rosa-Petaluma, CA",Sonoma County,567574.0,559053.0,558151.0,555908.0,559703.0,559545.0,559357.0,560132.0,566075.0,573473.0,569777.0,561074.0
18674,96028,CA,Fall River Mills,"Redding, CA",Shasta County,208741.0,208576.0,208914.0,209380.0,210572.0,213551.0,214215.0,212464.0,209550.0,206512.0,205813.0,206204.0
18676,95311,CA,Coulterville,,Mariposa County,247345.0,247406.0,247239.0,247746.0,248931.0,250586.0,250739.0,251115.0,250925.0,251590.0,251441.0,251433.0
18712,95246,CA,Mountain Ranch,,Calaveras County,325213.0,329656.0,336412.0,336774.0,336272.0,333085.0,330081.0,325887.0,313794.0,301369.0,289265.0,288198.0
18718,95525,CA,Blue Lake,"Eureka-Arcata, CA",Humboldt County,377013.0,372075.0,364080.0,362470.0,362806.0,364182.0,363043.0,362206.0,361234.0,362212.0,361799.0,361162.0
18758,93545,CA,Lone Pine,,Inyo County,259282.0,260114.0,260331.0,260525.0,260566.0,261284.0,258015.0,254827.0,251393.0,251918.0,252243.0,252584.0
18783,95439,CA,Fulton,"Santa Rosa-Petaluma, CA",Sonoma County,734363.0,730682.0,728498.0,723056.0,726068.0,729308.0,729453.0,726527.0,726044.0,730227.0,729296.0,730755.0
18796,93667,CA,Tollhouse,"Fresno, CA",Fresno County,287930.0,290400.0,295557.0,298104.0,299559.0,300830.0,302596.0,307200.0,309914.0,310518.0,309015.0,307886.0
18933,95975,CA,Rough and Ready,"Truckee-Grass Valley, CA",Nevada County,389560.0,387740.0,386406.0,391312.0,394001.0,394967.0,392837.0,392574.0,392099.0,391251.0,391877.0,393623.0
18938,93650,CA,Fresno,"Fresno, CA",Fresno County,182452.0,182185.0,182886.0,182919.0,182459.0,181333.0,184293.0,187785.0,191615.0,193568.0,194622.0,195789.0
18995,93266,CA,Stratford,"Hanford-Corcoran, CA",Kings County,176130.0,175831.0,173693.0,174782.0,177908.0,182034.0,184383.0,182476.0,179513.0,178002.0,178374.0,182553.0
19023,93201,CA,Alpaugh,"Visalia, CA",Tulare County,132838.0,130956.0,131604.0,134667.0,139034.0,140755.0,138828.0,135223.0,134394.0,137439.0,140350.0,143468.0
19035,93645,CA,Coarsegold,"Madera, CA",Madera County,346387.0,343298.0,339287.0,337464.0,334691.0,333072.0,332427.0,332290.0,333754.0,336107.0,338852.0,341394.0
19054,96025,CA,Dunsmuir,,Siskiyou County,184844.0,185356.0,186255.0,187426.0,188388.0,189194.0,189156.0,188940.0,188592.0,189140.0,189715.0,189835.0
19067,92059,CA,Pala,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,716972.0,714656.0,712077.0,712088.0,710041.0,711655.0,716473.0,720250.0,721944.0,721185.0,724112.0,725781.0
19090,92086,CA,Warner Springs,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,325202.0,319864.0,314997.0,311888.0,310261.0,310036.0,314558.0,319427.0,321206.0,318824.0,317717.0,320477.0
19093,95313,CA,Crows Landing,"Modesto, CA",Stanislaus County,568717.0,558837.0,547882.0,553476.0,553575.0,553255.0,544772.0,545156.0,542901.0,549467.0,549423.0,552803.0
19147,96051,CA,Lakehead,"Redding, CA",Shasta County,248537.0,249826.0,253179.0,254194.0,255602.0,257227.0,258874.0,260756.0,261634.0,262279.0,261766.0,261131.0
19235,95942,CA,Forest Ranch,"Chico, CA",Butte County,300532.0,311268.0,317898.0,320625.0,319910.0,319488.0,320257.0,322109.0,323438.0,325924.0,327438.0,326684.0
19246,95329,CA,La Grange,"Modesto, CA",Stanislaus County,292382.0,292605.0,292739.0,293383.0,290171.0,287454.0,283869.0,287974.0,292007.0,297156.0,297984.0,298743.0
19280,95916,CA,Berry Creek,"Chico, CA",Butte County,210321.0,215484.0,217125.0,219216.0,219566.0,221829.0,222938.0,224721.0,226011.0,226674.0,227933.0,227901.0
19396,96027,CA,Etna,,Siskiyou County,220763.0,220772.0,221456.0,222365.0,222987.0,223214.0,222214.0,221448.0,220736.0,220941.0,221138.0,221223.0
19474,95612,CA,Clarksburg,"Sacramento-Roseville-Folsom, CA",Yolo County,813711.0,789143.0,769908.0,764371.0,753179.0,757200.0,767106.0,787355.0,783834.0,791948.0,815035.0,843838.0
19682,95664,CA,Pilot Hill,"Sacramento-Roseville-Folsom, CA",El Dorado County,487414.0,490478.0,490431.0,487529.0,485915.0,483896.0,485223.0,484989.0,485867.0,484833.0,482513.0,480530.0
19732,96118,CA,Loyalton,,Sierra County,207459.0,208892.0,209246.0,209484.0,209801.0,210222.0,210923.0,211905.0,213787.0,212652.0,211527.0,209287.0
19773,96109,CA,Doyle,"Susanville, CA",Lassen County,134142.0,133983.0,133508.0,133444.0,133199.0,133800.0,133687.0,133781.0,133615.0,134459.0,134121.0,134012.0
19814,95369,CA,Merced,"Merced, CA",Merced County,300370.0,305028.0,309334.0,312291.0,312415.0,313519.0,310766.0,309781.0,309949.0,312517.0,316685.0,318841.0
19869,95524,CA,Bayside,"Eureka-Arcata, CA",Humboldt County,502337.0,505291.0,503270.0,501968.0,501187.0,499837.0,492061.0,488724.0,487620.0,494926.0,498779.0,503400.0
19884,92091,CA,Rancho Santa Fe,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2035411.0,2025101.0,2021146.0,2031604.0,2035982.0,2039969.0,2048492.0,2060923.0,2071248.0,2078457.0,2083057.0,2088354.0
19956,95372,CA,Soulsbyville,"Sonora, CA",Tuolumne County,,,,,,,,,,,,
20005,91210,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,,,,,,,,,,,,
20033,95645,CA,Knights Landing,"Sacramento-Roseville-Folsom, CA",Yolo County,285843.0,283817.0,281244.0,281959.0,280095.0,276741.0,279025.0,283634.0,289033.0,288159.0,285894.0,283270.0
20045,96020,CA,,,Plumas County,272413.0,273305.0,274525.0,276021.0,277964.0,279473.0,278923.0,277553.0,276029.0,276364.0,276515.0,276842.0
20064,95303,CA,Ballico,"Merced, CA",Merced County,385664.0,387446.0,390863.0,391972.0,392167.0,392118.0,389379.0,388206.0,386298.0,386195.0,385210.0,384137.0
20124,95977,CA,Smartsville,"Truckee-Grass Valley, CA",Nevada County,357446.0,358732.0,362060.0,369173.0,372270.0,371540.0,367589.0,365782.0,364830.0,364998.0,365578.0,366766.0
20147,93441,CA,Los Olivos,"Santa Maria-Santa Barbara, CA",Santa Barbara County,961520.0,960477.0,955494.0,954988.0,957246.0,972013.0,980143.0,987019.0,985387.0,992621.0,1000698.0,1001628.0
20152,95449,CA,Hopland,"Ukiah, CA",Mendocino County,,,,,,,,,,,,
20165,93523,CA,Edwards,"Bakersfield, CA",Kern County,105509.0,104118.0,103058.0,103647.0,105929.0,108106.0,109493.0,110493.0,109122.0,108264.0,109120.0,111123.0
20174,93562,CA,Trona,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,70060.0,70631.0,71313.0,72662.0,72693.0,73973.0,72932.0,72580.0,71258.0,72129.0,73822.0,74467.0
20175,95255,CA,West Point,,Calaveras County,249464.0,251198.0,252980.0,252275.0,251509.0,251823.0,250859.0,248351.0,244949.0,244763.0,243612.0,243425.0
20211,92242,CA,Earp,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,98218.0,97526.0,95932.0,95567.0,94455.0,92918.0,92417.0,92644.0,93774.0,93578.0,92994.0,94749.0
20245,93651,CA,Prather,"Fresno, CA",Fresno County,400283.0,401075.0,405508.0,406946.0,406550.0,405764.0,408009.0,410615.0,410028.0,408195.0,405874.0,404461.0
20260,93653,CA,Raymond,"Madera, CA",Madera County,322334.0,322763.0,322740.0,323012.0,325794.0,327691.0,328407.0,328502.0,328903.0,332150.0,335490.0,340207.0
20283,93202,CA,Hanford,"Hanford-Corcoran, CA",Kings County,177539.0,178457.0,178805.0,178162.0,178655.0,178523.0,179195.0,179387.0,180282.0,180339.0,181248.0,183506.0
20296,96134,CA,Tulelake,,Modoc County,103135.0,103133.0,102818.0,102679.0,102880.0,103368.0,103385.0,103076.0,102918.0,103339.0,103522.0,103503.0
20365,95560,CA,Redway,"Eureka-Arcata, CA",Humboldt County,309382.0,308579.0,305510.0,306221.0,303206.0,301567.0,298735.0,294764.0,291974.0,292121.0,293957.0,295741.0
20389,96103,CA,Graeagle,,Plumas County,305514.0,306025.0,306679.0,307503.0,308907.0,310445.0,310157.0,308875.0,307630.0,308189.0,309124.0,309457.0
20419,92347,CA,Hinkley,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,134163.0,134324.0,138024.0,140561.0,145079.0,143918.0,139611.0,136329.0,135701.0,134468.0,132798.0,130802.0
20422,96091,CA,Trinity Center,,Trinity County,295892.0,296042.0,296254.0,297501.0,297978.0,298446.0,296978.0,296228.0,296120.0,297475.0,297275.0,296823.0
20469,95567,CA,Smith River,"Crescent City, CA",Del Norte County,328092.0,329273.0,330432.0,331479.0,332294.0,333697.0,335513.0,336826.0,338490.0,340330.0,341460.0,342184.0
20497,95689,CA,Volcano,,Amador County,316512.0,317060.0,317311.0,318316.0,319461.0,320633.0,321456.0,321267.0,320919.0,320489.0,320443.0,320448.0
20515,95651,CA,Lotus,"Sacramento-Roseville-Folsom, CA",El Dorado County,464652.0,468671.0,469216.0,467181.0,467400.0,464761.0,465368.0,462763.0,463162.0,459432.0,455184.0,450533.0
20548,94020,CA,La Honda,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1136398.0,1135482.0,1120776.0,1110935.0,1094059.0,1091268.0,1073370.0,1029606.0,989746.0,950561.0,921724.0,905331.0
20564,95017,CA,Davenport,"Santa Cruz-Watsonville, CA",Santa Cruz County,898017.0,900987.0,901582.0,909905.0,911717.0,914715.0,908685.0,908739.0,908423.0,911350.0,906739.0,903407.0
20581,95615,CA,Courtland,"Sacramento-Roseville-Folsom, CA",Sacramento County,419434.0,418953.0,419769.0,424402.0,427742.0,429008.0,430654.0,431529.0,436861.0,436271.0,439745.0,440478.0
20626,94038,CA,Moss Beach,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1230910.0,1215726.0,1212163.0,1214689.0,1216230.0,1214159.0,1208126.0,1196147.0,1190928.0,1183290.0,1184132.0,1182378.0
20723,95947,CA,Greenville,,Plumas County,201025.0,202840.0,205243.0,206330.0,207741.0,209291.0,207909.0,205287.0,202023.0,202118.0,201947.0,202183.0
20763,93517,CA,Bridgeport,,Mono County,329969.0,328253.0,327309.0,327696.0,329204.0,328598.0,325493.0,321821.0,319464.0,322622.0,325138.0,328688.0
20808,92305,CA,Angelus Oaks,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,258008.0,257426.0,256731.0,256258.0,256194.0,258328.0,259235.0,262102.0,264456.0,267477.0,268492.0,268243.0
20825,92322,CA,Crestline,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,204650.0,206216.0,208376.0,209800.0,210345.0,210431.0,209323.0,209735.0,209966.0,211434.0,211632.0,211993.0
20833,93664,CA,Shaver Lake,"Fresno, CA",Fresno County,454691.0,455223.0,455990.0,455165.0,453996.0,455129.0,460281.0,466048.0,468161.0,467846.0,465025.0,462910.0
20863,95452,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,1083675.0,1076817.0,1072963.0,1075595.0,1079685.0,1086770.0,1080646.0,1081780.0,1079246.0,1084102.0,1071982.0,1058528.0
20897,93432,CA,Creston,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,786658.0,790728.0,798638.0,800292.0,805784.0,806149.0,798496.0,802474.0,813294.0,822361.0,824367.0,820275.0
20929,94937,CA,Point Reyes Station,"San Francisco-Oakland-Berkeley, CA",Marin County,1033316.0,1028221.0,1021160.0,1010038.0,1018410.0,1044296.0,1070043.0,1079711.0,1074613.0,1089748.0,1107909.0,1131798.0
20965,95258,CA,Woodbridge,"Stockton, CA",San Joaquin County,425114.0,422283.0,422582.0,422075.0,422855.0,423543.0,423997.0,424728.0,424140.0,423447.0,422860.0,424802.0
21074,95957,CA,Meridian,"Yuba City, CA",Sutter County,311109.0,310848.0,306865.0,297888.0,296338.0,300065.0,317007.0,324291.0,328245.0,322144.0,323375.0,321864.0
21096,95462,CA,Monte Rio,"Santa Rosa-Petaluma, CA",Sonoma County,497994.0,491983.0,489369.0,486362.0,486178.0,484978.0,480690.0,477297.0,473683.0,472332.0,466432.0,461814.0
21111,96096,CA,Whitmore,"Redding, CA",Shasta County,311798.0,314613.0,315054.0,314664.0,315829.0,320125.0,321189.0,320299.0,318628.0,318564.0,318654.0,318727.0
21148,95629,CA,Volcano,,Amador County,364342.0,365027.0,364669.0,364192.0,364614.0,365535.0,366174.0,365620.0,365116.0,364347.0,364820.0,365647.0
21161,95002,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1125222.0,1063401.0,1002734.0,989698.0,1005764.0,1022213.0,1026269.0,1029927.0,1038371.0,1027288.0,1025123.0,1029002.0
21408,93218,CA,Ducor,"Visalia, CA",Tulare County,162088.0,162220.0,160487.0,159414.0,161521.0,165855.0,168296.0,166905.0,164782.0,164288.0,162673.0,160796.0
21434,93040,CA,Fillmore,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,406788.0,410861.0,411252.0,410883.0,411737.0,415795.0,420950.0,425340.0,427618.0,431050.0,437634.0,441537.0
