,ZIPCODE,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31
1923,90031,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,632541.0,631884.0,632148.0,632538.0,633553.0,634221.0,633390.0,635105.0,637864.0,641572.0,645490.0,650034.0
1928,95928,CA,Chico,"Chico, CA",Butte County,351610.0,361768.0,368361.0,372836.0,376938.0,381714.0,386264.0,388954.0,390736.0,392541.0,394695.0,394332.0
1937,95833,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,315201.0,315956.0,316463.0,318634.0,320733.0,322422.0,322326.0,321175.0,320963.0,321269.0,324097.0,326846.0
1939,95765,CA,Rocklin,"Sacramento-Roseville-Folsom, CA",Placer County,517064.0,519920.0,520371.0,520977.0,522506.0,522753.0,521771.0,521200.0,522712.0,523667.0,525175.0,527709.0
1944,95382,CA,Turlock,"Modesto, CA",Stanislaus County,352889.0,353401.0,352934.0,355888.0,357070.0,358185.0,356498.0,356873.0,357049.0,359721.0,360976.0,362875.0
1954,93706,CA,Fresno,"Fresno, CA",Fresno County,157813.0,158727.0,160189.0,161177.0,161702.0,162402.0,163813.0,164810.0,165394.0,165728.0,166756.0,167029.0
1962,95826,CA,Rosemont,"Sacramento-Roseville-Folsom, CA",Sacramento County,336675.0,336515.0,336207.0,337681.0,339497.0,340999.0,340759.0,339963.0,340717.0,342185.0,345556.0,348100.0
1976,94061,CA,Redwood City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1678821.0,1665852.0,1657833.0,1655218.0,1658505.0,1657135.0,1661732.0,1657830.0,1661146.0,1648847.0,1641710.0,1636597.0
1981,90020,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,658131.0,656028.0,654550.0,655189.0,655877.0,657841.0,654885.0,654435.0,655831.0,660732.0,664367.0,667200.0
1993,91325,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,696077.0,693308.0,691143.0,690774.0,692192.0,695313.0,694797.0,696867.0,699074.0,705390.0,708821.0,714070.0
1996,94583,CA,San Ramon,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1192830.0,1188128.0,1182923.0,1178050.0,1175276.0,1173008.0,1165890.0,1159132.0,1148247.0,1149539.0,1152723.0,1159492.0
2000,92618,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,952695.0,948719.0,945878.0,944841.0,944256.0,940537.0,939134.0,941629.0,947888.0,949912.0,944765.0,939331.0
2005,91387,CA,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,561453.0,559962.0,558512.0,558107.0,558524.0,560255.0,559256.0,559609.0,560436.0,563864.0,565798.0,568736.0
2013,94606,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,681334.0,677174.0,676732.0,677470.0,676498.0,676864.0,679224.0,681533.0,681920.0,678682.0,676495.0,678686.0
2023,90505,CA,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,989237.0,985929.0,982322.0,981522.0,981669.0,986320.0,983303.0,985557.0,987973.0,996848.0,1000677.0,1004438.0
2024,90036,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1805807.0,1800264.0,1793679.0,1790884.0,1795808.0,1801787.0,1777683.0,1764093.0,1761389.0,1786255.0,1794760.0,1797185.0
2025,90802,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,394119.0,394102.0,394592.0,395874.0,397569.0,399625.0,399657.0,400948.0,403561.0,406590.0,408428.0,410135.0
2038,94555,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,1132283.0,1128766.0,1129427.0,1125181.0,1117238.0,1106392.0,1099758.0,1091727.0,1086509.0,1079945.0,1074583.0,1075251.0
2041,92508,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,489542.0,491137.0,493436.0,494160.0,494205.0,493689.0,493570.0,493242.0,492645.0,494580.0,495721.0,499490.0
2060,95301,CA,Atwater,"Merced, CA",Merced County,269529.0,268734.0,267933.0,268961.0,270045.0,270494.0,269679.0,269288.0,268997.0,269470.0,269385.0,269440.0
2061,92337,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,382633.0,383293.0,384887.0,386221.0,388295.0,389152.0,388301.0,388211.0,388500.0,390786.0,392878.0,395194.0
2063,92253,CA,La Quinta,"Riverside-San Bernardino-Ontario, CA",Riverside County,460060.0,461338.0,463229.0,463767.0,463738.0,463956.0,466191.0,468287.0,469406.0,470749.0,470457.0,472527.0
2072,95337,CA,Manteca,"Stockton, CA",San Joaquin County,445850.0,445372.0,448635.0,449000.0,450508.0,450465.0,450027.0,449781.0,448877.0,449527.0,450118.0,452529.0
2074,93711,CA,Fresno,"Fresno, CA",Fresno County,352560.0,353183.0,354882.0,354775.0,353506.0,353102.0,355334.0,358689.0,360428.0,361424.0,361521.0,361798.0
2080,93552,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,317273.0,316976.0,316760.0,317022.0,318062.0,319579.0,319864.0,320792.0,322128.0,324213.0,325444.0,326881.0
2084,95821,CA,Arden-Arcade,"Sacramento-Roseville-Folsom, CA",Sacramento County,346808.0,347526.0,347884.0,349673.0,352023.0,353973.0,354207.0,354598.0,355405.0,357032.0,359661.0,362929.0
2113,92596,CA,Winchester,"Riverside-San Bernardino-Ontario, CA",Riverside County,433108.0,434623.0,436630.0,437797.0,437892.0,437685.0,437376.0,436989.0,436161.0,438242.0,439404.0,443370.0
2114,95838,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,261898.0,261813.0,261551.0,262974.0,264842.0,267004.0,268336.0,269155.0,270535.0,271970.0,275233.0,278488.0
2117,91350,CA,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,564681.0,562821.0,561802.0,561242.0,561817.0,562680.0,561702.0,561504.0,563176.0,566711.0,568898.0,571062.0
2119,92065,CA,Ramona,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,526179.0,523214.0,522449.0,524578.0,525272.0,525435.0,526146.0,526384.0,525472.0,525064.0,527076.0,530791.0
2137,95128,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1217247.0,1192294.0,1175399.0,1165456.0,1157054.0,1147276.0,1136061.0,1125455.0,1125461.0,1124116.0,1129134.0,1133214.0
2138,91321,CA,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,501280.0,499724.0,498749.0,498634.0,499567.0,501006.0,499426.0,499417.0,500774.0,504900.0,508005.0,511165.0
2141,93705,CA,Fresno,"Fresno, CA",Fresno County,199150.0,199966.0,201759.0,202688.0,203081.0,203559.0,205114.0,206855.0,207736.0,208989.0,209452.0,210036.0
2147,93021,CA,Moorpark,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,659270.0,658686.0,658861.0,659816.0,660375.0,658692.0,657495.0,657940.0,659945.0,662340.0,662804.0,666263.0
2153,93245,CA,Lemoore,"Hanford-Corcoran, CA",Kings County,254086.0,254617.0,254684.0,254696.0,255381.0,255801.0,255066.0,254081.0,253395.0,253599.0,254671.0,257188.0
2155,91362,CA,Thousand Oaks,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,838645.0,837849.0,837904.0,840852.0,842870.0,841689.0,838599.0,838639.0,840664.0,844575.0,845167.0,849987.0
2160,94590,CA,Vallejo,"Vallejo, CA",Solano County,384125.0,383029.0,383756.0,385849.0,386981.0,386716.0,388196.0,389690.0,391357.0,391440.0,390620.0,388992.0
2162,92831,CA,Fullerton,"Los Angeles-Long Beach-Anaheim, CA",Orange County,657610.0,656068.0,655763.0,655057.0,654945.0,653722.0,654214.0,656424.0,661514.0,663959.0,662856.0,661271.0
2164,95973,CA,Chico,"Chico, CA",Butte County,382269.0,394213.0,401971.0,406959.0,411077.0,416178.0,421260.0,425201.0,428355.0,431424.0,434546.0,435056.0
2166,95820,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,280375.0,280007.0,279563.0,280814.0,282789.0,284370.0,284788.0,284702.0,285100.0,286864.0,290187.0,293975.0
2183,94952,CA,Petaluma,"Santa Rosa-Petaluma, CA",Sonoma County,861093.0,855067.0,851947.0,850730.0,855739.0,862203.0,862871.0,860222.0,854965.0,853513.0,846204.0,843594.0
2186,95340,CA,Merced,"Merced, CA",Merced County,264221.0,264072.0,263599.0,264732.0,265746.0,266504.0,265696.0,265145.0,264151.0,264064.0,263930.0,264453.0
2194,91601,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,754260.0,752515.0,747923.0,743814.0,742162.0,744542.0,744423.0,745557.0,746817.0,750680.0,751813.0,754567.0
2197,95993,CA,Yuba City,"Yuba City, CA",Sutter County,337724.0,337967.0,338050.0,338738.0,340600.0,344136.0,345039.0,349002.0,353153.0,358194.0,358742.0,357166.0
2199,93305,CA,La Cresta - Altavista,"Bakersfield, CA",Kern County,158500.0,159670.0,160493.0,161084.0,162363.0,163775.0,164275.0,164567.0,164306.0,164768.0,165133.0,165593.0
2202,91001,CA,Altadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,883246.0,879917.0,878601.0,879369.0,881311.0,883814.0,879480.0,879149.0,881038.0,888695.0,894014.0,898989.0
2203,91711,CA,Claremont,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,684082.0,680625.0,678291.0,677238.0,679271.0,682590.0,682533.0,682727.0,683305.0,685989.0,688016.0,689980.0
2204,92672,CA,San Clemente,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1064031.0,1063158.0,1065409.0,1069969.0,1076169.0,1077778.0,1081705.0,1083485.0,1088746.0,1089947.0,1084604.0,1080507.0
2227,95688,CA,Vacaville,"Vallejo, CA",Solano County,505036.0,503043.0,503174.0,505588.0,506880.0,507218.0,509095.0,510995.0,512789.0,513771.0,511895.0,509445.0
2232,91104,CA,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,862527.0,857860.0,854890.0,854178.0,854377.0,856612.0,851643.0,851376.0,851819.0,858302.0,861564.0,867182.0
2243,95121,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,856263.0,844942.0,837962.0,836912.0,834930.0,829572.0,826211.0,821676.0,826503.0,826015.0,831524.0,836728.0
2244,94040,CA,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2420417.0,2383305.0,2360527.0,2352651.0,2341926.0,2321041.0,2293643.0,2269415.0,2271177.0,2267308.0,2272493.0,2278047.0
2254,95667,CA,Placerville,"Sacramento-Roseville-Folsom, CA",El Dorado County,398569.0,401028.0,401305.0,398237.0,396629.0,394843.0,395194.0,395277.0,394418.0,393788.0,391766.0,390778.0
2255,90621,CA,Buena Park,"Los Angeles-Long Beach-Anaheim, CA",Orange County,576998.0,575431.0,575594.0,576203.0,577776.0,577006.0,577883.0,579301.0,583835.0,586062.0,586043.0,584553.0
2258,92841,CA,Garden Grove,"Los Angeles-Long Beach-Anaheim, CA",Orange County,626711.0,625564.0,626186.0,626959.0,628842.0,629920.0,632786.0,636887.0,643314.0,647437.0,648474.0,647911.0
2259,92869,CA,Orange,"Los Angeles-Long Beach-Anaheim, CA",Orange County,739465.0,737090.0,736571.0,735361.0,735877.0,734248.0,734119.0,735584.0,741113.0,745337.0,745551.0,743889.0
2260,92595,CA,Wildomar,"Riverside-San Bernardino-Ontario, CA",Riverside County,409219.0,409974.0,412108.0,413321.0,413757.0,413552.0,413693.0,413753.0,413385.0,414704.0,415488.0,418265.0
2264,92675,CA,San Juan Capistrano,"Los Angeles-Long Beach-Anaheim, CA",Orange County,792061.0,789758.0,788877.0,788559.0,789600.0,788698.0,789808.0,791318.0,796587.0,799442.0,798571.0,796705.0
2266,92545,CA,Hemet,"Riverside-San Bernardino-Ontario, CA",Riverside County,281809.0,282772.0,284438.0,285372.0,285845.0,286061.0,286105.0,286406.0,286058.0,287450.0,287952.0,290343.0
2268,94621,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,440028.0,440212.0,442019.0,442955.0,444955.0,448010.0,451545.0,451724.0,452379.0,452380.0,453820.0,455976.0
2292,93612,CA,Clovis,"Fresno, CA",Fresno County,241009.0,242136.0,243448.0,243885.0,243412.0,243595.0,244454.0,245215.0,245235.0,246051.0,246740.0,247537.0
2294,91205,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,692384.0,689333.0,686818.0,684588.0,684254.0,685252.0,682295.0,681516.0,681984.0,687095.0,689513.0,692197.0
2305,91340,CA,San Fernando,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,484553.0,482814.0,480577.0,481673.0,483394.0,486900.0,486415.0,486630.0,487115.0,490869.0,493958.0,498306.0
2309,94124,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,952541.0,956491.0,963372.0,964864.0,971180.0,969344.0,959664.0,949385.0,944754.0,957043.0,968407.0,984739.0
2317,92649,CA,Huntington Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,885985.0,883435.0,882793.0,881700.0,882917.0,880443.0,881909.0,884827.0,892687.0,897526.0,895866.0,892835.0
2323,91752,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,523312.0,524770.0,526243.0,526004.0,524681.0,523345.0,523710.0,523631.0,523513.0,525569.0,526749.0,531087.0
2337,90012,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,556578.0,554671.0,553405.0,552587.0,553884.0,555073.0,552796.0,552748.0,555547.0,559934.0,561752.0,562268.0
2348,93657,CA,Sanger,"Fresno, CA",Fresno County,266447.0,267197.0,268838.0,269425.0,268577.0,268238.0,269038.0,270566.0,270631.0,271161.0,271681.0,272520.0
2356,92240,CA,Desert Hot Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,220413.0,221995.0,223450.0,225092.0,226211.0,227286.0,228318.0,229271.0,229653.0,230578.0,230998.0,232960.0
2369,90049,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2716555.0,2706083.0,2693771.0,2686272.0,2689333.0,2700746.0,2663529.0,2640004.0,2620067.0,2646705.0,2652253.0,2660553.0
2385,92583,CA,San Jacinto,"Riverside-San Bernardino-Ontario, CA",Riverside County,269053.0,270532.0,272531.0,273767.0,274221.0,274401.0,274848.0,275500.0,275703.0,277131.0,277822.0,280256.0
2389,92543,CA,Hemet,"Riverside-San Bernardino-Ontario, CA",Riverside County,224201.0,225675.0,227353.0,228115.0,228282.0,227992.0,228196.0,228569.0,229100.0,230300.0,230981.0,233007.0
2395,95062,CA,Santa Cruz,"Santa Cruz-Watsonville, CA",Santa Cruz County,929093.0,933474.0,928565.0,930326.0,923159.0,921220.0,917865.0,913294.0,913824.0,916243.0,916707.0,914776.0
2405,95825,CA,Arden-Arcade,"Sacramento-Roseville-Folsom, CA",Sacramento County,300786.0,301646.0,302077.0,304133.0,306645.0,308659.0,307896.0,307080.0,307498.0,309572.0,312401.0,314834.0
2426,90062,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,598613.0,596867.0,595115.0,595712.0,597137.0,597550.0,597553.0,596733.0,598780.0,601663.0,604103.0,606752.0
2427,95476,CA,Sonoma,"Santa Rosa-Petaluma, CA",Sonoma County,800487.0,794108.0,792034.0,791142.0,796568.0,801896.0,804714.0,806835.0,806667.0,808523.0,803045.0,800222.0
2439,92139,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,426273.0,425756.0,426738.0,429833.0,432270.0,434932.0,437476.0,439786.0,441505.0,443779.0,446686.0,450094.0
2444,95632,CA,Galt,"Sacramento-Roseville-Folsom, CA",Sacramento County,372986.0,373370.0,373455.0,375366.0,377338.0,379123.0,378920.0,377919.0,378277.0,379586.0,382981.0,385773.0
2450,92660,CA,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1943894.0,1943383.0,1945669.0,1944552.0,1947015.0,1945115.0,1958728.0,1982791.0,2013794.0,2029507.0,2000071.0,1968795.0
2453,92694,CA,Rancho Santa Margarita,"Los Angeles-Long Beach-Anaheim, CA",Orange County,797135.0,794808.0,793939.0,793748.0,794827.0,793593.0,793163.0,793839.0,798251.0,801708.0,801562.0,800241.0
2455,94044,CA,Pacifica,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1097813.0,1091063.0,1089905.0,1095557.0,1101233.0,1101612.0,1100618.0,1095545.0,1095775.0,1088440.0,1087178.0,1088138.0
2463,93060,CA,Santa Paula,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,448922.0,450932.0,452404.0,454442.0,456849.0,457593.0,458285.0,458747.0,460057.0,461720.0,461614.0,463727.0
2467,92373,CA,Redlands,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,487199.0,485306.0,484510.0,484144.0,485518.0,485885.0,486503.0,489552.0,493201.0,496392.0,496593.0,496622.0
2472,92706,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,644148.0,642534.0,641647.0,641343.0,642220.0,642137.0,643589.0,645791.0,650866.0,653767.0,653594.0,652400.0
2484,90266,CA,Manhattan Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2318333.0,2325542.0,2335278.0,2342030.0,2355454.0,2368771.0,2387367.0,2418208.0,2453314.0,2478171.0,2482088.0,2487075.0
2500,95356,CA,Modesto,"Modesto, CA",Stanislaus County,360542.0,361180.0,360632.0,363388.0,364431.0,365966.0,364276.0,364393.0,363903.0,366594.0,367751.0,369684.0
2504,91326,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,809314.0,806142.0,803932.0,802989.0,803959.0,806162.0,805370.0,807080.0,810168.0,816566.0,819456.0,822987.0
2507,90260,CA,Lawndale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,583045.0,584587.0,586063.0,589687.0,593192.0,597497.0,597601.0,599151.0,602383.0,607992.0,612231.0,616052.0
2511,92881,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,553608.0,555206.0,557445.0,557898.0,556781.0,555658.0,555340.0,555712.0,554789.0,555747.0,555303.0,558896.0
2526,94404,CA,Foster City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1515524.0,1505625.0,1498359.0,1493325.0,1487497.0,1479195.0,1475237.0,1468799.0,1470401.0,1462590.0,1462101.0,1461289.0
2527,94401,CA,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1202783.0,1194399.0,1187938.0,1184986.0,1179650.0,1170760.0,1164667.0,1158174.0,1161663.0,1157094.0,1153934.0,1151009.0
2536,90029,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,879860.0,881214.0,881874.0,882812.0,886778.0,893550.0,897660.0,903902.0,908112.0,911468.0,913245.0,917314.0
2537,91780,CA,Temple City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,757414.0,753808.0,748846.0,745542.0,743678.0,743517.0,734443.0,728911.0,726597.0,733152.0,736583.0,740254.0
2542,90277,CA,Redondo Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1275714.0,1269845.0,1265500.0,1262981.0,1262473.0,1263422.0,1254402.0,1254697.0,1255266.0,1265679.0,1269192.0,1276873.0
2547,93314,CA,Bakersfield,"Bakersfield, CA",Kern County,377467.0,379531.0,380781.0,380705.0,381127.0,382754.0,383800.0,385276.0,385840.0,386242.0,387233.0,387543.0
2551,94523,CA,Pleasant Hill,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,783395.0,781097.0,775279.0,770033.0,768076.0,766338.0,763224.0,757040.0,751477.0,751679.0,755264.0,759246.0
2552,92131,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,843597.0,837739.0,835519.0,839399.0,842499.0,845802.0,849133.0,851274.0,851237.0,851195.0,853729.0,857648.0
2556,94582,CA,San Ramon,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1381604.0,1377522.0,1371036.0,1365138.0,1362118.0,1360386.0,1355621.0,1349447.0,1342921.0,1345993.0,1355614.0,1365597.0
2572,95901,CA,Marysville,"Yuba City, CA",Yuba County,249826.0,251039.0,252135.0,253140.0,254346.0,256956.0,258424.0,259796.0,259473.0,260971.0,263252.0,265887.0
2588,95361,CA,Oakdale,"Modesto, CA",Stanislaus County,389559.0,389970.0,389118.0,391693.0,392641.0,393654.0,391861.0,392569.0,392730.0,395795.0,396678.0,398714.0
2610,92551,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,324343.0,325686.0,327464.0,328490.0,329022.0,329599.0,330097.0,330671.0,330279.0,332200.0,333163.0,336387.0
2617,92602,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1084175.0,1078519.0,1074821.0,1072972.0,1073487.0,1072132.0,1074205.0,1078274.0,1085932.0,1089420.0,1086525.0,1081562.0
2619,92103,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,727723.0,724638.0,723318.0,724306.0,723750.0,724220.0,727745.0,733469.0,738746.0,739560.0,738922.0,736898.0
2630,91006,CA,Arcadia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1021836.0,1016864.0,1010653.0,1007412.0,1006457.0,1007953.0,992734.0,983217.0,975336.0,982055.0,982612.0,984172.0
2631,92311,CA,Barstow,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,145726.0,146654.0,147428.0,147879.0,148603.0,149253.0,149542.0,149579.0,149861.0,150597.0,151766.0,152496.0
2634,95660,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,257754.0,257567.0,257332.0,258552.0,260088.0,261675.0,262175.0,262668.0,263747.0,265592.0,268826.0,272210.0
2649,91750,CA,La Verne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,654285.0,652197.0,650991.0,649840.0,650330.0,652058.0,651311.0,651244.0,650922.0,653024.0,654602.0,657690.0
2658,94114,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1878466.0,1879531.0,1867806.0,1858895.0,1859232.0,1867274.0,1864430.0,1865464.0,1870436.0,1893591.0,1901018.0,1916646.0
2663,91768,CA,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,441417.0,440646.0,439971.0,440638.0,442258.0,444937.0,445113.0,445747.0,447267.0,450598.0,453787.0,457239.0
2666,95126,CA,Buena Vista,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1106678.0,1090137.0,1078728.0,1071175.0,1061805.0,1050157.0,1037511.0,1026504.0,1026285.0,1023289.0,1025828.0,1027209.0
2669,93710,CA,Fresno,"Fresno, CA",Fresno County,265244.0,265777.0,266995.0,267664.0,266856.0,266496.0,267012.0,268330.0,268989.0,270304.0,271405.0,272313.0
2671,91722,CA,Covina,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,502612.0,499696.0,496621.0,495594.0,495954.0,497305.0,494968.0,493645.0,493789.0,497275.0,500082.0,503095.0
2672,96002,CA,Redding,"Redding, CA",Shasta County,263217.0,264796.0,265079.0,265495.0,266942.0,270067.0,271910.0,272973.0,273714.0,274627.0,274648.0,274877.0
2673,94534,CA,Fairfield,"Vallejo, CA",Solano County,540866.0,537995.0,537113.0,538931.0,540116.0,540074.0,541676.0,543326.0,545246.0,546790.0,545457.0,542475.0
2685,92301,CA,Adelanto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,233445.0,234638.0,235892.0,236498.0,237585.0,237840.0,237916.0,237594.0,237711.0,238727.0,240068.0,241286.0
2699,94063,CA,Redwood City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1248450.0,1243622.0,1241018.0,1236108.0,1227674.0,1216345.0,1212738.0,1205410.0,1202429.0,1191382.0,1186267.0,1183761.0
2703,95842,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,284151.0,284370.0,284975.0,287292.0,290133.0,292195.0,293201.0,293607.0,294767.0,296507.0,299918.0,303304.0
2709,94115,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1544914.0,1548628.0,1546068.0,1540038.0,1545278.0,1550972.0,1547187.0,1544172.0,1539258.0,1548509.0,1551172.0,1567496.0
2711,91007,CA,Arcadia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1059974.0,1052375.0,1044269.0,1039603.0,1038559.0,1038158.0,1023290.0,1014317.0,1008609.0,1016402.0,1017206.0,1019560.0
2718,95358,CA,Modesto,"Modesto, CA",Stanislaus County,285313.0,286018.0,285694.0,288409.0,289374.0,290902.0,289376.0,289582.0,289201.0,291694.0,293120.0,295325.0
2720,94588,CA,Pleasanton,"San Francisco-Oakland-Berkeley, CA",Alameda County,1093500.0,1086840.0,1085511.0,1084234.0,1079822.0,1074845.0,1072696.0,1068615.0,1064982.0,1058710.0,1055191.0,1057549.0
2754,95219,CA,Stockton,"Stockton, CA",San Joaquin County,383436.0,382864.0,384786.0,385053.0,386215.0,386974.0,386952.0,387281.0,386741.0,387173.0,387489.0,389331.0
2756,93555,CA,Ridgecrest,"Bakersfield, CA",Kern County,190906.0,191749.0,192052.0,191761.0,191997.0,192645.0,192361.0,192366.0,192208.0,193063.0,193865.0,194178.0
2768,91206,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,838389.0,836678.0,835066.0,834433.0,835232.0,837625.0,833911.0,833189.0,834765.0,841550.0,845271.0,848598.0
2782,90504,CA,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,716695.0,713822.0,712411.0,711712.0,712678.0,713341.0,708650.0,707256.0,709154.0,715523.0,719251.0,722235.0
2789,93618,CA,Dinuba,"Visalia, CA",Tulare County,223744.0,223636.0,223446.0,223899.0,224900.0,225197.0,223514.0,223074.0,223951.0,226722.0,226788.0,226703.0
2794,91754,CA,Monterey Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,663021.0,660791.0,658336.0,657055.0,656639.0,658355.0,656363.0,658586.0,661468.0,667316.0,669154.0,670708.0
2797,95682,CA,Shingle Springs,"Sacramento-Roseville-Folsom, CA",El Dorado County,486431.0,489457.0,490634.0,487322.0,486474.0,485023.0,485975.0,485651.0,485643.0,486406.0,485858.0,484875.0
2810,91107,CA,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,944278.0,940699.0,935563.0,932989.0,931344.0,933008.0,926527.0,924585.0,924311.0,932032.0,936008.0,940328.0
2813,92260,CA,Palm Desert,"Riverside-San Bernardino-Ontario, CA",Riverside County,361971.0,363447.0,365883.0,367800.0,368887.0,369916.0,372865.0,375713.0,378141.0,378880.0,377916.0,378312.0
2820,91915,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,524695.0,522563.0,521645.0,523547.0,524974.0,526978.0,529808.0,531815.0,532154.0,533049.0,535289.0,538399.0
2832,90606,CA,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,493635.0,491620.0,490589.0,490435.0,491436.0,492570.0,491354.0,490871.0,491800.0,495274.0,498309.0,501873.0
2833,96001,CA,Redding,"Redding, CA",Shasta County,274912.0,276390.0,277003.0,278437.0,281348.0,284743.0,286069.0,286141.0,287117.0,287152.0,286954.0,286589.0
2834,93703,CA,Fresno,"Fresno, CA",Fresno County,186958.0,188693.0,190691.0,191818.0,192224.0,192668.0,193967.0,195424.0,196158.0,196939.0,197353.0,197960.0
