,Unnamed: 0_x,City,Population_x,ViolentCrime_x,Murder_x,Rape_x,Robbery_x,AggAssault_x,PropertyCrime_x,Burglary_x,Theft_x,VehicleTheft_x,Arson_x,Unnamed: 0_y,ZIPCODE,State,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,Unnamed: 0,Population_y,ViolentCrime_y,Murder_y,Rape_y,Robbery_y,AggAssault_y,PropertyCrime_y,Burglary_y,Theft_y,VehicleTheft_y,Arson_y
255,157,Grand Terrace,12651.0,37.0,1.0,4.0,8.0,24.0,237.0,55.0,149.0,33.0,4.0,8785,92313,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,370311.0,370710.0,371021.0,371535.0,372624.0,372540.0,370756.0,370392.0,371081.0,373372.0,374899.0,376679.0,157,12651.0,37.0,1.0,4.0,8.0,24.0,237.0,55.0,149.0,33.0,4.0
256,158,Grass Valley,12919.0,73.0,3.0,0.0,6.0,64.0,463.0,76.0,326.0,61.0,1.0,5082,95945,CA,"Truckee-Grass Valley, CA",Nevada County,376079.0,375497.0,377086.0,381892.0,383994.0,383105.0,379703.0,378157.0,376426.0,375937.0,376225.0,378655.0,158,12919.0,73.0,3.0,0.0,6.0,64.0,463.0,76.0,326.0,61.0,1.0
257,158,Grass Valley,12919.0,73.0,3.0,0.0,6.0,64.0,463.0,76.0,326.0,61.0,1.0,5237,95949,CA,"Truckee-Grass Valley, CA",Nevada County,424675.0,423390.0,424003.0,428386.0,429639.0,428733.0,425376.0,423562.0,422008.0,420676.0,421562.0,423628.0,158,12919.0,73.0,3.0,0.0,6.0,64.0,463.0,76.0,326.0,61.0,1.0
258,159,Greenfield,17809.0,54.0,1.0,9.0,9.0,35.0,165.0,31.0,98.0,36.0,12.0,5986,93927,CA,"Salinas, CA",Monterey County,347929.0,350563.0,353298.0,354961.0,355843.0,356514.0,357860.0,358508.0,359482.0,360230.0,360757.0,360802.0,159,17809.0,54.0,1.0,9.0,9.0,35.0,165.0,31.0,98.0,36.0,12.0
259,160,Gridley,6618.0,29.0,0.0,15.0,3.0,11.0,205.0,47.0,136.0,22.0,3.0,8731,95948,CA,"Chico, CA",Butte County,233511.0,241051.0,247051.0,250855.0,253701.0,256008.0,259020.0,261009.0,263369.0,264579.0,266924.0,267213.0,160,6618.0,29.0,0.0,15.0,3.0,11.0,205.0,47.0,136.0,22.0,3.0
260,161,Grover Beach,13574.0,13.0,0.0,3.0,1.0,9.0,239.0,56.0,151.0,32.0,1.0,8127,93433,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,535309.0,535041.0,535442.0,534499.0,535701.0,532482.0,526922.0,524929.0,525675.0,528302.0,527493.0,526971.0,161,13574.0,13.0,0.0,3.0,1.0,9.0,239.0,56.0,151.0,32.0,1.0
261,162,Guadalupe,7696.0,15.0,0.0,2.0,3.0,10.0,82.0,32.0,34.0,16.0,2.0,11533,93434,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara County,356136.0,357577.0,358055.0,359620.0,358882.0,359804.0,357076.0,356251.0,354645.0,357097.0,358642.0,361900.0,162,7696.0,15.0,0.0,2.0,3.0,10.0,82.0,32.0,34.0,16.0,2.0
262,163,Gustine,5896.0,21.0,0.0,2.0,4.0,15.0,116.0,32.0,54.0,30.0,3.0,9624,95322,CA,"Merced, CA",Merced County,288534.0,287742.0,287789.0,289921.0,292711.0,294207.0,294161.0,294348.0,294295.0,294387.0,294332.0,294708.0,163,5896.0,21.0,0.0,2.0,4.0,15.0,116.0,32.0,54.0,30.0,3.0
263,164,Hanford,57232.0,257.0,0.0,18.0,40.0,199.0,1242.0,131.0,900.0,211.0,15.0,187,93230,CA,"Hanford-Corcoran, CA",Kings County,238749.0,239316.0,239052.0,239030.0,239470.0,239929.0,239097.0,238426.0,238205.0,238953.0,240265.0,242745.0,164,57232.0,257.0,0.0,18.0,40.0,199.0,1242.0,131.0,900.0,211.0,15.0
264,164,Hanford,57232.0,257.0,0.0,18.0,40.0,199.0,1242.0,131.0,900.0,211.0,15.0,20283,93202,CA,"Hanford-Corcoran, CA",Kings County,177539.0,178457.0,178805.0,178162.0,178655.0,178523.0,179195.0,179387.0,180282.0,180339.0,181248.0,183506.0,164,57232.0,257.0,0.0,18.0,40.0,199.0,1242.0,131.0,900.0,211.0,15.0
265,165,Hawaiian Gardens,14320.0,76.0,0.0,5.0,24.0,47.0,225.0,68.0,101.0,56.0,3.0,7896,90716,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,422337.0,421965.0,420517.0,420029.0,421255.0,424469.0,428377.0,431789.0,434595.0,435071.0,436542.0,440466.0,165,14320.0,76.0,0.0,5.0,24.0,47.0,225.0,68.0,101.0,56.0,3.0
266,166,Hawthorne,87305.0,636.0,3.0,34.0,190.0,409.0,1485.0,199.0,930.0,356.0,7.0,19,90250,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,650249.0,648370.0,646941.0,647407.0,649651.0,652634.0,651494.0,651293.0,652891.0,657163.0,659984.0,663951.0,166,87305.0,636.0,3.0,34.0,190.0,409.0,1485.0,199.0,930.0,356.0,7.0
267,167,Hayward,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0,91,94544,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,653657.0,651586.0,652141.0,652367.0,651267.0,650962.0,649903.0,648713.0,646982.0,646117.0,645117.0,648194.0,167,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0
268,167,Hayward,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0,266,94541,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,644341.0,641932.0,642857.0,643571.0,643527.0,643754.0,642843.0,642291.0,641307.0,641269.0,640942.0,644707.0,167,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0
269,167,Hayward,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0,2865,94545,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,699372.0,696282.0,697567.0,699452.0,698667.0,696239.0,692420.0,688888.0,685266.0,683991.0,682690.0,685831.0,167,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0
270,167,Hayward,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0,7579,94542,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,902327.0,898142.0,897068.0,895637.0,893261.0,893350.0,893976.0,894662.0,893434.0,893585.0,893573.0,898755.0,167,161588.0,552.0,5.0,54.0,275.0,218.0,4886.0,448.0,3197.0,1241.0,27.0
271,168,Healdsburg,12208.0,17.0,1.0,1.0,3.0,12.0,176.0,17.0,142.0,17.0,0.0,6202,95448,CA,"Santa Rosa-Petaluma, CA",Sonoma County,865916.0,856620.0,851854.0,852628.0,860060.0,865862.0,863916.0,862707.0,857095.0,855885.0,847401.0,840780.0,168,12208.0,17.0,1.0,1.0,3.0,12.0,176.0,17.0,142.0,17.0,0.0
272,169,Hemet,86082.0,343.0,5.0,23.0,121.0,194.0,2877.0,757.0,1547.0,573.0,21.0,754,92544,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,278150.0,279437.0,281209.0,281981.0,282106.0,282122.0,282750.0,283648.0,283924.0,285075.0,285651.0,287908.0,169,86082.0,343.0,5.0,23.0,121.0,194.0,2877.0,757.0,1547.0,573.0,21.0
273,169,Hemet,86082.0,343.0,5.0,23.0,121.0,194.0,2877.0,757.0,1547.0,573.0,21.0,2266,92545,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,281809.0,282772.0,284438.0,285372.0,285845.0,286061.0,286105.0,286406.0,286058.0,287450.0,287952.0,290343.0,169,86082.0,343.0,5.0,23.0,121.0,194.0,2877.0,757.0,1547.0,573.0,21.0
274,169,Hemet,86082.0,343.0,5.0,23.0,121.0,194.0,2877.0,757.0,1547.0,573.0,21.0,2389,92543,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,224201.0,225675.0,227353.0,228115.0,228282.0,227992.0,228196.0,228569.0,229100.0,230300.0,230981.0,233007.0,169,86082.0,343.0,5.0,23.0,121.0,194.0,2877.0,757.0,1547.0,573.0,21.0
275,170,Hercules,25789.0,31.0,0.0,5.0,15.0,11.0,341.0,31.0,278.0,32.0,0.0,4522,94547,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,731229.0,727262.0,726088.0,724374.0,725399.0,725386.0,724888.0,721163.0,721321.0,727226.0,739442.0,747798.0,170,25789.0,31.0,0.0,5.0,15.0,11.0,341.0,31.0,278.0,32.0,0.0
276,171,Hermosa Beach,19460.0,51.0,0.0,7.0,9.0,35.0,449.0,97.0,326.0,26.0,4.0,6098,90254,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1791447.0,1786841.0,1782263.0,1782939.0,1790898.0,1802278.0,1784134.0,1773811.0,1763538.0,1774250.0,1769357.0,1767732.0,171,19460.0,51.0,0.0,7.0,9.0,35.0,449.0,97.0,326.0,26.0,4.0
277,172,Hesperia,95915.0,462.0,8.0,35.0,111.0,308.0,1664.0,443.0,893.0,328.0,17.0,70,92345,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,261173.0,262006.0,263189.0,264100.0,265440.0,266110.0,266302.0,266600.0,267156.0,268433.0,269548.0,270634.0,172,95915.0,462.0,8.0,35.0,111.0,308.0,1664.0,443.0,893.0,328.0,17.0
278,172,Hesperia,95915.0,462.0,8.0,35.0,111.0,308.0,1664.0,443.0,893.0,328.0,17.0,5363,92344,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,322277.0,322937.0,324049.0,324935.0,326210.0,326859.0,327096.0,327048.0,326858.0,327481.0,328608.0,329867.0,172,95915.0,462.0,8.0,35.0,111.0,308.0,1664.0,443.0,893.0,328.0,17.0
279,174,Highland,55686.0,362.0,7.0,19.0,90.0,246.0,906.0,167.0,511.0,228.0,8.0,510,92346,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,344322.0,344873.0,345990.0,346917.0,348876.0,350111.0,350368.0,351207.0,351901.0,353514.0,354659.0,355966.0,174,55686.0,362.0,7.0,19.0,90.0,246.0,906.0,167.0,511.0,228.0,8.0
280,175,Hillsborough,11521.0,5.0,0.0,0.0,1.0,4.0,97.0,46.0,49.0,2.0,0.0,1563,94010,CA,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2859906.0,2840486.0,2835901.0,2832691.0,2834881.0,2831402.0,2845254.0,2849957.0,2872056.0,2865260.0,2866253.0,2858427.0,175,11521.0,5.0,0.0,0.0,1.0,4.0,97.0,46.0,49.0,2.0,0.0
281,176,Hollister,40399.0,114.0,1.0,15.0,27.0,71.0,311.0,61.0,174.0,76.0,5.0,721,95023,CA,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,610829.0,602219.0,597207.0,599424.0,602868.0,604772.0,605774.0,606791.0,607743.0,604383.0,602856.0,605103.0,176,40399.0,114.0,1.0,15.0,27.0,71.0,311.0,61.0,174.0,76.0,5.0
282,177,Holtville,6774.0,14.0,0.0,1.0,2.0,11.0,70.0,13.0,53.0,4.0,4.0,7823,92250,CA,"El Centro, CA",Imperial County,177085.0,176654.0,176430.0,176183.0,175825.0,175993.0,176492.0,176293.0,175324.0,175279.0,176319.0,178684.0,177,6774.0,14.0,0.0,1.0,2.0,11.0,70.0,13.0,53.0,4.0,4.0
283,178,Hughson,7671.0,5.0,0.0,0.0,0.0,5.0,46.0,8.0,29.0,9.0,0.0,7897,95326,CA,"Modesto, CA",Stanislaus County,374892.0,374862.0,373755.0,376788.0,378172.0,379570.0,377743.0,378314.0,378502.0,381902.0,383205.0,385511.0,178,7671.0,5.0,0.0,0.0,0.0,5.0,46.0,8.0,29.0,9.0,0.0
284,179,Huntington Beach,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0,386,92647,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,768464.0,766880.0,766738.0,766244.0,766722.0,765236.0,766052.0,767839.0,774419.0,778727.0,780525.0,780644.0,179,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0
285,179,Huntington Beach,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0,579,92646,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,861709.0,859555.0,859863.0,860116.0,862676.0,863227.0,866062.0,869798.0,877778.0,883223.0,884330.0,883145.0,179,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0
286,179,Huntington Beach,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0,1111,92648,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,993741.0,993297.0,994677.0,995250.0,997064.0,997500.0,1002228.0,1007754.0,1015528.0,1018416.0,1015276.0,1010978.0,179,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0
287,179,Huntington Beach,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0,2317,92649,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,885985.0,883435.0,882793.0,881700.0,882917.0,880443.0,881909.0,884827.0,892687.0,897526.0,895866.0,892835.0,179,201843.0,386.0,2.0,61.0,99.0,224.0,4144.0,535.0,3280.0,329.0,22.0
288,180,Huntington Park,58181.0,458.0,3.0,31.0,249.0,175.0,1595.0,214.0,861.0,520.0,9.0,139,90255,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,440716.0,439900.0,438788.0,439524.0,439557.0,441010.0,440364.0,443202.0,446818.0,452187.0,455558.0,458684.0,180,58181.0,458.0,3.0,31.0,249.0,175.0,1595.0,214.0,861.0,520.0,9.0
289,181,Huron,7359.0,83.0,0.0,1.0,10.0,72.0,56.0,13.0,25.0,18.0,13.0,12485,93234,CA,"Fresno, CA",Fresno County,146694.0,148802.0,150155.0,151533.0,151133.0,151378.0,152005.0,152277.0,152927.0,153521.0,154999.0,154447.0,181,7359.0,83.0,0.0,1.0,10.0,72.0,56.0,13.0,25.0,18.0,13.0
290,182,Imperial,18090.0,5.0,0.0,0.0,1.0,4.0,56.0,10.0,36.0,10.0,0.0,6364,92251,CA,"El Centro, CA",Imperial County,259407.0,258581.0,258497.0,260085.0,261607.0,262963.0,263164.0,262698.0,261342.0,261213.0,262299.0,264708.0,182,18090.0,5.0,0.0,0.0,1.0,4.0,56.0,10.0,36.0,10.0,0.0
291,183,Imperial Beach,27583.0,72.0,0.0,5.0,16.0,51.0,331.0,57.0,195.0,79.0,1.0,4055,91932,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,590580.0,590533.0,591678.0,595428.0,595624.0,597167.0,600000.0,604139.0,603493.0,600005.0,599074.0,598583.0,183,27583.0,72.0,0.0,5.0,16.0,51.0,331.0,57.0,195.0,79.0,1.0
292,184,Indian Wells,5500.0,13.0,0.0,1.0,2.0,10.0,138.0,44.0,89.0,5.0,0.0,11031,92210,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,801305.0,803023.0,806534.0,807841.0,807737.0,808053.0,811424.0,814567.0,815803.0,816143.0,813571.0,814947.0,184,5500.0,13.0,0.0,1.0,2.0,10.0,138.0,44.0,89.0,5.0,0.0
293,185,Indio,92803.0,530.0,1.0,45.0,118.0,366.0,1880.0,304.0,1218.0,358.0,6.0,295,92201,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,287283.0,288725.0,290538.0,291756.0,292582.0,293704.0,295770.0,297301.0,297800.0,298790.0,299105.0,301284.0,185,92803.0,530.0,1.0,45.0,118.0,366.0,1880.0,304.0,1218.0,358.0,6.0
294,185,Indio,92803.0,530.0,1.0,45.0,118.0,366.0,1880.0,304.0,1218.0,358.0,6.0,2860,92203,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,360024.0,361703.0,363995.0,365231.0,365619.0,366230.0,367944.0,369411.0,369754.0,370543.0,370331.0,372111.0,185,92803.0,530.0,1.0,45.0,118.0,366.0,1880.0,304.0,1218.0,358.0,6.0
295,187,Inglewood,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0,1880,90301,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,481632.0,480843.0,480481.0,480559.0,482791.0,486849.0,487289.0,488183.0,490397.0,498989.0,508085.0,515775.0,187,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0
296,187,Inglewood,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0,3680,90302,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,548222.0,547826.0,548103.0,546190.0,545548.0,546363.0,547622.0,548719.0,551219.0,555266.0,560153.0,565045.0,187,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0
297,187,Inglewood,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0,4261,90304,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,523937.0,521539.0,518196.0,516872.0,517964.0,522148.0,522708.0,523005.0,525391.0,533230.0,540597.0,546323.0,187,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0
298,187,Inglewood,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0,4725,90303,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,568303.0,566668.0,565727.0,566415.0,568997.0,573414.0,573955.0,574454.0,576313.0,579549.0,581732.0,584923.0,187,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0
299,187,Inglewood,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0,8132,90305,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602450.0,600478.0,599424.0,599337.0,602480.0,606420.0,605165.0,604432.0,605149.0,608775.0,610139.0,612539.0,187,109386.0,671.0,2.0,51.0,358.0,260.0,2321.0,308.0,1356.0,657.0,8.0
300,188,Ione,8454.0,11.0,0.0,1.0,1.0,9.0,46.0,9.0,35.0,2.0,0.0,8872,95640,CA,,Amador County,336011.0,336749.0,337352.0,338210.0,339167.0,340118.0,340512.0,340297.0,340272.0,341047.0,341877.0,342470.0,188,8454.0,11.0,0.0,1.0,1.0,9.0,46.0,9.0,35.0,2.0,0.0
301,188,Ione,8454.0,11.0,0.0,1.0,1.0,9.0,46.0,9.0,35.0,2.0,0.0,26140,95601,CA,,Amador County,362533.0,362999.0,363615.0,364546.0,366525.0,367902.0,368790.0,367765.0,367517.0,368083.0,369076.0,369494.0,188,8454.0,11.0,0.0,1.0,1.0,9.0,46.0,9.0,35.0,2.0,0.0
302,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,1150,92620,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,981654.0,978099.0,976483.0,976053.0,976715.0,975432.0,976534.0,979572.0,985227.0,986935.0,983483.0,978610.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
303,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,2000,92618,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,952695.0,948719.0,945878.0,944841.0,944256.0,940537.0,939134.0,941629.0,947888.0,949912.0,944765.0,939331.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
304,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,2617,92602,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1084175.0,1078519.0,1074821.0,1072972.0,1073487.0,1072132.0,1074205.0,1078274.0,1085932.0,1089420.0,1086525.0,1081562.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
305,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,3263,92604,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,813028.0,809661.0,807424.0,805864.0,806438.0,804732.0,805379.0,807146.0,812232.0,815028.0,813967.0,811911.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
306,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,3674,92612,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,748756.0,745500.0,743725.0,742619.0,742272.0,739415.0,738126.0,739037.0,742977.0,744169.0,739964.0,735393.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
307,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,4720,92614,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,752405.0,748557.0,746392.0,744885.0,744103.0,741120.0,740655.0,743155.0,748553.0,750821.0,747878.0,744833.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
308,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,5264,92606,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,858398.0,855039.0,854162.0,853853.0,854254.0,851487.0,849305.0,849584.0,853920.0,856533.0,855738.0,853420.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
309,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,7481,92617,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,624900.0,617306.0,613687.0,614454.0,618469.0,624684.0,638500.0,655127.0,671216.0,679047.0,678711.0,675300.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
310,189,Irvine,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0,7910,92603,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1316831.0,1308952.0,1305596.0,1300948.0,1298422.0,1290612.0,1290049.0,1298452.0,1312997.0,1318787.0,1304446.0,1288454.0,189,292673.0,188.0,1.0,52.0,66.0,69.0,3823.0,574.0,3086.0,163.0,9.0
311,191,Isleton,849.0,7.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,1.0,0.0,22990,95641,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County,295750.0,295647.0,295765.0,299368.0,302845.0,305697.0,307431.0,309156.0,311064.0,312011.0,314593.0,318339.0,191,849.0,7.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,1.0,0.0
312,192,Jackson,4797.0,30.0,0.0,3.0,0.0,27.0,133.0,15.0,107.0,11.0,9.0,11353,95642,CA,,Amador County,336404.0,337170.0,337810.0,338558.0,339122.0,339859.0,340032.0,339647.0,339172.0,339345.0,339729.0,340084.0,192,4797.0,30.0,0.0,3.0,0.0,27.0,133.0,15.0,107.0,11.0,9.0
313,193,Jurupa Valley,110111.0,317.0,6.0,7.0,86.0,218.0,2494.0,406.0,1346.0,742.0,8.0,81,92509,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,389693.0,391363.0,393744.0,394750.0,394834.0,395150.0,396631.0,398144.0,398706.0,400716.0,401775.0,405267.0,193,110111.0,317.0,6.0,7.0,86.0,218.0,2494.0,406.0,1346.0,742.0,8.0
314,193,Jurupa Valley,110111.0,317.0,6.0,7.0,86.0,218.0,2494.0,406.0,1346.0,742.0,8.0,2323,91752,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,523312.0,524770.0,526243.0,526004.0,524681.0,523345.0,523710.0,523631.0,523513.0,525569.0,526749.0,531087.0,193,110111.0,317.0,6.0,7.0,86.0,218.0,2494.0,406.0,1346.0,742.0,8.0
315,195,Kerman,15223.0,23.0,0.0,3.0,4.0,16.0,308.0,58.0,214.0,36.0,0.0,5451,93630,CA,"Fresno, CA",Fresno County,250551.0,252426.0,255033.0,256195.0,256021.0,256129.0,257757.0,260347.0,261390.0,262401.0,262592.0,263218.0,195,15223.0,23.0,0.0,3.0,4.0,16.0,308.0,58.0,214.0,36.0,0.0
316,196,King City,14170.0,19.0,0.0,3.0,9.0,7.0,148.0,43.0,80.0,25.0,10.0,7132,93930,CA,"Salinas, CA",Monterey County,330086.0,333361.0,335138.0,334658.0,333417.0,333128.0,333629.0,334362.0,334471.0,335042.0,336066.0,336988.0,196,14170.0,19.0,0.0,3.0,9.0,7.0,148.0,43.0,80.0,25.0,10.0
317,196,King City,14170.0,19.0,0.0,3.0,9.0,7.0,148.0,43.0,80.0,25.0,10.0,26227,93954,CA,"Salinas, CA",Monterey County,,,,,,,,,,,,,196,14170.0,19.0,0.0,3.0,9.0,7.0,148.0,43.0,80.0,25.0,10.0
318,197,Kingsburg,12123.0,18.0,0.0,2.0,3.0,13.0,219.0,76.0,107.0,36.0,1.0,7027,93631,CA,"Fresno, CA",Fresno County,284293.0,285207.0,287001.0,287781.0,287843.0,288512.0,291435.0,294875.0,296707.0,297387.0,296285.0,295533.0,197,12123.0,18.0,0.0,2.0,3.0,13.0,219.0,76.0,107.0,36.0,1.0
319,198,La Canada Flintridge,20223.0,15.0,0.0,2.0,6.0,7.0,323.0,114.0,198.0,11.0,0.0,5487,91011,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1737718.0,1731616.0,1727696.0,1727142.0,1726804.0,1729452.0,1695313.0,1674717.0,1657496.0,1680375.0,1691082.0,1703243.0,198,20223.0,15.0,0.0,2.0,6.0,7.0,323.0,114.0,198.0,11.0,0.0
320,199,Lafayette,26872.0,4.0,0.0,1.0,3.0,0.0,358.0,42.0,286.0,30.0,0.0,3350,94549,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1299510.0,1292285.0,1284296.0,1282915.0,1283004.0,1286567.0,1286138.0,1287472.0,1284871.0,1288943.0,1298875.0,1309479.0,199,26872.0,4.0,0.0,1.0,3.0,0.0,358.0,42.0,286.0,30.0,0.0
321,200,Laguna Beach,23020.0,38.0,1.0,17.0,5.0,15.0,326.0,43.0,261.0,22.0,3.0,3927,92651,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2285963.0,2283916.0,2285764.0,2290277.0,2295587.0,2292539.0,2301626.0,2329376.0,2359661.0,2368784.0,2331775.0,2295211.0,200,23020.0,38.0,1.0,17.0,5.0,15.0,326.0,43.0,261.0,22.0,3.0
322,201,Laguna Hills,31123.0,32.0,0.0,3.0,15.0,14.0,405.0,82.0,288.0,35.0,2.0,3657,92653,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,769760.0,767171.0,767526.0,768193.0,769222.0,766995.0,766237.0,766547.0,770891.0,772865.0,771750.0,769209.0,201,31123.0,32.0,0.0,3.0,15.0,14.0,405.0,82.0,288.0,35.0,2.0
323,202,Laguna Niguel,66671.0,43.0,1.0,9.0,12.0,21.0,607.0,105.0,463.0,39.0,2.0,269,92677,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,861034.0,858077.0,856630.0,855778.0,856801.0,855590.0,856250.0,858070.0,863822.0,866807.0,864882.0,861666.0,202,66671.0,43.0,1.0,9.0,12.0,21.0,607.0,105.0,463.0,39.0,2.0
