city,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
El Dorado Hills,640031.0,645183.0,648415.0,644940.0,643303.0,642027.0,644088.0,645664.0,645501.0,646342.0,644944.0,643897.0
El Monte,517990.0,513142.0,509281.5,507957.5,507729.5,507134.5,502182.5,499777.0,499069.5,502067.0,503519.5,505980.5
El Segundo,1367695.0,1361569.0,1356282.0,1354580.0,1352244.0,1351841.0,1332465.0,1322334.0,1318916.0,1330598.0,1337783.0,1346766.0
Elk Grove,433670.0,434033.0,434004.0,435874.0,438087.0,440219.0,440086.0,439209.0,439661.0,440931.0,444453.0,447776.0
Elverta,339898.0,339501.0,338980.0,341063.0,343526.0,346278.0,347934.0,348793.0,350368.0,351143.0,353403.0,355623.0
Emerald Lake Hills,2270392.0,2249849.0,2236355.0,2223896.0,2215835.0,2208425.0,2214480.0,2215426.0,2221719.0,2211538.0,2207921.0,2205197.0
Emeryville,706233.0,702329.0,701147.0,700204.0,701485.0,703276.0,708902.0,710618.0,715104.0,714935.0,716515.0,720781.0
Encinitas,1204320.0,1200595.0,1202694.5,1212396.5,1220760.5,1227561.5,1236841.0,1248602.5,1257212.0,1263303.0,1267252.0,1271424.5
Escalon,406914.0,405953.0,408504.0,409385.0,411122.0,412335.0,412926.0,413742.0,413817.0,414223.0,415248.0,417938.0
Escondido,519417.5,517593.5,517301.0,519712.0,520668.0,522099.0,523814.5,525635.5,525684.5,526395.5,528153.0,530832.0
Esparto,345976.0,345116.0,349757.0,356435.0,359407.0,358721.0,356839.0,359369.0,360570.0,358045.0,354493.0,355148.0
Eureka,312977.0,313485.0,313459.0,314137.0,314942.0,316131.0,314860.0,315011.0,314801.0,316692.0,317466.0,318099.0
Exeter,234854.0,234748.0,234556.0,235428.0,236501.0,237231.0,235817.0,235168.0,235285.0,237518.0,237365.0,237531.0
Fair Oaks,435192.0,434909.0,434311.0,436038.0,438369.0,440177.0,440075.0,439609.0,441015.0,443000.0,446962.0,450110.0
Fairfax,931176.0,937200.0,943288.0,946409.0,945846.0,946234.0,940848.0,931628.0,927894.0,926535.0,933766.0,935359.0
Fairfield,470099.0,468076.0,467930.5,470252.5,471751.5,472001.0,473350.0,474746.5,476359.0,477669.0,476721.0,474423.5
Fall River Mills,208741.0,208576.0,208914.0,209380.0,210572.0,213551.0,214215.0,212464.0,209550.0,206512.0,205813.0,206204.0
Fallbrook,576370.0,574813.0,575216.0,578971.0,580699.0,582153.0,583027.0,583420.0,582747.0,582108.0,583161.0,584113.0
Farmersville,176981.0,177252.0,177300.0,177753.0,178522.0,179086.0,178394.0,178496.0,179173.0,180733.0,180278.0,180269.0
Fellows,119852.0,122828.0,127427.0,132545.0,133948.0,133591.0,132283.0,130549.0,130487.0,130326.0,133525.0,137234.0
Felton,658563.0,666762.0,671797.0,678410.0,678206.0,680597.0,680087.0,681813.0,684786.0,685733.0,684690.0,683996.0
Ferndale,370855.0,370643.0,367569.0,369460.0,370342.0,371974.0,367854.0,365353.0,362871.0,366169.0,368950.0,371046.0
Fillmore,428539.0,430358.5,430365.0,430990.0,432102.0,434712.5,437604.5,440535.0,442530.5,445517.5,449960.5,453337.0
Firebaugh,192544.0,192874.5,194606.0,196615.0,197625.5,197300.0,197522.0,196726.5,195340.5,196183.0,198241.0,201752.5
Florence-Graham,394902.0,396137.0,397565.0,399520.0,402381.0,405392.0,406983.0,409779.0,411153.0,413845.0,415333.0,418560.0
Folsom,550812.0,551280.0,551736.0,554411.0,557943.0,560491.0,560091.0,558188.0,558180.0,558981.0,563315.0,566811.0
Fontana,382633.0,383293.0,384887.0,386221.0,388295.0,389152.0,388301.0,388211.0,388500.0,390786.0,392878.0,395194.0
Forbestown,200524.0,204418.0,206579.0,207177.0,207956.0,211238.0,215003.0,218401.0,221446.0,223348.0,224908.0,225120.0
Forest Falls,237927.0,237935.0,237377.0,236739.0,236357.0,237454.0,237869.0,238892.0,239963.0,242157.0,244485.0,245999.0
Forest Ranch,300532.0,311268.0,317898.0,320625.0,319910.0,319488.0,320257.0,322109.0,323438.0,325924.0,327438.0,326684.0
Foresthill,388907.0,389430.0,389005.0,389927.0,391203.0,390520.0,388300.0,388263.0,389983.0,391780.0,392353.0,393491.0
Forestville,561536.0,554869.0,550499.0,547837.0,549280.0,553718.0,554916.0,555545.0,553867.0,555496.0,552575.0,552211.0
Fort Bragg,447381.0,448848.0,445620.0,441328.0,436816.0,435663.0,433382.0,430176.0,427404.0,426014.0,422227.0,419302.0
Fortuna,316632.0,317128.0,316569.0,316983.0,316625.0,317080.0,315308.0,314556.0,313904.0,314609.0,315776.0,316870.0
Foster City,1515524.0,1505625.0,1498359.0,1493325.0,1487497.0,1479195.0,1475237.0,1468799.0,1470401.0,1462590.0,1462101.0,1461289.0
Fountain Valley,821355.0,818799.0,817760.0,816817.0,818366.0,818740.0,820689.0,823389.0,830152.0,834932.0,836774.0,835707.0
Fowler,278495.0,279654.0,281230.0,281917.0,281521.0,281599.0,282672.0,284283.0,284561.0,285114.0,285887.0,286979.0
Frazier Park,209399.0,211993.0,213311.0,212835.0,213149.0,213886.0,214396.0,214635.0,214913.0,215712.0,216593.0,217103.0
Freedom,522130.0,526355.0,526797.0,531411.0,531885.0,534674.0,534743.0,531607.0,531298.0,533298.0,535408.0,536145.0
Fremont,1107787.5,1103822.5,1103707.5,1098956.5,1090527.0,1080254.0,1073585.5,1065582.5,1060474.0,1054337.0,1049268.0,1049423.0
French Camp,363669.0,363719.0,366501.0,366070.0,366178.0,366726.0,369320.0,371548.0,372844.0,370007.0,365284.0,365262.0
French Gulch,217745.0,217992.0,222759.0,225524.0,227046.0,228459.0,226609.0,229349.0,229746.0,232041.0,231908.0,234193.0
Fresno,207970.0,208529.0,210149.0,211471.0,212029.0,212288.0,212888.0,215328.0,216650.0,216871.0,216524.0,217033.0
Fullerton,633759.0,632102.0,631851.0,631761.0,632656.0,632017.0,632863.5,634712.0,639672.5,642219.5,641832.0,640517.5
Fulton,734363.0,730682.0,728498.0,723056.0,726068.0,729308.0,729453.0,726527.0,726044.0,730227.0,729296.0,730755.0
Galt,372986.0,373370.0,373455.0,375366.0,377338.0,379123.0,378920.0,377919.0,378277.0,379586.0,382981.0,385773.0
Garden Grove,601817.0,600840.0,602042.0,602565.0,604696.0,604928.0,606847.0,609397.0,615340.0,619414.0,621186.0,620928.0
Garden Valley,368030.0,370557.5,370899.0,368905.5,367717.5,366540.0,367101.5,367794.5,367121.5,366619.5,366098.5,366663.5
Gardena,571716.0,571023.0,570044.0,571398.0,573882.0,576025.0,575804.0,576396.0,579514.0,584274.0,587318.0,590142.0
Georgetown,333110.0,335122.0,334919.0,334325.0,335117.0,334797.0,335299.0,334465.0,332090.0,329726.0,328744.0,328858.0
Gerber,176928.0,177467.0,179037.0,182201.0,185385.0,187511.0,187171.0,186267.0,186627.0,188340.0,190606.0,192430.0
Geyserville,1206080.0,1198397.0,1185831.0,1179057.0,1179512.0,1179732.0,1158860.0,1145126.0,1128009.0,1135456.0,1130226.0,1132869.0
Gilroy,775848.0,765173.0,758808.0,759206.0,760226.0,757988.0,755901.0,754348.0,759909.0,760842.0,764529.0,767501.0
Glen Ellen,1037555.0,1033729.0,1034433.0,1035177.0,1043644.0,1050617.0,1048907.0,1050537.0,1052264.0,1061668.0,1053151.0,1043325.0
Glendale,854487.0,852139.0,849620.5,848568.5,849746.0,852006.0,848913.0,848468.0,850573.0,857070.0,860846.0,865203.0
Glendora,633373.5,629287.0,625615.5,623667.0,623707.0,625297.5,623233.5,622442.0,621948.5,624414.5,626164.0,629363.0
Goleta,858836.0,859529.0,853440.0,851142.0,849092.0,851840.0,850624.0,851025.0,850048.0,854473.0,858036.0,864092.0
Gonzales,415828.0,419538.0,420907.0,420943.0,419121.0,420115.0,420478.0,421190.0,420647.0,421558.0,422472.0,424333.0
Grand Terrace,370311.0,370710.0,371021.0,371535.0,372624.0,372540.0,370756.0,370392.0,371081.0,373372.0,374899.0,376679.0
Granite Bay,800678.0,802331.0,801133.0,802635.0,807146.0,810122.0,808176.0,807776.0,811311.0,815359.0,818977.0,823328.0
Grass Valley,400377.0,399443.5,400544.5,405139.0,406816.5,405919.0,402539.5,400859.5,399217.0,398306.5,398893.5,401141.5
Graton,646124.0,639401.0,636665.0,634918.0,636756.0,641031.0,640031.0,636863.0,630870.0,629568.0,623264.0,621657.0
Green Valley Lake,207316.0,207697.0,208107.0,208405.0,208873.0,209453.0,209744.0,210323.0,211343.0,212294.0,211990.0,211241.0
Greenfield,347929.0,350563.0,353298.0,354961.0,355843.0,356514.0,357860.0,358508.0,359482.0,360230.0,360757.0,360802.0
Gridley,233511.0,241051.0,247051.0,250855.0,253701.0,256008.0,259020.0,261009.0,263369.0,264579.0,266924.0,267213.0
Groveland,314518.0,316716.0,319346.0,318739.0,309481.0,299816.0,290287.0,288188.0,285145.0,285196.0,285686.0,287694.0
Grover Beach,535309.0,535041.0,535442.0,534499.0,535701.0,532482.0,526922.0,524929.0,525675.0,528302.0,527493.0,526971.0
Guadalupe,356136.0,357577.0,358055.0,359620.0,358882.0,359804.0,357076.0,356251.0,354645.0,357097.0,358642.0,361900.0
Gualala,526195.0,528062.0,523231.0,515398.0,508997.0,508098.0,505755.0,501496.0,496845.0,494609.0,489824.0,485441.0
Guerneville,488465.0,481427.0,476547.0,471923.0,471291.0,471789.0,472563.0,474283.0,472872.0,472330.0,467118.0,464050.0
Gustine,288534.0,287742.0,287789.0,289921.0,292711.0,294207.0,294161.0,294348.0,294295.0,294387.0,294332.0,294708.0
Hacienda Heights,646292.0,644387.0,642374.0,641266.0,641283.0,642554.0,639979.0,640114.0,641102.0,645517.0,647435.0,650008.0
Half Moon Bay,1250639.5,1243445.0,1240831.5,1243650.5,1248391.5,1249853.5,1250731.0,1244505.0,1244457.5,1238109.0,1240101.0,1240752.5
Hanford,208144.0,208886.5,208928.5,208596.0,209062.5,209226.0,209146.0,208906.5,209243.5,209646.0,210756.5,213125.5
Hat Creek,217253.0,217249.0,217059.0,217428.0,218746.0,220981.0,220103.0,217091.0,213352.0,210373.0,209391.0,209944.0
Hawaiian Gardens,422337.0,421965.0,420517.0,420029.0,421255.0,424469.0,428377.0,431789.0,434595.0,435071.0,436542.0,440466.0
Hawthorne,650249.0,648370.0,646941.0,647407.0,649651.0,652634.0,651494.0,651293.0,652891.0,657163.0,659984.0,663951.0
Hayward,676514.5,673934.0,674854.0,675909.5,674967.0,673600.5,671161.5,668800.5,666124.0,665054.0,663903.5,667012.5
Healdsburg,865916.0,856620.0,851854.0,852628.0,860060.0,865862.0,863916.0,862707.0,857095.0,855885.0,847401.0,840780.0
Heber,241604.0,241648.0,242563.0,244606.0,245510.0,247448.0,248717.0,249014.0,246151.0,244057.0,243430.0,245684.0
Helendale,241195.0,241713.0,242535.0,242636.0,243526.0,243936.0,244453.0,244262.0,244188.0,244695.0,245824.0,246695.0
Hemet,278150.0,279437.0,281209.0,281981.0,282106.0,282122.0,282750.0,283648.0,283924.0,285075.0,285651.0,287908.0
Herald,564206.0,564294.0,564102.0,565813.0,568160.0,571126.0,573631.0,572597.0,571123.0,570072.0,573019.0,575697.0
Hercules,731229.0,727262.0,726088.0,724374.0,725399.0,725386.0,724888.0,721163.0,721321.0,727226.0,739442.0,747798.0
Herlong,86358.0,86309.0,86143.0,86079.0,85810.0,85834.0,85176.0,84766.0,84198.0,84516.0,84649.0,85005.0
Hermosa Beach,1791447.0,1786841.0,1782263.0,1782939.0,1790898.0,1802278.0,1784134.0,1773811.0,1763538.0,1774250.0,1769357.0,1767732.0
Hesperia,291725.0,292471.5,293619.0,294517.5,295825.0,296484.5,296699.0,296824.0,297007.0,297957.0,299078.0,300250.5
Hickman,432559.0,432919.0,432392.0,435333.0,435863.0,436758.0,436614.0,442669.0,447488.0,453045.0,453583.0,454433.0
Hidden Valley Lake,342704.0,343349.0,342266.0,341155.0,339688.0,330627.0,328621.0,326711.0,333351.0,331382.0,329190.0,325951.0
Highland,344322.0,344873.0,345990.0,346917.0,348876.0,350111.0,350368.0,351207.0,351901.0,353514.0,354659.0,355966.0
Hillsborough,2859906.0,2840486.0,2835901.0,2832691.0,2834881.0,2831402.0,2845254.0,2849957.0,2872056.0,2865260.0,2866253.0,2858427.0
Hilmar,311191.0,310306.0,309776.0,310611.0,311602.0,312633.0,312369.0,312499.0,311773.0,311388.0,310709.0,310083.0
Hinkley,134163.0,134324.0,138024.0,140561.0,145079.0,143918.0,139611.0,136329.0,135701.0,134468.0,132798.0,130802.0
Hollister,610829.0,602219.0,597207.0,599424.0,602868.0,604772.0,605774.0,606791.0,607743.0,604383.0,602856.0,605103.0
Holtville,177085.0,176654.0,176430.0,176183.0,175825.0,175993.0,176492.0,176293.0,175324.0,175279.0,176319.0,178684.0
Homeland,284442.0,286615.0,289177.0,291116.0,291598.0,291412.0,293283.0,296028.0,298042.0,297057.0,295386.0,295736.0
Homewood,886343.0,892055.0,893555.0,894340.0,895746.0,896320.0,890882.0,888021.0,887200.0,888515.0,892703.0,899140.0
Hughson,374892.0,374862.0,373755.0,376788.0,378172.0,379570.0,377743.0,378314.0,378502.0,381902.0,383205.0,385511.0
Hume,202872.0,204913.0,206935.0,208608.0,208922.0,208833.0,212246.0,214080.0,215965.0,213289.0,212023.0,210221.0
Huntington Beach,873847.0,871495.0,871328.0,870908.0,872796.5,871835.0,873985.5,877312.5,885232.5,890374.5,890098.0,887990.0
Huntington Park,440716.0,439900.0,438788.0,439524.0,439557.0,441010.0,440364.0,443202.0,446818.0,452187.0,455558.0,458684.0
Huron,146694.0,148802.0,150155.0,151533.0,151133.0,151378.0,152005.0,152277.0,152927.0,153521.0,154999.0,154447.0
Hydesville,446624.0,445121.0,442847.0,442575.0,442667.0,441604.0,434888.0,430554.0,426924.0,429157.0,428915.0,430632.0
Idyllwild,335158.0,335342.0,335921.0,335823.0,335475.0,336010.0,340060.0,344407.0,347357.0,345134.0,341471.0,338849.0
Igo,264644.0,263563.0,266808.0,268892.0,272519.0,274301.0,274223.0,275517.0,277945.0,278707.0,278459.0,278429.0
Imperial,259407.0,258581.0,258497.0,260085.0,261607.0,262963.0,263164.0,262698.0,261342.0,261213.0,262299.0,264708.0
Imperial Beach,590580.0,590533.0,591678.0,595428.0,595624.0,597167.0,600000.0,604139.0,603493.0,600005.0,599074.0,598583.0
Indian Wells,801305.0,803023.0,806534.0,807841.0,807737.0,808053.0,811424.0,814567.0,815803.0,816143.0,813571.0,814947.0
Indio,323653.5,325214.0,327266.5,328493.5,329100.5,329967.0,331857.0,333356.0,333777.0,334666.5,334718.0,336697.5
Inglewood,548222.0,547826.0,548103.0,546190.0,545548.0,546363.0,547622.0,548719.0,551219.0,555266.0,560153.0,565045.0
Irvine,858398.0,855039.0,854162.0,853853.0,854254.0,851487.0,849305.0,849584.0,853920.0,856533.0,855738.0,853420.0
Isleton,295750.0,295647.0,295765.0,299368.0,302845.0,305697.0,307431.0,309156.0,311064.0,312011.0,314593.0,318339.0
Jacumba,190927.0,183433.0,177413.0,177085.0,177443.0,177487.0,179133.0,182456.0,188725.0,188420.0,187134.0,182438.0
Jamul,670847.0,667919.0,667632.0,668166.0,666066.0,664378.0,667206.0,669470.0,669356.0,667956.0,668960.0,671643.0
Janesville,258881.0,259593.0,259997.0,260758.0,261707.0,262562.0,262158.0,261352.0,260693.0,260933.0,261078.0,261292.0
Jenner,672086.0,665155.0,662179.0,656882.0,655436.0,652096.0,645001.0,643293.0,644503.0,652144.0,648194.0,642149.0
Joshua Tree,224916.0,227565.0,229707.0,231264.0,233998.0,236611.0,238573.0,239557.0,241341.0,243570.0,245170.0,245492.0
Julian,374089.0,370736.0,367713.0,368097.0,369119.0,371425.0,373643.0,373880.0,372902.0,371714.0,372767.0,374802.0
Jurupa Valley,456502.5,458066.5,459993.5,460377.0,459757.5,459247.5,460170.5,460887.5,461109.5,463142.5,464262.0,468177.0
Keene,378804.0,381713.0,382860.0,383739.0,385576.0,388647.0,388273.0,387682.0,386181.0,386352.0,386323.0,386175.0
Kelseyville,300762.0,300947.0,300065.0,298828.0,297815.0,291746.0,287920.0,285109.0,288562.0,288830.0,288914.0,287754.0
Kentfield,1876258.0,1866064.0,1860388.0,1849437.0,1846918.0,1844835.0,1841767.0,1833984.0,1833724.0,1845874.0,1860429.0,1865078.0
Kerman,250551.0,252426.0,255033.0,256195.0,256021.0,256129.0,257757.0,260347.0,261390.0,262401.0,262592.0,263218.0
Kernville,218261.0,218924.0,217769.0,217230.0,217403.0,217869.0,215890.0,213952.0,213771.0,215328.0,217228.0,218315.0
Kettleman City,131241.0,133663.0,134154.0,135972.0,136725.0,137732.0,137802.0,135651.0,134222.0,134814.0,135725.0,137652.0
Keyes,277900.0,279815.0,280071.0,282591.0,283473.0,285163.0,285469.0,286706.0,286572.0,288070.0,289207.0,291057.0
King City,330086.0,333361.0,335138.0,334658.0,333417.0,333128.0,333629.0,334362.0,334471.0,335042.0,336066.0,336988.0
Kings Beach,555039.0,559454.0,561643.0,570655.0,577997.0,580105.0,571182.0,565008.0,564009.0,564118.0,565682.0,567286.0
Kingsburg,284293.0,285207.0,287001.0,287781.0,287843.0,288512.0,291435.0,294875.0,296707.0,297387.0,296285.0,295533.0
Knights Landing,285843.0,283817.0,281244.0,281959.0,280095.0,276741.0,279025.0,283634.0,289033.0,288159.0,285894.0,283270.0
La Canada Flintridge,1737718.0,1731616.0,1727696.0,1727142.0,1726804.0,1729452.0,1695313.0,1674717.0,1657496.0,1680375.0,1691082.0,1703243.0
La Crescenta-Montrose,812098.5,809402.0,805807.0,804335.0,805978.0,809397.5,806597.0,804350.5,805145.0,811487.0,815644.5,819785.5
La Cresta - Altavista,158500.0,159670.0,160493.0,161084.0,162363.0,163775.0,164275.0,164567.0,164306.0,164768.0,165133.0,165593.0
La Grange,292382.0,292605.0,292739.0,293383.0,290171.0,287454.0,283869.0,287974.0,292007.0,297156.0,297984.0,298743.0
La Habra,606219.0,604601.0,604833.0,605146.0,606527.0,606373.0,606524.0,607565.0,611403.0,614587.0,615392.0,614232.0
La Honda,1136398.0,1135482.0,1120776.0,1110935.0,1094059.0,1091268.0,1073370.0,1029606.0,989746.0,950561.0,921724.0,905331.0
La Mesa,554662.5,552137.0,551958.0,554214.0,555392.5,557218.5,560180.0,563493.0,565111.5,566093.0,567538.0,569301.5
La Mirada,605004.0,602379.0,600089.0,599273.0,599041.0,599666.0,596336.0,594863.0,594917.0,598606.0,601264.0,604185.0
La Palma,743622.0,741966.0,743192.0,743791.0,745470.0,744947.0,744756.0,747251.0,752790.0,757865.0,759562.0,759896.0
La Puente,492171.0,490204.0,488372.0,488760.0,489018.0,489244.0,486466.0,484643.0,484815.0,488050.0,491242.0,494652.0
La Quinta,460060.0,461338.0,463229.0,463767.0,463738.0,463956.0,466191.0,468287.0,469406.0,470749.0,470457.0,472527.0
La Verne,654285.0,652197.0,650991.0,649840.0,650330.0,652058.0,651311.0,651244.0,650922.0,653024.0,654602.0,657690.0
Ladera Heights,1270008.0,1269847.0,1274212.0,1278528.0,1281935.0,1281778.0,1279995.0,1280593.0,1288373.0,1296798.0,1305297.0,1313791.0
Lafayette,1299510.0,1292285.0,1284296.0,1282915.0,1283004.0,1286567.0,1286138.0,1287472.0,1284871.0,1288943.0,1298875.0,1309479.0
Laguna Beach,2285963.0,2283916.0,2285764.0,2290277.0,2295587.0,2292539.0,2301626.0,2329376.0,2359661.0,2368784.0,2331775.0,2295211.0
Laguna Hills,769760.0,767171.0,767526.0,768193.0,769222.0,766995.0,766237.0,766547.0,770891.0,772865.0,771750.0,769209.0
Laguna Niguel,861034.0,858077.0,856630.0,855778.0,856801.0,855590.0,856250.0,858070.0,863822.0,866807.0,864882.0,861666.0
Laguna Woods,437128.0,433150.0,427185.0,422585.0,418610.0,415087.0,413363.0,411242.0,408904.0,402069.0,399515.0,399591.0
Lagunitas,850743.0,847013.0,851237.5,856571.5,866810.0,876373.5,879427.5,877323.5,869879.0,857718.5,852423.5,848934.5
Lake Arrowhead,253852.0,254303.0,255444.0,256116.0,258694.0,259910.0,261136.0,263084.0,265003.0,266354.0,265754.0,265609.0
Lake Elsinore,353968.0,355225.0,356922.0,357836.0,358322.0,358365.0,358419.0,358344.0,357769.0,358870.0,359525.0,362372.0
Lake Forest,742219.5,739932.0,738941.0,737654.0,737866.0,736240.5,736311.0,736887.5,741262.0,743543.0,743261.5,740951.5
Lake Hughes,285011.0,284109.0,283642.0,284588.0,286899.0,288462.0,288107.0,286562.0,287849.0,289900.0,293264.0,294646.0
Lake Isabella,140752.0,141210.0,140997.0,140602.0,140832.0,141835.0,141749.0,142095.0,142633.0,144449.0,146292.0,147404.0
Lakehead,248537.0,249826.0,253179.0,254194.0,255602.0,257227.0,258874.0,260756.0,261634.0,262279.0,261766.0,261131.0
Lakeport,292164.0,290885.0,289092.0,286681.0,285624.0,281201.0,277617.0,273979.0,274875.0,275421.0,276460.0,276377.0
Lakeshore,245677.0,245027.0,242758.0,241345.0,240131.0,241069.0,247367.0,253632.0,260487.0,265924.0,276807.0,284199.0
Lakeside,492764.0,491020.0,491903.0,495110.0,497321.0,499134.0,501431.0,503345.0,503785.0,503510.0,504681.0,506388.0
Lakewood,584103.0,581284.0,578308.0,577347.0,577503.0,578877.0,577589.0,577872.0,579554.0,583656.0,586990.0,590569.0
Lamont,138127.0,138905.0,139436.0,140116.0,141215.0,143220.0,144350.0,145541.0,145853.0,146450.0,147504.0,148249.0
Lancaster,267894.0,267727.0,268008.0,268709.0,269938.0,270998.0,270826.0,271170.0,271981.0,273824.0,274924.0,276477.0
Landers,233526.0,235952.0,238514.0,239630.5,240539.5,240749.0,241816.0,242845.5,244456.5,245131.5,245479.0,244287.0
Larkspur,1719360.0,1709869.0,1699190.0,1684616.0,1677553.0,1672960.0,1662941.0,1647408.0,1640548.0,1650247.0,1665042.0,1672004.0
Lathrop,430921.0,430330.0,433879.0,435250.0,437460.0,438258.0,437987.0,437329.0,435487.0,435444.0,436556.0,439201.0
Laton,209429.0,211574.0,214828.0,215940.0,216285.0,216331.0,218574.0,221470.0,223871.0,225127.0,225918.0,225219.0
Lawndale,583045.0,584587.0,586063.0,589687.0,593192.0,597497.0,597601.0,599151.0,602383.0,607992.0,612231.0,616052.0
Laytonville,339362.0,341283.0,341317.0,338925.0,336209.0,335266.0,333656.0,335245.0,335225.0,335384.0,328904.0,322422.0
Le Grand,203590.0,206775.0,208097.0,209476.0,210101.0,212553.0,213428.0,216685.0,220115.0,223949.0,224183.0,223147.0
Lebec,245332.0,247398.0,247935.0,247476.0,247437.0,248719.0,248994.0,249434.0,249865.0,251436.0,253162.0,253927.0
Lemon Cove,239881.0,240293.0,240782.0,243286.0,245913.0,248316.0,248115.0,249339.0,250906.0,256652.0,258434.0,260671.0
Lemon Grove,455013.0,453139.0,453020.0,456042.0,458696.0,461736.0,464629.0,466399.0,466568.0,466901.0,468808.0,471666.0
Lemoore,254086.0,254617.0,254684.0,254696.0,255381.0,255801.0,255066.0,254081.0,253395.0,253599.0,254671.0,257188.0
Lexington Hills,1215948.0,1214691.0,1208184.0,1212524.0,1209677.0,1207231.0,1198682.0,1190673.0,1192289.0,1197085.0,1200312.0,1200973.0
Lincoln,479242.0,481222.0,481808.0,483293.0,485652.0,487175.0,487531.0,488748.0,491232.0,492771.0,494560.0,496890.0
Linden,478196.0,478377.0,479599.0,479751.0,481673.0,484959.0,487394.0,489966.0,489997.0,489054.0,487628.0,488409.0
Lindsay,190205.0,189749.0,189402.0,190482.0,192185.0,193059.0,192067.0,191646.0,192404.0,195067.0,195860.0,196463.0
Litchfield,214363.0,215011.0,215458.0,216336.0,217176.0,218049.0,218301.0,218082.0,218063.0,218300.0,218925.0,218933.0
Little River,524596.0,526323.0,521240.0,515520.0,508908.0,505852.0,502713.0,499322.0,496710.0,495204.0,490472.0,487292.0
Littlerock,295131.0,294873.0,294804.0,295412.0,296118.0,297204.0,296054.0,295791.0,296167.0,298360.0,299400.0,300401.0
Live Oak,260570.0,262271.0,262312.0,263362.0,264857.0,264502.0,266353.0,265791.0,268900.0,268526.0,269109.0,267908.0
Livermore,804619.5,799473.0,798861.5,798845.5,797097.0,795885.0,794289.0,792643.5,791489.5,790810.0,790252.5,793491.5
Livingston,268017.0,267533.0,266893.0,268415.0,270196.0,272174.0,272704.0,273289.0,272933.0,272418.0,271733.0,271055.0
Llano,281879.0,285016.0,286684.0,287915.0,288392.0,289866.0,289601.0,289722.0,290446.0,291804.0,292040.0,291955.0
Lockeford,499437.5,499528.5,500507.5,499645.5,498745.5,499910.5,499585.0,499802.0,497314.5,496070.5,495397.0,495067.5
Lodi,398244.0,400368.0,401503.0,400953.0,398659.0,398386.0,397849.0,399772.0,398238.0,394134.0,388425.0,388174.0
Loma Linda,412648.0,413104.0,414024.0,414101.0,415281.0,415325.0,415316.0,416974.0,419179.0,422468.0,423654.0,424721.0
Lomita,659681.0,658689.0,657767.0,657092.0,657384.0,657564.0,655269.0,655878.0,659852.0,666891.0,671415.0,674602.0
Lompoc,360466.0,360790.0,359443.0,358374.0,357557.0,358409.0,358212.0,358845.0,358632.0,360521.0,361648.0,364112.0
Long Beach,539288.0,535704.0,533054.0,533860.0,536608.0,539786.0,537197.0,537188.0,539749.0,546833.0,552037.0,555986.0
Loomis,600649.0,604619.0,607835.0,612292.0,616877.0,619250.0,616856.0,616178.0,616492.0,618829.0,619894.0,622757.0
Los Alamitos,1009099.0,1006612.0,1005506.0,1002929.0,1003808.0,1003615.0,1006463.0,1014517.0,1021987.0,1024874.0,1017192.0,1011679.0
Los Altos,3276239.0,3215384.0,3178979.0,3168827.0,3158423.0,3127393.0,3102334.0,3084916.0,3113536.0,3123362.0,3136519.0,3135919.0
Los Altos Hills,3749169.0,3693975.0,3659760.0,3655683.0,3639332.0,3606392.0,3586163.0,3583184.0,3624775.0,3639205.0,3650964.0,3650275.0
Los Angeles,710274.0,706744.0,704765.0,705198.0,705503.0,709004.0,707174.0,707399.0,707896.0,713545.0,718027.0,721433.0
Los Banos,317428.0,317356.0,317451.0,319804.0,322610.0,324888.0,324662.0,324328.0,323486.0,323684.0,323222.0,323354.0
Los Gatos,2347606.5,2308586.5,2288553.0,2279382.5,2270254.5,2252206.5,2234648.0,2224565.5,2237454.0,2243682.0,2251549.5,2251598.0
Los Molinos,201500.0,202454.0,204234.0,208145.0,210577.0,212566.0,210220.0,208549.0,206770.0,208008.0,209620.0,211538.0
Los Olivos,961520.0,960477.0,955494.0,954988.0,957246.0,972013.0,980143.0,987019.0,985387.0,992621.0,1000698.0,1001628.0
Los Osos,581700.0,580809.0,584010.0,587142.0,594202.0,595059.0,595014.0,596787.0,600885.0,604139.0,603487.0,602856.0
Lost Hills,164731.0,167948.0,170706.0,169640.0,168888.0,167628.0,170377.0,172524.0,175136.0,173434.0,171755.0,169887.0
Lotus,464652.0,468671.0,469216.0,467181.0,467400.0,464761.0,465368.0,462763.0,463162.0,459432.0,455184.0,450533.0
Lower Lake,294815.0,294916.0,294329.0,293695.0,293380.0,290227.0,288856.0,287671.0,291473.0,292097.0,292887.0,290962.0
Lucerne,220005.5,220558.0,220239.5,219317.0,218505.5,215393.0,212888.0,211839.0,212826.5,213667.0,214276.0,216054.0
Lucerne Valley,172153.0,173007.0,173581.0,174232.0,175677.0,176638.0,176990.0,177077.0,177451.0,177680.0,177623.0,178235.0
Lynwood,436687.0,436029.0,435914.0,437377.0,438720.0,440974.0,441352.0,443877.0,447550.0,452323.0,455428.0,458137.0
Lytle Creek,356626.0,359551.5,361046.0,359059.5,358929.5,363173.0,364560.0,366531.0,365709.5,367675.0,369243.0,369858.0
