lat,lon,acq_date,month,cities
34.607605,-117.333893,1/9/2019,1,Victorville
34.60762,-117.336342,5/29/2019,5,Victorville
34.607632,-117.335983,1/1/2019,1,Victorville
34.607639,-117.337608,4/26/2019,4,Victorville
34.607658,-117.335205,10/24/2019,10,Victorville
34.607677,-117.336014,2/23/2019,2,Victorville
34.607677,-117.334656,1/19/2019,1,Victorville
34.607731,-117.336105,11/28/2019,11,Victorville
34.607738,-117.338867,6/19/2019,6,Victorville
34.607746,-117.335968,11/5/2019,11,Victorville
34.607746,-117.335686,7/21/2019,7,Victorville
34.60775,-117.337227,7/3/2019,7,Victorville
34.60775,-117.33432,9/4/2019,9,Victorville
34.60775,-117.333221,4/10/2019,4,Victorville
34.607754,-117.336212,6/3/2019,6,Victorville
34.607754,-117.335915,1/23/2019,1,Victorville
34.607761,-117.337502,6/19/2019,6,Victorville
34.607765,-117.338036,5/6/2019,5,Victorville
34.607769,-117.336121,9/10/2019,9,Victorville
34.607769,-117.334846,10/4/2019,10,Victorville
34.607777,-117.336067,2/28/2019,2,Victorville
34.607788,-117.335304,9/28/2019,9,Victorville
34.607803,-117.334915,7/1/2019,7,Victorville
34.607807,-117.335533,6/18/2019,6,Victorville
34.607834,-117.338783,4/17/2019,4,Victorville
34.607853,-117.339195,6/12/2019,6,Victorville
34.607887,-117.337692,6/5/2019,6,Victorville
34.607899,-117.337158,5/12/2019,5,Victorville
34.607903,-117.338562,5/28/2019,5,Victorville
34.60791,-117.336708,6/13/2019,6,Victorville
34.60791,-117.335739,3/8/2019,3,Victorville
34.607914,-117.335426,8/17/2019,8,Victorville
34.607914,-117.334862,8/15/2019,8,Victorville
34.607922,-117.336861,11/8/2019,11,Victorville
34.607937,-117.338974,1/3/2019,1,Victorville
34.607952,-117.336929,10/13/2019,10,Victorville
34.607952,-117.335518,4/13/2019,4,Victorville
34.607967,-117.333771,8/17/2019,8,Victorville
34.607971,-117.336601,11/25/2019,11,Victorville
34.607983,-117.334236,6/10/2019,6,Victorville
34.607986,-117.337143,10/12/2019,10,Victorville
34.608017,-117.334068,8/28/2019,8,Victorville
34.608025,-117.336792,7/11/2019,7,Victorville
34.608028,-117.337517,5/7/2019,5,Victorville
34.608028,-117.33522,7/14/2019,7,Victorville
34.608051,-117.336884,7/5/2019,7,Victorville
34.608101,-117.335464,3/9/2019,3,Victorville
34.608109,-117.336342,7/4/2019,7,Victorville
34.608116,-117.335564,9/11/2019,9,Victorville
34.608124,-117.334259,2/26/2019,2,Victorville
34.608154,-117.336937,4/24/2019,4,Victorville
34.608158,-117.335602,7/16/2019,7,Victorville
34.608177,-117.336815,5/27/2019,5,Victorville
34.608181,-117.338112,6/2/2019,6,Victorville
34.608189,-117.334946,10/28/2019,10,Victorville
34.608212,-117.334129,12/7/2019,12,Victorville
34.60828,-117.335617,6/22/2019,6,Victorville
34.60828,-117.334824,7/22/2019,7,Victorville
34.608284,-117.336174,7/17/2019,7,Victorville
34.608288,-117.338539,4/9/2019,4,Victorville
34.608303,-117.336365,10/15/2019,10,Victorville
34.608345,-117.336159,8/30/2019,8,Victorville
34.608376,-117.335724,8/21/2019,8,Victorville
34.608391,-117.339317,3/31/2019,3,Victorville
34.608398,-117.336067,6/6/2019,6,Victorville
34.608402,-117.335426,9/13/2019,9,Victorville
34.608414,-117.336395,10/16/2019,10,Victorville
34.608425,-117.338181,10/2/2019,10,Victorville
34.608433,-117.336609,4/30/2019,4,Victorville
34.608448,-117.335953,5/5/2019,5,Victorville
34.608463,-117.335808,9/3/2019,9,Victorville
34.608475,-117.33773,5/12/2019,5,Victorville
34.608482,-117.338112,1/8/2019,1,Victorville
34.608486,-117.341118,6/25/2019,6,Victorville
34.60849,-117.336311,9/9/2019,9,Victorville
34.60849,-117.334343,9/19/2019,9,Victorville
34.608509,-117.336121,4/6/2019,4,Victorville
34.608582,-117.337257,3/29/2019,3,Victorville
34.608597,-117.333611,8/1/2019,8,Victorville
34.608601,-117.336868,9/23/2019,9,Victorville
34.608635,-117.336868,11/7/2019,11,Victorville
34.608635,-117.335327,9/14/2019,9,Victorville
34.608643,-117.333717,7/26/2019,7,Victorville
34.608662,-117.337639,6/20/2019,6,Victorville
34.608673,-117.338226,5/12/2019,5,Victorville
34.608677,-117.33757,3/3/2019,3,Victorville
34.608707,-117.334274,9/6/2019,9,Victorville
34.608723,-117.333809,3/30/2019,3,Victorville
34.608727,-117.33773,11/17/2019,11,Victorville
34.608742,-117.336952,4/19/2019,4,Victorville
34.608761,-117.337036,2/12/2019,2,Victorville
34.608768,-117.336243,10/25/2019,10,Victorville
34.60878,-117.336777,10/14/2019,10,Victorville
34.608784,-117.334839,10/8/2019,10,Victorville
34.608799,-117.337845,1/4/2019,1,Victorville
34.608845,-117.33728,11/14/2019,11,Victorville
34.608856,-117.337334,8/17/2019,8,Victorville
34.608856,-117.337257,12/15/2019,12,Victorville
34.608864,-117.336258,7/15/2019,7,Victorville
34.608887,-117.332924,10/8/2019,10,Victorville
34.608894,-117.341255,5/29/2019,5,Victorville
34.608906,-117.337776,11/16/2019,11,Victorville
34.608929,-117.337608,5/9/2019,5,Victorville
34.608929,-117.336311,7/16/2019,7,Victorville
34.608932,-117.333046,11/4/2019,11,Victorville
34.608936,-117.337296,10/21/2019,10,Victorville
34.608944,-117.336899,7/15/2019,7,Victorville
34.608944,-117.336433,6/2/2019,6,Victorville
34.608955,-117.336464,8/26/2019,8,Victorville
34.608963,-117.335793,5/18/2019,5,Victorville
34.608978,-117.334305,4/18/2019,4,Victorville
34.60899,-117.335449,5/22/2019,5,Victorville
34.609001,-117.33419,8/20/2019,8,Victorville
34.609009,-117.336777,6/25/2019,6,Victorville
34.609032,-117.333992,10/3/2019,10,Victorville
34.609035,-117.337311,11/29/2019,11,Victorville
34.609039,-117.333672,8/28/2019,8,Victorville
34.609051,-117.338058,9/30/2019,9,Victorville
34.609062,-117.33947,6/3/2019,6,Victorville
34.609077,-117.337708,7/17/2019,7,Victorville
34.609081,-117.336533,3/8/2019,3,Victorville
34.609085,-117.335236,7/21/2019,7,Victorville
34.609093,-117.336281,7/11/2019,7,Victorville
34.609097,-117.336311,9/18/2019,9,Victorville
34.609112,-117.33683,4/28/2019,4,Victorville
34.609119,-117.334702,8/3/2019,8,Victorville
34.609131,-117.335693,2/11/2019,2,Victorville
34.60915,-117.335945,10/30/2019,10,Victorville
34.60915,-117.334274,7/15/2019,7,Victorville
34.609184,-117.335327,7/5/2019,7,Victorville
34.609184,-117.33503,4/7/2019,4,Victorville
34.609192,-117.33709,10/1/2019,10,Victorville
34.609207,-117.338158,6/23/2019,6,Victorville
34.609222,-117.334618,1/22/2019,1,Victorville
34.609238,-117.335381,7/27/2019,7,Victorville
34.609249,-117.338005,6/7/2019,6,Victorville
34.609291,-117.339096,3/4/2019,3,Victorville
34.609291,-117.337692,11/13/2019,11,Victorville
34.60931,-117.004173,8/11/2019,8,Apple Valley
34.609379,-117.337776,12/10/2019,12,Victorville
34.609383,-117.335289,10/14/2019,10,Victorville
34.609402,-117.336487,10/22/2019,10,Victorville
34.609413,-117.335899,5/13/2019,5,Victorville
34.609413,-117.334892,9/1/2019,9,Victorville
34.609425,-117.336708,9/21/2019,9,Victorville
34.609432,-117.337257,6/17/2019,6,Victorville
34.609436,-117.340317,7/11/2019,7,Victorville
34.609451,-117.336624,7/4/2019,7,Victorville
34.60947,-117.33873,5/29/2019,5,Victorville
34.609486,-117.337265,7/5/2019,7,Victorville
34.609489,-117.337708,7/16/2019,7,Victorville
34.609493,-117.337158,8/1/2019,8,Victorville
34.609501,-117.335808,11/11/2019,11,Victorville
34.609516,-117.338501,10/15/2019,10,Victorville
34.60955,-117.336479,5/1/2019,5,Victorville
34.609562,-117.336349,1/13/2019,1,Victorville
34.609577,-117.338951,8/5/2019,8,Victorville
34.609615,-117.336761,1/16/2019,1,Victorville
34.609627,-117.339333,11/10/2019,11,Victorville
34.609676,-117.333855,10/25/2019,10,Victorville
34.609692,-117.33567,12/29/2019,12,Victorville
34.609737,-117.338127,6/18/2019,6,Victorville
34.609768,-117.335808,10/4/2019,10,Victorville
34.609791,-117.335808,5/12/2019,5,Victorville
34.609795,-117.338005,9/2/2019,9,Victorville
34.609798,-117.337196,4/14/2019,4,Victorville
34.60984,-117.337326,8/4/2019,8,Victorville
34.609909,-117.334328,11/26/2019,11,Victorville
34.609917,-117.336899,7/12/2019,7,Victorville
34.609928,-117.334984,12/13/2019,12,Victorville
34.609951,-117.338211,5/3/2019,5,Victorville
34.609997,-117.336761,11/6/2019,11,Victorville
34.61005,-117.336571,1/22/2019,1,Victorville
34.610062,-117.334618,2/26/2019,2,Victorville
34.610123,-117.337708,6/18/2019,6,Victorville
34.610138,-117.336601,3/4/2019,3,Victorville
34.610161,-117.337196,8/18/2019,8,Victorville
34.610222,-117.334152,9/18/2019,9,Victorville
34.610268,-117.337852,10/26/2019,10,Victorville
34.61039,-117.337349,10/14/2019,10,Victorville
34.6105,-117.337585,6/24/2019,6,Victorville
34.610584,-117.337105,6/19/2019,6,Victorville
34.610619,-117.335121,3/4/2019,3,Victorville
34.611042,-117.005852,8/11/2019,8,Apple Valley
34.61113,-118.712105,8/3/2019,8,Castaic
34.611706,-118.707825,8/3/2019,8,Castaic
34.614521,-118.712761,8/3/2019,8,Castaic
34.615101,-118.708481,8/3/2019,8,Castaic
34.617912,-118.713425,8/3/2019,8,Castaic
34.618481,-117.098686,10/9/2019,10,Apple Valley
34.618492,-118.709122,8/3/2019,8,Castaic
34.618652,-117.100792,9/2/2019,9,Apple Valley
34.618706,-117.099754,7/5/2019,7,Apple Valley
34.618916,-117.098747,5/25/2019,5,Apple Valley
34.619045,-117.098892,7/6/2019,7,Apple Valley
34.619076,-118.704834,8/3/2019,8,Castaic
34.61908,-117.100945,9/12/2019,9,Apple Valley
34.61908,-117.100754,8/27/2019,8,Apple Valley
34.619106,-117.09877,6/3/2019,6,Apple Valley
34.619244,-117.100914,5/18/2019,5,Apple Valley
34.61927,-117.099182,7/21/2019,7,Apple Valley
34.619331,-117.100052,5/7/2019,5,Apple Valley
34.619381,-117.099838,5/18/2019,5,Apple Valley
34.619446,-117.099373,10/7/2019,10,Apple Valley
34.619503,-117.101669,8/18/2019,8,Apple Valley
34.619514,-117.098686,5/14/2019,5,Apple Valley
34.619518,-117.098648,7/2/2019,7,Apple Valley
34.619621,-117.099533,5/29/2019,5,Apple Valley
34.61964,-117.099014,2/7/2019,2,Apple Valley
34.619663,-117.098549,10/4/2019,10,Apple Valley
34.619678,-117.098457,8/14/2019,8,Apple Valley
34.619698,-117.101929,4/17/2019,4,Apple Valley
34.619698,-117.101883,6/18/2019,6,Apple Valley
34.619709,-117.101738,6/6/2019,6,Apple Valley
34.619709,-117.098961,7/3/2019,7,Apple Valley
34.619736,-117.099564,9/20/2019,9,Apple Valley
34.619751,-117.101944,10/9/2019,10,Apple Valley
34.619774,-117.101532,10/2/2019,10,Apple Valley
34.619789,-117.100792,8/16/2019,8,Apple Valley
34.61982,-117.102203,6/20/2019,6,Apple Valley
34.61982,-117.101067,9/27/2019,9,Apple Valley
34.619843,-117.099304,11/13/2019,11,Apple Valley
34.61985,-117.100586,7/21/2019,7,Apple Valley
34.61985,-117.099754,7/26/2019,7,Apple Valley
34.61985,-117.097939,7/28/2019,7,Apple Valley
34.619858,-117.100586,8/6/2019,8,Apple Valley
34.619869,-117.098488,11/5/2019,11,Apple Valley
34.619915,-117.100288,5/2/2019,5,Apple Valley
34.619923,-117.101517,10/14/2019,10,Apple Valley
34.61993,-117.100426,6/7/2019,6,Apple Valley
34.619946,-117.099495,8/11/2019,8,Apple Valley
34.619987,-117.098869,11/26/2019,11,Apple Valley
34.619987,-117.097923,6/10/2019,6,Apple Valley
34.620068,-117.099403,11/23/2019,11,Apple Valley
34.620075,-117.099854,10/11/2019,10,Apple Valley
34.62011,-117.099739,11/11/2019,11,Apple Valley
34.620121,-117.098427,1/13/2019,1,Apple Valley
34.620144,-117.101669,12/7/2019,12,Apple Valley
34.620182,-117.10228,4/22/2019,4,Apple Valley
34.620224,-117.099373,10/12/2019,10,Apple Valley
34.620232,-117.101952,7/13/2019,7,Apple Valley
34.620274,-117.10183,5/26/2019,5,Apple Valley
34.620277,-117.100998,4/27/2019,4,Apple Valley
34.6203,-117.10228,9/8/2019,9,Apple Valley
34.6203,-117.101601,4/13/2019,4,Apple Valley
34.620308,-117.10321,6/3/2019,6,Apple Valley
34.620308,-117.100998,6/16/2019,6,Apple Valley
34.620338,-117.102592,8/14/2019,8,Apple Valley
34.620361,-117.100708,2/19/2019,2,Apple Valley
34.620369,-117.098389,11/19/2019,11,Apple Valley
34.620373,-117.098717,10/5/2019,10,Apple Valley
34.62038,-117.101555,8/9/2019,8,Apple Valley
34.620388,-117.100357,11/14/2019,11,Apple Valley
34.620392,-117.097763,8/31/2019,8,Apple Valley
34.620407,-117.10276,10/18/2019,10,Apple Valley
34.620411,-117.102882,5/14/2019,5,Apple Valley
34.620411,-117.101395,6/15/2019,6,Apple Valley
34.620422,-117.098457,9/24/2019,9,Apple Valley
34.620438,-117.101227,7/24/2019,7,Apple Valley
34.620438,-117.098267,4/8/2019,4,Apple Valley
34.620449,-117.100616,7/10/2019,7,Apple Valley
34.620461,-117.102203,10/8/2019,10,Apple Valley
34.620483,-117.102432,9/10/2019,9,Apple Valley
34.620499,-117.099548,11/17/2019,11,Apple Valley
34.620502,-117.101295,8/19/2019,8,Apple Valley
34.620502,-117.09906,4/18/2019,4,Apple Valley
34.62051,-117.099976,7/20/2019,7,Apple Valley
34.620541,-117.102913,7/30/2019,7,Apple Valley
34.620556,-117.100685,11/2/2019,11,Apple Valley
34.620564,-117.099152,5/30/2019,5,Apple Valley
34.620571,-117.099075,4/30/2019,4,Apple Valley
34.62059,-117.099007,8/10/2019,8,Apple Valley
34.620632,-117.098938,10/16/2019,10,Apple Valley
34.62064,-117.101357,8/22/2019,8,Apple Valley
34.62064,-117.100632,9/15/2019,9,Apple Valley
34.62064,-117.100258,7/22/2019,7,Apple Valley
34.62064,-117.098488,5/5/2019,5,Apple Valley
34.620655,-117.096642,10/25/2019,10,Apple Valley
34.620667,-117.100235,8/7/2019,8,Apple Valley
34.62067,-117.098236,7/1/2019,7,Apple Valley
34.620674,-117.098839,5/4/2019,5,Apple Valley
34.620686,-117.102104,11/7/2019,11,Apple Valley
34.620724,-117.102173,11/19/2019,11,Apple Valley
34.620724,-117.099907,7/26/2019,7,Apple Valley
34.620731,-117.102348,8/22/2019,8,Apple Valley
34.620731,-117.100632,8/17/2019,8,Apple Valley
34.620758,-117.100052,10/16/2019,10,Apple Valley
34.62077,-117.100914,5/12/2019,5,Apple Valley
34.62077,-117.098228,5/16/2019,5,Apple Valley
34.620792,-117.100067,9/11/2019,9,Apple Valley
34.620796,-117.102135,11/5/2019,11,Apple Valley
34.620808,-117.100533,5/13/2019,5,Apple Valley
34.620808,-117.099602,10/31/2019,10,Apple Valley
34.620823,-117.098755,9/14/2019,9,Apple Valley
34.620842,-117.101158,11/22/2019,11,Apple Valley
34.620846,-117.102463,8/6/2019,8,Apple Valley
34.620865,-117.101624,5/6/2019,5,Apple Valley
34.62088,-117.101158,6/9/2019,6,Apple Valley
34.620892,-117.101379,9/30/2019,9,Apple Valley
34.620899,-117.101028,8/2/2019,8,Apple Valley
34.620899,-117.100838,9/23/2019,9,Apple Valley
34.620911,-117.101379,11/18/2019,11,Apple Valley
34.620918,-117.100807,10/10/2019,10,Apple Valley
34.620918,-117.099136,4/19/2019,4,Apple Valley
34.620922,-117.103294,7/28/2019,7,Apple Valley
34.620937,-117.099594,8/29/2019,8,Apple Valley
34.620941,-117.098511,11/12/2019,11,Apple Valley
34.620956,-117.101707,7/29/2019,7,Apple Valley
34.620964,-117.100052,9/26/2019,9,Apple Valley
34.620972,-117.101616,6/18/2019,6,Apple Valley
34.621002,-117.098976,2/23/2019,2,Apple Valley
34.621017,-117.100098,12/15/2019,12,Apple Valley
34.621025,-117.09993,5/7/2019,5,Apple Valley
34.62104,-117.103279,6/10/2019,6,Apple Valley
34.621071,-117.099876,8/3/2019,8,Apple Valley
34.621086,-117.09832,10/6/2019,10,Apple Valley
34.62109,-117.102432,4/8/2019,4,Apple Valley
34.621117,-117.098351,12/5/2019,12,Apple Valley
34.621124,-117.099976,6/27/2019,6,Apple Valley
34.621147,-117.099426,3/17/2019,3,Apple Valley
34.621155,-117.102982,11/3/2019,11,Apple Valley
34.62122,-117.099892,10/20/2019,10,Apple Valley
34.621254,-117.099998,8/1/2019,8,Apple Valley
34.621262,-117.102814,5/5/2019,5,Apple Valley
34.621273,-117.102936,10/5/2019,10,Apple Valley
34.621273,-117.098129,7/4/2019,7,Apple Valley
34.6213,-118.714127,8/3/2019,8,Castaic
34.6213,-117.102242,5/9/2019,5,Apple Valley
34.6213,-117.098717,10/26/2019,10,Apple Valley
34.621304,-117.100685,6/28/2019,6,Apple Valley
34.621323,-117.100311,5/31/2019,5,Apple Valley
34.621326,-117.100983,5/9/2019,5,Apple Valley
34.62133,-117.099342,10/19/2019,10,Apple Valley
34.621372,-117.102142,9/22/2019,9,Apple Valley
34.621376,-117.102707,4/25/2019,4,Apple Valley
34.621376,-117.100967,6/21/2019,6,Apple Valley
34.621414,-117.103592,5/24/2019,5,Apple Valley
34.621418,-117.097649,8/20/2019,8,Apple Valley
34.621422,-117.100273,9/21/2019,9,Apple Valley
34.621437,-117.098007,8/25/2019,8,Apple Valley
34.621445,-117.099083,7/18/2019,7,Apple Valley
34.621445,-117.098991,10/27/2019,10,Apple Valley
34.621468,-117.103416,5/30/2019,5,Apple Valley
34.621471,-117.102211,9/30/2019,9,Apple Valley
34.621471,-117.100548,8/20/2019,8,Apple Valley
34.621479,-117.098701,6/8/2019,6,Apple Valley
34.621483,-117.103195,8/23/2019,8,Apple Valley
34.621498,-117.097183,8/13/2019,8,Apple Valley
34.621502,-117.100494,5/3/2019,5,Apple Valley
34.621506,-117.101013,4/7/2019,4,Apple Valley
34.621513,-117.098755,11/16/2019,11,Apple Valley
34.621544,-117.102448,6/24/2019,6,Apple Valley
34.621578,-117.10247,7/1/2019,7,Apple Valley
34.621582,-117.098785,12/10/2019,12,Apple Valley
34.621582,-117.097923,12/29/2019,12,Apple Valley
34.621586,-117.098282,1/18/2019,1,Apple Valley
34.621597,-117.101952,4/3/2019,4,Apple Valley
34.621616,-117.099533,12/7/2019,12,Apple Valley
34.62162,-117.100533,2/7/2019,2,Apple Valley
34.621674,-117.101997,8/8/2019,8,Apple Valley
34.621689,-117.097595,9/25/2019,9,Apple Valley
34.621731,-117.101585,10/13/2019,10,Apple Valley
34.621777,-117.099075,2/18/2019,2,Apple Valley
34.621811,-117.098488,4/24/2019,4,Apple Valley
34.621811,-117.097282,7/11/2019,7,Apple Valley
34.621815,-117.102592,10/6/2019,10,Apple Valley
34.621815,-117.100166,11/24/2019,11,Apple Valley
34.621834,-117.100754,12/14/2019,12,Apple Valley
34.621841,-117.100914,5/2/2019,5,Apple Valley
34.621857,-117.101082,10/25/2019,10,Apple Valley
34.621872,-117.101624,6/17/2019,6,Apple Valley
34.621872,-117.100601,9/25/2019,9,Apple Valley
34.621906,-117.098289,5/13/2019,5,Apple Valley
34.621918,-117.100792,1/30/2019,1,Apple Valley
34.621922,-117.098785,6/23/2019,6,Apple Valley
34.621937,-117.101791,6/4/2019,6,Apple Valley
34.622002,-117.099342,9/12/2019,9,Apple Valley
34.622002,-117.09861,8/24/2019,8,Apple Valley
34.622017,-117.099014,9/1/2019,9,Apple Valley
34.622036,-117.102463,8/20/2019,8,Apple Valley
34.622036,-117.101616,8/30/2019,8,Apple Valley
34.622044,-117.098907,7/17/2019,7,Apple Valley
34.622063,-117.102325,8/25/2019,8,Apple Valley
34.622082,-117.097801,10/3/2019,10,Apple Valley
34.622093,-117.100136,2/18/2019,2,Apple Valley
34.6221,-118.111,6/21/2019,6,Palmdale
34.622124,-117.099411,6/24/2019,6,Apple Valley
34.622158,-117.099113,1/7/2019,1,Apple Valley
34.622166,-117.098618,10/21/2019,10,Apple Valley
34.622204,-117.097908,4/23/2019,4,Apple Valley
34.622238,-117.097801,7/8/2019,7,Apple Valley
34.622269,-117.098457,9/19/2019,9,Apple Valley
34.622284,-117.098801,8/4/2019,8,Apple Valley
34.622307,-117.101448,2/8/2019,2,Apple Valley
34.622318,-117.09967,1/30/2019,1,Apple Valley
34.62233,-117.101189,8/26/2019,8,Apple Valley
34.622353,-117.100571,11/18/2019,11,Apple Valley
34.622368,-117.101654,12/13/2019,12,Apple Valley
34.622395,-117.104042,8/12/2019,8,Apple Valley
34.622429,-117.098633,10/24/2019,10,Apple Valley
34.62244,-117.099083,7/12/2019,7,Apple Valley
34.622456,-117.098267,10/8/2019,10,Apple Valley
34.622467,-117.102638,4/24/2019,4,Apple Valley
34.622478,-117.099701,11/28/2019,11,Apple Valley
34.622494,-117.102005,3/28/2019,3,Apple Valley
34.622494,-117.098183,8/15/2019,8,Apple Valley
34.622524,-117.098824,6/26/2019,6,Apple Valley
34.622528,-117.099838,5/20/2019,5,Apple Valley
34.62254,-117.09951,11/2/2019,11,Apple Valley
34.622547,-117.10228,9/25/2019,9,Apple Valley
34.622551,-117.09716,10/15/2019,10,Apple Valley
34.622562,-117.102585,8/13/2019,8,Apple Valley
34.622574,-117.099861,4/28/2019,4,Apple Valley
34.622581,-117.099304,6/11/2019,6,Apple Valley
34.622601,-117.101685,8/16/2019,8,Apple Valley
34.622654,-117.097786,5/25/2019,5,Apple Valley
34.622658,-117.098824,10/22/2019,10,Apple Valley
34.622665,-117.100136,10/28/2019,10,Apple Valley
34.622704,-117.097816,10/20/2019,10,Apple Valley
34.622715,-117.101738,9/13/2019,9,Apple Valley
34.622715,-117.10112,6/5/2019,6,Apple Valley
34.62273,-117.100769,6/22/2019,6,Apple Valley
34.622757,-117.098267,6/1/2019,6,Apple Valley
34.622837,-117.101738,7/19/2019,7,Apple Valley
34.622841,-117.099907,4/17/2019,4,Apple Valley
34.622849,-117.099167,4/9/2019,4,Apple Valley
34.622852,-117.099075,6/14/2019,6,Apple Valley
34.62286,-117.097855,7/2/2019,7,Apple Valley
34.622864,-117.099304,10/10/2019,10,Apple Valley
34.622868,-117.102119,7/8/2019,7,Apple Valley
34.622871,-117.10112,6/1/2019,6,Apple Valley
34.622883,-117.102066,10/23/2019,10,Apple Valley
34.622932,-117.098541,1/22/2019,1,Apple Valley
34.622936,-117.098618,10/7/2019,10,Apple Valley
34.622963,-117.101486,10/29/2019,10,Apple Valley
34.622974,-117.099754,3/18/2019,3,Apple Valley
34.623016,-117.100632,8/7/2019,8,Apple Valley
34.623016,-117.100136,5/12/2019,5,Apple Valley
34.623035,-117.101173,10/9/2019,10,Apple Valley
34.623039,-117.100967,6/6/2019,6,Apple Valley
34.623077,-117.098755,9/20/2019,9,Apple Valley
34.623089,-117.099617,1/23/2019,1,Apple Valley
34.623093,-117.101189,11/1/2019,11,Apple Valley
34.623108,-117.101875,4/22/2019,4,Apple Valley
34.623116,-117.100182,1/31/2019,1,Apple Valley
34.623135,-117.10022,10/14/2019,10,Apple Valley
34.623142,-117.102379,5/25/2019,5,Apple Valley
34.623173,-117.098549,11/13/2019,11,Apple Valley
34.62318,-117.100113,2/3/2019,2,Apple Valley
34.623184,-117.10273,9/19/2019,9,Apple Valley
34.623196,-117.102661,7/27/2019,7,Apple Valley
34.623199,-117.100517,6/19/2019,6,Apple Valley
34.623203,-117.100342,11/6/2019,11,Apple Valley
34.623207,-117.102005,6/25/2019,6,Apple Valley
34.623249,-117.098213,7/26/2019,7,Apple Valley
34.62326,-117.099007,4/11/2019,4,Apple Valley
34.623272,-117.100571,9/18/2019,9,Apple Valley
34.623272,-117.09832,11/16/2019,11,Apple Valley
34.62328,-117.09758,9/11/2019,9,Apple Valley
34.623291,-117.101173,2/19/2019,2,Apple Valley
34.623306,-117.100571,9/22/2019,9,Apple Valley
34.623375,-117.101151,10/1/2019,10,Apple Valley
34.623409,-117.099182,1/28/2019,1,Apple Valley
34.623409,-117.09861,11/23/2019,11,Apple Valley
34.623451,-117.101257,8/28/2019,8,Apple Valley
34.623516,-117.101189,7/13/2019,7,Apple Valley
34.623558,-117.101082,5/26/2019,5,Apple Valley
34.623573,-117.101364,10/25/2019,10,Apple Valley
34.623573,-117.100708,8/18/2019,8,Apple Valley
34.623634,-117.101814,9/9/2019,9,Apple Valley
34.623661,-117.099167,2/28/2019,2,Apple Valley
34.623817,-117.101654,9/10/2019,9,Apple Valley
34.623837,-117.099342,2/27/2019,2,Apple Valley
34.623848,-117.100517,8/19/2019,8,Apple Valley
34.623924,-117.099388,9/2/2019,9,Apple Valley
34.624043,-117.099266,7/9/2019,7,Apple Valley
34.624107,-117.099785,9/23/2019,9,Apple Valley
34.624126,-117.100189,7/10/2019,7,Apple Valley
34.624153,-117.101448,6/29/2019,6,Apple Valley
34.624275,-117.101158,6/20/2019,6,Apple Valley
34.6285,-120.0219,1/30/2019,1,Santa Ynez
34.630116,-120.019142,2/25/2019,2,Santa Ynez
34.6312,-120.0223,2/25/2019,2,Santa Ynez
34.633705,-120.020096,2/25/2019,2,Santa Ynez
34.633938,-118.388107,2/23/2019,2,Palmdale
34.635666,-118.391304,2/23/2019,2,Palmdale
34.636826,-118.911613,11/26/2019,11,Frazier Park
34.636971,-118.911789,11/26/2019,11,Frazier Park
34.637077,-118.9179,11/26/2019,11,Frazier Park
34.637196,-118.918091,11/26/2019,11,Frazier Park
34.638302,-118.907394,11/26/2019,11,Frazier Park
34.6632,-118.2919,9/10/2019,9,Palmdale
34.664967,-118.287811,10/28/2019,10,Palmdale
34.6657,-118.288,2/16/2019,2,Palmdale
34.668262,-118.288589,10/28/2019,10,Palmdale
34.6696,-118.3491,8/13/2019,8,Palmdale
34.6717,-118.3367,8/13/2019,8,Palmdale
34.67807,-119.919342,7/29/2019,7,Santa Ynez
34.680912,-119.914093,7/29/2019,7,Santa Ynez
34.6815,-119.9203,7/29/2019,7,Santa Ynez
34.681503,-119.918495,7/29/2019,7,Santa Ynez
34.682121,-119.923042,7/29/2019,7,Santa Ynez
34.684937,-119.917648,7/29/2019,7,Santa Ynez
34.685543,-119.922127,7/29/2019,7,Santa Ynez
34.6916,-120.226,11/13/2019,11,Buellton
34.693939,-120.222588,11/12/2019,11,Buellton
34.6942,-119.347,9/2/2019,9,Maricopa
34.6943,-120.2188,11/13/2019,11,Buellton
34.69455,-120.218094,11/12/2019,11,Buellton
34.696724,-120.227753,11/12/2019,11,Buellton
34.697342,-120.223244,11/12/2019,11,Buellton
34.699341,-119.347389,9/2/2019,9,Maricopa
34.7,-120.2258,11/13/2019,11,Buellton
34.70013,-120.228378,11/12/2019,11,Buellton
34.700264,-118.146523,3/29/2019,3,Lancaster
34.700748,-120.223839,11/12/2019,11,Buellton
34.7018,-120.2143,11/13/2019,11,Buellton
34.7018,-119.3548,9/2/2019,9,Maricopa
34.703995,-119.343704,9/2/2019,9,Maricopa
34.706463,-118.12912,9/21/2019,9,Lancaster
34.708443,-119.362022,9/1/2019,9,Maricopa
34.708702,-117.942001,1/4/2019,1,Lancaster
34.709461,-117.945152,1/4/2019,1,Lancaster
34.709831,-118.129967,9/21/2019,9,Lancaster
34.7127,-118.3066,1/24/2019,1,Palmdale
34.712841,-118.632011,3/18/2019,3,Lake Hughes
34.7182,-118.326,1/24/2019,1,Palmdale
34.718868,-118.300171,11/24/2019,11,Palmdale
34.719189,-118.318779,11/24/2019,11,Palmdale
34.719635,-118.295723,11/24/2019,11,Palmdale
34.721348,-118.30217,11/8/2019,11,Palmdale
34.722107,-118.297729,11/8/2019,11,Palmdale
34.7225,-118.3094,11/5/2019,11,Palmdale
