ZIPCODE,City,Metro,CountyName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
93427,Buellton,"Santa Maria-Santa Barbara, CA",Santa Barbara County,576565,578130,578613,580333,580623,582092,582899,587282,592053,598623,601570,605054
93256,Pixley,"Visalia, CA",Tulare County,151598,151511,151736,151953,152857,153225,151899,150263,149700,151573,152675,153483
95722,Meadow Vista,"Sacramento-Roseville-Folsom, CA",Placer County,505217,508858,511561,514471,517622,517572,513907,511501,510911,511357,511940,514651
95693,Wilton,"Sacramento-Roseville-Folsom, CA",Sacramento County,650329,648964,648092,652440,657568,662300,663957,662611,662166,661666,665312,668615
95668,Pleasant Grove,"Sacramento-Roseville-Folsom, CA",Placer County,683343,685174,683982,684033,677365,653969,612861,562931,531527,516475,515962,514820
95631,Foresthill,"Sacramento-Roseville-Folsom, CA",Placer County,388907,389430,389005,389927,391203,390520,388300,388263,389983,391780,392353,393491
93460,Santa Ynez,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1099322,1105798,1102868,1102154,1107872,1124127,1126170,1127168,1121207,1123178,1121637,1119526
95470,Redwood Valley,"Ukiah, CA",Mendocino County,462795,465205,461603,456319,450125,448067,447177,446941,446576,446076,441583,437747
95709,Camino,"Sacramento-Roseville-Folsom, CA",El Dorado County,374482,377190,378347,375544,374419,373289,373054,373093,371951,372305,370642,369437
92003,Bonsall,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,654001,653040,653318,657336,658604,660140,661491,663339,664141,664182,665864,666513
95672,Rescue,"Sacramento-Roseville-Folsom, CA",El Dorado County,546692,550527,552043,549248,548661,547493,548702,548515,548001,547785,545581,543374
92342,Helendale,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,241195,241713,242535,242636,243526,243936,244453,244262,244188,244695,245824,246695
95446,Guerneville,"Santa Rosa-Petaluma, CA",Sonoma County,488465,481427,476547,471923,471291,471789,472563,474283,472872,472330,467118,464050
95692,Wheatland,"Yuba City, CA",Yuba County,313761,316344,317889,318117,317988,320063,322227,323932,323823,324373,326699,329159
92352,Lake Arrowhead,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,427090,428581,429569,430427,431156,431536,431184,432382,433321,434916,435665,436774
95039,Moss Landing,"Salinas, CA",Monterey County,917834,920821,918164,905341,886315,863807,849135,844862,842402,859301,887762,916622
92823,Brea,"Los Angeles-Long Beach-Anaheim, CA",Orange County,804834,802704,801024,800418,800352,800997,801694,804296,809173,812340,811260,808294
95236,Linden,"Stockton, CA",San Joaquin County,478196,478377,479599,479751,481673,484959,487394,489966,489997,489054,487628,488409
96117,Litchfield,"Susanville, CA",Lassen County,214363,215011,215458,216336,217176,218049,218301,218082,218063,218300,218925,218933
95619,Diamond Springs,"Sacramento-Roseville-Folsom, CA",El Dorado County,332466,335956,337178,333161,330187,327908,329224,330764,331726,332905,331950,330848
93660,San Joaquin,"Fresno, CA",Fresno County,181344,181965,181836,181925,180884,181202,182494,182604,181895,180535,180591,180730
93225,Frazier Park,"Bakersfield, CA",Kern County,209399,211993,213311,212835,213149,213886,214396,214635,214913,215712,216593,217103
93270,Terra Bella,"Visalia, CA",Tulare County,197601,197190,196538,198073,200276,202821,201049,200574,199922,203190,203775,204222
90058,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,384468,385724,386571,388068,390053,393164,394037,394206,393513,394500,395612,399151
96013,Burney,"Redding, CA",Shasta County,149950,150875,151776,152214,152718,153594,153784,152811,151762,150613,150685,151195
95614,Cool,"Sacramento-Roseville-Folsom, CA",El Dorado County,398530,402086,403137,401276,401157,401536,403043,402954,402017,400820,399767,398206
94005,Brisbane,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1014442,1014421,1016309,1021161,1021475,1018868,1018818,1018512,1025331,1029898,1037527,1044057
95004,Aromas,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,701239,704429,709470,714259,716152,713236,704258,698940,694490,695703,697052,699803
95485,Upper Lake,"Clearlake, CA",Lake County,323444,321812,318126,313085,309553,305126,300518,294680,292111,292381,292684,291036
92363,Needles,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,104092,103920,102962,102842,103959,105319,106765,106219,106535,106288,107797,108104
95467,Hidden Valley Lake,"Clearlake, CA",Lake County,342704,343349,342266,341155,339688,330627,328621,326711,333351,331382,329190,325951
93272,Tipton,"Visalia, CA",Tulare County,155039,155438,155888,155567,156870,157526,157299,156272,155803,157853,158302,158835
95461,Middletown,"Clearlake, CA",Lake County,274996,275118,277099,274108,272784,261902,258526,256019,263580,263773,263880,262814
91906,Campo,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,320439,318587,316745,317860,319413,322124,324514,325494,325784,326095,328008,330009
95423,Clearlake Oaks,"Clearlake, CA",Lake County,182486,181759,180664,179566,180278,180539,182061,183093,184831,185101,184834,185348
90021,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,620115,615462,610177,613431,607703,595135,566097,550587,544750,555024,561795,567006
93953,Del Monte Forest,"Salinas, CA",Monterey County,2237871,2256126,2255140,2255142,2247524,2261422,2234841,2216369,2191618,2202229,2204806,2207354
95457,Lower Lake,"Clearlake, CA",Lake County,294815,294916,294329,293695,293380,290227,288856,287671,291473,292097,292887,290962
95655,Mather,"Sacramento-Roseville-Folsom, CA",Sacramento County,408026,408082,407603,409544,412501,414489,414461,413309,414201,415323,418773,421690
95045,San Juan Bautista,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,646929,640672,638994,640886,644524,647265,648488,647526,646068,641558,640080,642149
95634,Georgetown,"Sacramento-Roseville-Folsom, CA",El Dorado County,333110,335122,334919,334325,335117,334797,335299,334465,332090,329726,328744,328858
95321,Groveland,"Sonora, CA",Tuolumne County,314518,316716,319346,318739,309481,299816,290287,288188,285145,285196,285686,287694
95938,Durham,"Chico, CA",Butte County,479113,494796,503631,507382,512005,516287,520124,522977,525143,528665,532488,532532
90704,Avalon,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,728521,728345,728907,724525,723196,723920,719892,718522,716656,720433,717148,715970
95113,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,751736,744667,742659,743358,742932,738423,730864,723118,721897,722434,726635,728649
95365,Planada,"Merced, CA",Merced County,177903,179271,179595,181138,181341,184503,185950,189273,192114,194953,195462,194832
96088,Shingletown,"Redding, CA",Shasta County,258213,259902,259510,260419,261883,264730,264651,262789,260743,260677,261731,263533
93532,Lake Hughes,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,285011,284109,283642,284588,286899,288462,288107,286562,287849,289900,293264,294646
95627,Esparto,"Sacramento-Roseville-Folsom, CA",Yolo County,345976,345116,349757,356435,359407,358721,356839,359369,360570,358045,354493,355148
92661,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3184691,3170460,3163317,3141895,3137495,3121549,3134168,3171111,3220636,3239772,3173432,3108803
95542,Redway,"Eureka-Arcata, CA",Humboldt County,473804,469910,461604,462027,455640,454994,449900,445192,440741,437700,438630,438481
93235,Visalia,"Visalia, CA",Tulare County,161845,161576,161275,162114,163274,164478,164654,164907,165595,166831,166431,166110
92382,Running Springs,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,227245,227943,228767,228961,229943,231138,231700,232185,232269,233295,233747,234659
93461,Shandon,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,327476,329664,330355,332156,334373,333775,334765,338881,344227,346154,343543,342822
94037,Moss Beach,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1219234,1213685,1215324,1223910,1227064,1226120,1222384,1217247,1215814,1208522,1207127,1205013
95633,Garden Valley,"Sacramento-Roseville-Folsom, CA",El Dorado County,364096,366746,367159,364931,362682,360741,361330,363002,363320,363515,363416,364244
93516,Boron,"Bakersfield, CA",Kern County,82279,81387,81109,80720,80732,80830,80293,80359,79921,80762,82276,84256
95442,Glen Ellen,"Santa Rosa-Petaluma, CA",Sonoma County,1037555,1033729,1034433,1035177,1043644,1050617,1048907,1050537,1052264,1061668,1053151,1043325
95441,Geyserville,"Santa Rosa-Petaluma, CA",Sonoma County,1206080,1198397,1185831,1179057,1179512,1179732,1158860,1145126,1128009,1135456,1130226,1132869
95623,El Dorado,"Sacramento-Roseville-Folsom, CA",El Dorado County,430071,431545,430644,426317,424163,422992,425749,428477,429528,429260,427723,426654
95230,Oakdale,"Modesto, CA",Stanislaus County,506023,505093,504320,504648,506608,510744,513368,515827,516488,514915,513722,513171
92258,Desert Hot Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,182122,183609,184946,185646,185789,185235,186751,187680,188990,187535,187602,187447
96035,Gerber,"Red Bluff, CA",Tehama County,176928,177467,179037,182201,185385,187511,187171,186267,186627,188340,190606,192430
93066,Somis,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,1067585,1072776,1079740,1085828,1091319,1094013,1089720,1089907,1089758,1094792,1095809,1102066
92285,Landers,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,155185,157281,160547,162030,162916,162404,162092,162170,163213,164401,165242,164564
94508,Angwin,"Napa, CA",Napa County,874125,881186,884986,888142,900275,906398,896961,878733,869188,868434,865182,859138
92256,Morongo Valley,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,205018,207575,209806,211754,213067,213541,214229,215339,216897,219163,221287,221648
95917,Biggs,"Chico, CA",Butte County,229576,237455,243255,247049,249903,251497,255128,257096,259718,259905,261424,261636
92539,Anza,"Riverside-San Bernardino-Ontario, CA",Riverside County,281400,282495,283899,284143,284552,284668,287343,289759,290255,287725,284792,284719
94951,Penngrove,"Santa Rosa-Petaluma, CA",Sonoma County,969693,963240,963899,963540,973629,979957,987924,989498,984999,980927,967718,964542
94304,Palo Alto,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3468523,3420230,3384180,3381618,3369313,3346236,3311054,3289108,3301723,3320134,3340970,3363877
96073,Palo Cedro,"Redding, CA",Shasta County,415238,416686,416371,417222,420716,426937,428431,426717,424340,424982,425188,425677
93206,Buttonwillow,"Bakersfield, CA",Kern County,139293,143196,145562,144768,142877,142335,145912,149029,150915,150304,149990,150146
95684,Somerset,"Sacramento-Roseville-Folsom, CA",El Dorado County,381494,383904,380471,375619,370598,367881,365151,364711,364933,363602,363071,364781
96143,Kings Beach,"Sacramento-Roseville-Folsom, CA",Placer County,555039,559454,561643,570655,577997,580105,571182,565008,564009,564118,565682,567286
93252,Maricopa,"Bakersfield, CA",Kern County,156918,151776,148625,145568,145677,145153,145514,144900,144626,145683,145495,145143
92282,White Water,"Riverside-San Bernardino-Ontario, CA",Riverside County,215916,216641,217614,219213,220750,222650,224953,227075,228487,230015,231554,234559
93553,Pearblossom,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,278317,279225,280034,281122,282703,284439,282955,281345,279903,280648,281518,282646
93242,Laton,"Fresno, CA",Fresno County,209429,211574,214828,215940,216285,216331,218574,221470,223871,225127,225918,225219
95237,Lockeford,"Stockton, CA",San Joaquin County,356991,358387,360405,360897,361387,362723,364561,365725,366108,366122,365882,366994
93626,Clovis,"Fresno, CA",Fresno County,446620,448263,451326,452572,452139,453517,456231,460225,461386,461422,460524,458755
93675,Squaw Valley,"Fresno, CA",Fresno County,244192,244989,247243,248061,247655,248580,250442,253114,253441,253836,253825,253880
94586,Sunol,"San Francisco-Oakland-Berkeley, CA",Alameda County,1344782,1334994,1336311,1328992,1322258,1316952,1321666,1311563,1303908,1282798,1273563,1268962
92004,Borrego Springs,"El Centro, CA",Imperial County,229112,229072,228950,229238,229602,232047,235117,237722,237122,235019,232348,231068
95445,Gualala,"Ukiah, CA",Mendocino County,526195,528062,523231,515398,508997,508098,505755,501496,496845,494609,489824,485441
95328,Keyes,"Modesto, CA",Stanislaus County,277900,279815,280071,282591,283473,285163,285469,286706,286572,288070,289207,291057
93616,Del Rey,"Fresno, CA",Fresno County,222660,224225,227458,228474,228682,229407,231522,235290,236412,237175,236633,235992
94599,Napa,"Napa, CA",Napa County,1010679,1012937,1008397,1005720,1004534,1002432,983390,960364,945157,941648,943327,941475
95638,Herald,"Sacramento-Roseville-Folsom, CA",Sacramento County,564206,564294,564102,565813,568160,571126,573631,572597,571123,570072,573019,575697
92036,Julian,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,374089,370736,367713,368097,369119,371425,373643,373880,372902,371714,372767,374802
92536,Aguanga,"Riverside-San Bernardino-Ontario, CA",Riverside County,377606,378313,380140,382172,383553,383936,386498,388717,391085,390023,388955,388785
91962,Descanso,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,441561,440627,439639,442277,444282,445571,445993,445539,444709,443495,444456,445185
96114,Janesville,"Susanville, CA",Lassen County,258881,259593,259997,260758,261707,262562,262158,261352,260693,260933,261078,261292
95562,Scotia,"Eureka-Arcata, CA",Humboldt County,248944,249422,248961,249121,248275,249458,250740,252646,253169,253098,253696,254275
95333,Le Grand,"Merced, CA",Merced County,203590,206775,208097,209476,210101,212553,213428,216685,220115,223949,224183,223147
92561,Mountain Center,"Riverside-San Bernardino-Ontario, CA",Riverside County,393032,393567,395347,395160,396803,397844,404273,409304,412825,411909,409184,408744
93430,Cayucos,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,1015161,1009105,1004311,1002998,1010271,1014659,1003636,997719,988172,992823,989443,987211
93265,Springville,"Visalia, CA",Tulare County,316986,316177,315554,317197,319378,320976,319793,319915,321430,325165,325307,326279
94018,Half Moon Bay,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1246830,1240695,1240492,1245625,1251763,1252433,1250596,1240940,1237396,1230104,1233352,1235633
95551,Eureka,"Eureka-Arcata, CA",Humboldt County,353814,353073,350147,351192,351338,352122,350502,350527,350142,350549,349504,348611
95663,Penryn,"Sacramento-Roseville-Folsom, CA",Placer County,608489,613606,615434,618777,622906,624548,618925,614775,613763,616666,618258,621242
93285,Wofford Heights,"Bakersfield, CA",Kern County,142321,143429,143983,143802,144092,144457,143003,141800,141206,142610,144042,145235
92662,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2934507,2927820,2923013,2904011,2906276,2899163,2918537,2949521,2995985,3014477,2963642,2912850
93920,Big Sur,"Salinas, CA",Monterey County,1706089,1712231,1719920,1713160,1733024,1738784,1742098,1752501,1780105,1791630,1781226,1774155
93601,Ahwahnee,"Madera, CA",Madera County,337366,336701,334164,332676,333514,336289,338631,339527,340603,341554,342748,343975
93643,North Fork,"Madera, CA",Madera County,301964,301370,301133,301442,301120,300583,298969,298135,298141,300037,301714,303406
93602,Auberry,"Fresno, CA",Fresno County,285403,286570,288931,289493,289921,291347,294565,299416,302848,303021,300564,298323
90067,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1156541,1152252,1148237,1147742,1146353,1148277,1140157,1140160,1140095,1147525,1150274,1153840
95458,Lucerne,"Clearlake, CA",Lake County,210282,210890,210450,209575,208468,207673,207813,209426,210814,211340,211699,213485
95536,Ferndale,"Eureka-Arcata, CA",Humboldt County,370855,370643,367569,369460,370342,371974,367854,365353,362871,366169,368950,371046
96145,Tahoe City,"Sacramento-Roseville-Folsom, CA",Placer County,915845,920982,920978,921995,923952,926527,922248,920622,922645,927693,936155,945401
95465,Occidental,"Santa Rosa-Petaluma, CA",Sonoma County,972272,965382,958265,944612,938950,941284,947646,955312,956282,961582,959429,964178
95690,Walnut Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,400070,398268,396475,398282,400327,402472,403496,403833,406255,407353,411169,414286
93544,Llano,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,281879,285016,286684,287915,288392,289866,289601,289722,290446,291804,292040,291955
95460,Mendocino,"Ukiah, CA",Mendocino County,815180,817893,811093,803258,794736,792069,787706,783294,779215,776722,768499,762929
95549,Bayside,"Eureka-Arcata, CA",Humboldt County,516274,516532,510534,506817,504306,504831,496504,493354,490119,494069,494072,495406
93925,Chualar,"Salinas, CA",Monterey County,424873,427510,428089,428434,427757,428903,428206,429592,430889,432722,433811,434920
92397,Wrightwood,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,300918,300947,301443,301473,300854,300787,300397,301044,301135,301892,303189,304159
95918,Browns Valley,"Yuba City, CA",Yuba County,459449,459937,460685,459080,461413,464875,465320,464430,461180,463016,465088,470010
94957,Ross,"San Francisco-Oakland-Berkeley, CA",Marin County,3164087,3174380,3173363,3133642,3107457,3106036,3087885,3058274,3030339,3043430,3060619,3063323
95454,Laytonville,"Ukiah, CA",Mendocino County,339362,341283,341317,338925,336209,335266,333656,335245,335225,335384,328904,322422
92386,Sugarloaf,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,195164,195235,194635,194117,194126,194337,194410,195164,196050,197626,198463,198981
93426,Paso Robles,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,419429,420940,422035,424036,425298,426162,426746,428666,429765,430653,431243,433303
92391,Lake Arrowhead,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,247187,249105,250388,250389,250281,250077,249320,250593,252243,255323,255666,256549
95469,Potter Valley,"Ukiah, CA",Mendocino County,301551,301091,299855,300265,305374,315459,331395,345192,353315,355115,352217,348712
91917,Dulzura,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,459787,459668,462680,466298,466447,464053,464242,465880,469662,470536,471935,473189
93249,Lost Hills,"Bakersfield, CA",Kern County,164731,167948,170706,169640,168888,167628,170377,172524,175136,173434,171755,169887
94511,Bethel Island,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,485385,480713,477162,473848,474731,472341,469810,470857,472571,475002,471258,470368
92061,Pauma Valley,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,552816,550791,550375,550229,551466,554788,561822,566352,567026,563246,562952,563425
96055,Los Molinos,"Red Bluff, CA",Tehama County,201500,202454,204234,208145,210577,212566,210220,208549,206770,208008,209620,211538
92401,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,216532,218439,220465,221175,223383,224895,225908,226120,227369,228661,230225,231605
93283,Weldon,"Bakersfield, CA",Kern County,125602,126088,125329,124813,124425,124693,123022,122258,122364,124827,127125,128538
96047,Igo,"Redding, CA",Shasta County,264644,263563,266808,268892,272519,274301,274223,275517,277945,278707,278459,278429
91916,Descanso,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,450640,448622,447907,451738,456517,459515,460723,460947,460650,459962,458817,457688
93243,Lebec,"Bakersfield, CA",Kern County,245332,247398,247935,247476,247437,248719,248994,249434,249865,251436,253162,253927
92365,Newberry Springs,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,131843,133495,134223,133999,133460,132456,131601,128966,127365,126508,127021,126916
93271,Three Rivers,"Visalia, CA",Tulare County,342517,344006,349062,355019,357648,358069,355065,352634,352246,355246,357101,357186
93527,Onyx,"Bakersfield, CA",Kern County,173187,172476,171341,171182,172023,172707,171705,171453,171706,173066,174725,176005
95703,Applegate,"Sacramento-Roseville-Folsom, CA",Placer County,429662,433205,436332,440775,444875,444565,441996,439944,440702,441126,440529,441041
95982,Sutter,"Yuba City, CA",Sutter County,301825,304105,305122,306847,309954,304845,305855,299724,302949,297933,298644,297428
92230,Cabazon,"Riverside-San Bernardino-Ontario, CA",Riverside County,202231,201570,202445,204021,205977,208337,211133,213907,216218,217903,218761,220487
95374,Stevinson,"Merced, CA",Merced County,439378,442024,447052,440838,436328,429503,425021,425581,426006,431710,433170,436878
95635,Garden Valley,"Sacramento-Roseville-Folsom, CA",El Dorado County,371964,374369,374639,372880,372753,372339,372873,372587,370923,369724,368781,369083
95421,Cazadero,"Santa Rosa-Petaluma, CA",Sonoma County,567574,559053,558151,555908,559703,559545,559357,560132,566075,573473,569777,561074
96028,Fall River Mills,"Redding, CA",Shasta County,208741,208576,208914,209380,210572,213551,214215,212464,209550,206512,205813,206204
95525,Blue Lake,"Eureka-Arcata, CA",Humboldt County,377013,372075,364080,362470,362806,364182,363043,362206,361234,362212,361799,361162
95439,Fulton,"Santa Rosa-Petaluma, CA",Sonoma County,734363,730682,728498,723056,726068,729308,729453,726527,726044,730227,729296,730755
93667,Tollhouse,"Fresno, CA",Fresno County,287930,290400,295557,298104,299559,300830,302596,307200,309914,310518,309015,307886
95975,Rough and Ready,"Truckee-Grass Valley, CA",Nevada County,389560,387740,386406,391312,394001,394967,392837,392574,392099,391251,391877,393623
93650,Fresno,"Fresno, CA",Fresno County,182452,182185,182886,182919,182459,181333,184293,187785,191615,193568,194622,195789
93266,Stratford,"Hanford-Corcoran, CA",Kings County,176130,175831,173693,174782,177908,182034,184383,182476,179513,178002,178374,182553
93201,Alpaugh,"Visalia, CA",Tulare County,132838,130956,131604,134667,139034,140755,138828,135223,134394,137439,140350,143468
93645,Coarsegold,"Madera, CA",Madera County,346387,343298,339287,337464,334691,333072,332427,332290,333754,336107,338852,341394
92059,Pala,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,716972,714656,712077,712088,710041,711655,716473,720250,721944,721185,724112,725781
92086,Warner Springs,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,325202,319864,314997,311888,310261,310036,314558,319427,321206,318824,317717,320477
95313,Crows Landing,"Modesto, CA",Stanislaus County,568717,558837,547882,553476,553575,553255,544772,545156,542901,549467,549423,552803
96051,Lakehead,"Redding, CA",Shasta County,248537,249826,253179,254194,255602,257227,258874,260756,261634,262279,261766,261131
95942,Forest Ranch,"Chico, CA",Butte County,300532,311268,317898,320625,319910,319488,320257,322109,323438,325924,327438,326684
95329,La Grange,"Modesto, CA",Stanislaus County,292382,292605,292739,293383,290171,287454,283869,287974,292007,297156,297984,298743
95916,Berry Creek,"Chico, CA",Butte County,210321,215484,217125,219216,219566,221829,222938,224721,226011,226674,227933,227901
95612,Clarksburg,"Sacramento-Roseville-Folsom, CA",Yolo County,813711,789143,769908,764371,753179,757200,767106,787355,783834,791948,815035,843838
95664,Pilot Hill,"Sacramento-Roseville-Folsom, CA",El Dorado County,487414,490478,490431,487529,485915,483896,485223,484989,485867,484833,482513,480530
96109,Doyle,"Susanville, CA",Lassen County,134142,133983,133508,133444,133199,133800,133687,133781,133615,134459,134121,134012
95369,Merced,"Merced, CA",Merced County,300370,305028,309334,312291,312415,313519,310766,309781,309949,312517,316685,318841
95524,Bayside,"Eureka-Arcata, CA",Humboldt County,502337,505291,503270,501968,501187,499837,492061,488724,487620,494926,498779,503400
92091,Rancho Santa Fe,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2035411,2025101,2021146,2031604,2035982,2039969,2048492,2060923,2071248,2078457,2083057,2088354
95645,Knights Landing,"Sacramento-Roseville-Folsom, CA",Yolo County,285843,283817,281244,281959,280095,276741,279025,283634,289033,288159,285894,283270
95303,Ballico,"Merced, CA",Merced County,385664,387446,390863,391972,392167,392118,389379,388206,386298,386195,385210,384137
95977,Smartsville,"Truckee-Grass Valley, CA",Nevada County,357446,358732,362060,369173,372270,371540,367589,365782,364830,364998,365578,366766
93441,Los Olivos,"Santa Maria-Santa Barbara, CA",Santa Barbara County,961520,960477,955494,954988,957246,972013,980143,987019,985387,992621,1000698,1001628
93523,Edwards,"Bakersfield, CA",Kern County,105509,104118,103058,103647,105929,108106,109493,110493,109122,108264,109120,111123
93562,Trona,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,70060,70631,71313,72662,72693,73973,72932,72580,71258,72129,73822,74467
92242,Earp,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,98218,97526,95932,95567,94455,92918,92417,92644,93774,93578,92994,94749
93651,Prather,"Fresno, CA",Fresno County,400283,401075,405508,406946,406550,405764,408009,410615,410028,408195,405874,404461
93653,Raymond,"Madera, CA",Madera County,322334,322763,322740,323012,325794,327691,328407,328502,328903,332150,335490,340207
93202,Hanford,"Hanford-Corcoran, CA",Kings County,177539,178457,178805,178162,178655,178523,179195,179387,180282,180339,181248,183506
95560,Redway,"Eureka-Arcata, CA",Humboldt County,309382,308579,305510,306221,303206,301567,298735,294764,291974,292121,293957,295741
92347,Hinkley,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,134163,134324,138024,140561,145079,143918,139611,136329,135701,134468,132798,130802
95567,Smith River,"Crescent City, CA",Del Norte County,328092,329273,330432,331479,332294,333697,335513,336826,338490,340330,341460,342184
95651,Lotus,"Sacramento-Roseville-Folsom, CA",El Dorado County,464652,468671,469216,467181,467400,464761,465368,462763,463162,459432,455184,450533
94020,La Honda,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1136398,1135482,1120776,1110935,1094059,1091268,1073370,1029606,989746,950561,921724,905331
95017,Davenport,"Santa Cruz-Watsonville, CA",Santa Cruz County,898017,900987,901582,909905,911717,914715,908685,908739,908423,911350,906739,903407
95615,Courtland,"Sacramento-Roseville-Folsom, CA",Sacramento County,419434,418953,419769,424402,427742,429008,430654,431529,436861,436271,439745,440478
94038,Moss Beach,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1230910,1215726,1212163,1214689,1216230,1214159,1208126,1196147,1190928,1183290,1184132,1182378
92305,Angelus Oaks,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,258008,257426,256731,256258,256194,258328,259235,262102,264456,267477,268492,268243
92322,Crestline,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,204650,206216,208376,209800,210345,210431,209323,209735,209966,211434,211632,211993
93664,Shaver Lake,"Fresno, CA",Fresno County,454691,455223,455990,455165,453996,455129,460281,466048,468161,467846,465025,462910
95452,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,1083675,1076817,1072963,1075595,1079685,1086770,1080646,1081780,1079246,1084102,1071982,1058528
93432,Creston,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,786658,790728,798638,800292,805784,806149,798496,802474,813294,822361,824367,820275
94937,Point Reyes Station,"San Francisco-Oakland-Berkeley, CA",Marin County,1033316,1028221,1021160,1010038,1018410,1044296,1070043,1079711,1074613,1089748,1107909,1131798
95258,Woodbridge,"Stockton, CA",San Joaquin County,425114,422283,422582,422075,422855,423543,423997,424728,424140,423447,422860,424802
95957,Meridian,"Yuba City, CA",Sutter County,311109,310848,306865,297888,296338,300065,317007,324291,328245,322144,323375,321864
95462,Monte Rio,"Santa Rosa-Petaluma, CA",Sonoma County,497994,491983,489369,486362,486178,484978,480690,477297,473683,472332,466432,461814
96096,Whitmore,"Redding, CA",Shasta County,311798,314613,315054,314664,315829,320125,321189,320299,318628,318564,318654,318727
95002,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1125222,1063401,1002734,989698,1005764,1022213,1026269,1029927,1038371,1027288,1025123,1029002
93218,Ducor,"Visalia, CA",Tulare County,162088,162220,160487,159414,161521,165855,168296,166905,164782,164288,162673,160796
93040,Fillmore,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,406788,410861,411252,410883,411737,415795,420950,425340,427618,431050,437634,441537
94060,Pescadero,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1306964,1311266,1301169,1288244,1247195,1231022,1259031,1302685,1333242,1302644,1269139,1250031
93668,Tranquillity,"Fresno, CA",Fresno County,195392,196693,196919,196033,194444,194125,195806,197181,197991,196549,195930,195164
92268,Landers,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,311867,314623,316481,317231,318163,319094,321540,323521,325700,325862,325716,324010
96140,Carnelian Bay,"Sacramento-Roseville-Folsom, CA",Placer County,762287,765759,766995,769532,775530,778097,778404,780214,783959,784702,785597,789473
94963,Nicasio,"San Francisco-Oakland-Berkeley, CA",Marin County,1123935,1127476,1133367,1133468,1135685,1135533,1133445,1128060,1123372,1114345,1112235,1111471
