ZIPCODE,City,Metro,CountyName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
93619,Clovis,"Fresno, CA",Fresno County,425960,426682,428505,428961,427902,427420,428551,430505,430604,431545,431868,432520
93611,Clovis,"Fresno, CA",Fresno County,334964,335656,337083,337196,335964,335404,336365,337696,337563,337920,337925,338401
95678,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,391824,392858,392605,392768,394374,395166,394858,394945,396451,397685,399220,401558
90503,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,907656,904208,901084,900530,899951,901526,897200,897122,898568,905135,908681,912817
93454,Santa Maria,"Santa Maria-Santa Barbara, CA",Santa Barbara County,368820,369801,368541,367777,367195,368800,369247,370080,370142,372404,374716,378105
94901,San Rafael,"San Francisco-Oakland-Berkeley, CA",Marin County,1160067,1163032,1167983,1169196,1168923,1167548,1164846,1159210,1154733,1154217,1161940,1169399
94566,Pleasanton,"San Francisco-Oakland-Berkeley, CA",Alameda County,1271983,1265033,1264679,1263203,1257033,1250091,1247404,1242788,1241268,1234925,1230922,1232013
90241,Downey,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,585735,583164,581209,581238,582236,584174,582706,583745,586391,591392,594189,597412
94521,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,613859,612274,606817,603408,601241,597714,593886,590221,591282,596546,602157,607216
93010,Camarillo,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,624743,623958,624038,625434,626276,624469,622343,622536,624841,627672,628342,631006
91748,Rowland Heights,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,667245,664146,661520,660621,661009,662140,659982,659726,660674,663479,663927,665571
95691,West Sacramento,"Sacramento-Roseville-Folsom, CA",Yolo County,405882,403885,406219,410587,413058,412508,411445,412053,411719,408712,405466,404621
95307,Ceres,"Modesto, CA",Stanislaus County,303401,304365,304221,306717,308076,309296,308392,308592,308801,311200,312511,314179
95407,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,520177,515798,512364,508924,509933,512342,514545,514371,513504,513553,510768,509796
92821,Brea,"Los Angeles-Long Beach-Anaheim, CA",Orange County,704745,702018,701239,700173,700400,699201,700526,703405,709267,712386,712118,710141
90242,Downey,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,537686,535409,533675,533676,534435,535921,534122,534175,535638,539396,542102,545462
93702,Fresno,"Fresno, CA",Fresno County,159397,160053,161071,161566,161608,162101,164015,165729,166005,165815,166051,166681
94117,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1643779,1649176,1645853,1638976,1641246,1645233,1641803,1636807,1629901,1641930,1647213,1667029
95403,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,576658,571972,569063,566485,567517,570403,573083,573969,573546,574175,571654,570586
94531,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,556927,558608,558027,555346,554794,555690,557963,558143,556298,555454,557532,564020
93446,Paso Robles,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,503495,502626,504145,506334,510174,508975,506443,506431,509021,511386,511000,510828
92019,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,532751,530659,530600,532920,533955,535561,537512,539347,540260,540679,542408,544413
95831,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,454958,454634,453874,454794,456932,459015,458856,458002,458890,460783,464852,468556
90604,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,555732,553478,551280,550665,550887,552301,550572,550554,551252,555098,557571,560777
95380,Turlock,"Modesto, CA",Stanislaus County,298727,298876,298504,301026,302293,303622,302550,303434,303679,305959,307016,308743
94520,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,354713,352870,349543,345059,344158,342161,341376,340052,343023,348711,355289,360281
92395,Victorville,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,244941,245729,246946,247917,249359,250002,250051,250205,250838,251973,253050,254152
94611,Piedmont,"San Francisco-Oakland-Berkeley, CA",Alameda County,1328312,1323109,1322646,1321862,1318888,1320985,1334348,1347110,1358187,1353836,1344401,1342647
90806,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,539288,535704,533054,533860,536608,539786,537197,537188,539749,546833,552037,555986
91360,Thousand Oaks,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,694135,695975,697741,699597,699906,698317,697615,698382,700461,702560,703257,707681
93726,Fresno,"Fresno, CA",Fresno County,207970,208529,210149,211471,212029,212288,212888,214209,214730,215851,216370,217033
95628,Fair Oaks,"Sacramento-Roseville-Folsom, CA",Sacramento County,435192,434909,434311,436038,438369,440177,440075,439609,441015,443000,446962,450110
95050,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1277673,1254741,1237648,1229938,1221817,1210213,1192828,1178385,1177821,1178925,1186529,1190138
94121,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1667524,1664651,1659831,1651159,1654072,1657497,1666942,1670298,1675059,1680053,1684619,1698938
96003,Redding,"Redding, CA",Shasta County,292262,295029,296997,298056,299499,302273,304124,304612,304797,304736,304773,304843
95695,Woodland,"Sacramento-Roseville-Folsom, CA",Yolo County,386131,384280,386141,389661,390866,389652,388225,389577,389950,387370,384277,383336
94010,Hillsborough,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2859906,2840486,2835901,2832691,2834881,2831402,2845254,2849957,2872056,2865260,2866253,2858427
95129,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1852952,1825114,1803784,1791006,1776671,1755913,1736393,1721864,1727198,1725215,1728995,1731301
93637,Madera,"Madera, CA",Madera County,258219,258185,257869,257210,257937,259225,259861,260276,261204,262208,263726,265705
94066,San Bruno,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1140778,1136771,1132631,1136146,1139786,1143091,1142820,1137610,1136063,1129150,1131556,1135014
91311,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,642516,639847,637369,636217,636262,638054,636867,638203,639790,644727,647942,652407
91355,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,575788,572914,570312,569606,570339,572064,570395,569660,570586,574288,576634,578814
92591,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,458535,460025,462884,464091,464454,464237,464447,464374,463843,465900,466781,470021
92867,Orange,"Los Angeles-Long Beach-Anaheim, CA",Orange County,749163,747509,747189,746345,747610,747363,748457,750035,754491,757075,756618,754666
94134,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1045677,1052825,1060614,1060067,1059098,1057020,1048033,1042934,1036488,1048488,1059076,1076284
90275,Rolling Hills,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1309670,1306668,1304803,1305818,1309888,1313070,1304324,1300036,1299576,1308463,1312152,1315333
92806,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,628542,626939,626901,627577,629400,629821,631623,633888,639208,643030,644996,645143
91739,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,645865,645800,646880,647332,648853,649029,648142,648624,648848,650844,652577,654586
91606,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,650207,649308,646689,645975,647244,651282,651781,653326,655140,657648,657888,659768
92555,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,381328,382797,384999,386189,386543,386911,387514,387907,387288,388847,389982,393852
92308,Apple Valley,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,249835,250015,250471,250757,251870,252691,253119,253532,253824,254828,255852,256982
95132,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1159935,1143611,1132652,1129665,1121116,1108468,1097422,1090857,1095779,1093429,1095255,1096980
94804,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,627480,625319,622145,621616,622270,622389,619937,616026,612070,613049,615719,619710
91016,Monrovia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,716446,714167,710331,707439,706452,707876,703906,703048,702285,706675,708007,710924
93635,Los Banos,"Merced, CA",Merced County,317428,317356,317451,319804,322610,324888,324662,324328,323486,323684,323222,323354
90045,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1209686,1204964,1202011,1199062,1200429,1198680,1183352,1173526,1170997,1183496,1190622,1199741
92101,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,596983,593009,590322,590617,589497,589022,590429,592557,593266,592226,591750,592011
91701,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,551329,551789,552968,553621,554707,554336,552398,552164,552490,555423,557424,559545
95209,Stockton,"Stockton, CA",San Joaquin County,344076,342957,344920,345605,346939,347755,348221,348343,347768,347680,348493,350561
91942,La Mesa,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,504432,501996,502002,504453,505121,506245,508340,511270,512707,513985,515620,517664
90501,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,676576,674024,672422,672611,674323,675528,672992,673895,677239,683546,686921,690106
95991,Yuba City,"Yuba City, CA",Sutter County,278392,279298,279548,280047,281635,281833,283408,284055,287662,288512,288865,287533
93534,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,259618,259592,259860,260615,261887,263131,262749,262743,263513,265531,267253,268823
92802,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,593209,591540,591681,592232,594492,594921,596519,598558,603368,606731,608432,608804
91401,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,806597,805072,804234,802744,802619,804897,801722,802957,805121,813732,818817,824589
90815,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,699794,697192,696401,696338,697242,698167,696687,696671,698865,703787,707202,710058
92054,Oceanside,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,679190,676573,675679,679282,682208,685537,688285,691387,693277,694835,696694,698651
90605,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,525242,522646,520929,520720,521640,522980,520985,520350,520751,524310,526863,529555
95621,Citrus Heights,"Sacramento-Roseville-Folsom, CA",Sacramento County,319404,319525,319733,321420,323177,324526,324775,324668,325573,326896,330072,332961
95205,Stockton,"Stockton, CA",San Joaquin County,214324,214587,216963,217867,218959,219499,220495,222145,223398,224031,224220,225377
95762,El Dorado Hills,"Sacramento-Roseville-Folsom, CA",El Dorado County,640031,645183,648415,644940,643303,642027,644088,645664,645501,646342,644944,643897
94561,Oakley,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,545124,543586,539542,538177,538756,540458,543666,547183,549515,549949,550310,553438
92307,Apple Valley,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,273194,274054,275082,275639,276958,277708,278052,278258,278334,279367,280518,281591
95401,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,523805,519875,516691,513909,513614,515047,516398,516313,515646,515397,512742,511918
91763,Montclair,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,433873,435038,436353,437508,438949,439475,438716,439395,440252,442937,444434,445929
92037,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1571552,1563601,1562118,1569974,1572254,1575292,1584799,1601114,1614955,1620984,1625216,1629114
90804,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,485868,484686,483668,483102,483154,484299,480647,480129,481634,487649,490609,492959
90278,Redondo Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1031674,1028135,1023209,1021394,1020363,1023683,1018768,1019184,1020436,1029540,1035129,1041808
90810,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,473863,472525,473464,475290,478663,480597,481312,483034,486290,490432,492858,495547
95120,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1566062,1539359,1523653,1520203,1516793,1505742,1499470,1492036,1499302,1494851,1498512,1499276
90808,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,683731,681206,679814,678535,678742,679963,676935,675958,676080,680372,682749,685832
95835,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,401712,401893,402139,404180,406447,408245,408200,407613,408829,410543,414526,417951
90301,Inglewood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,481632,480843,480481,480559,482791,486849,487289,488183,490397,498989,508085,515775
94954,Petaluma,"Santa Rosa-Petaluma, CA",Sonoma County,654480,648393,644356,642912,645709,650722,654767,656027,654321,652097,647369,645302
92083,Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,476718,475217,476181,479636,481916,483745,486141,487955,489050,490548,493584,496624
95926,Chico,"Chico, CA",Butte County,339094,348969,355511,358865,361373,365214,369119,371775,373691,375998,378058,378143
94928,Rohnert Park,"Santa Rosa-Petaluma, CA",Sonoma County,563622,558957,555791,552951,554426,557973,560189,559289,557060,556765,554368,553835
92807,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,735468,733640,733181,732042,732493,731605,731821,732691,737015,740604,741652,740995
93012,Camarillo,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,609338,607961,607457,608420,608771,607394,604526,604057,605117,607609,608043,610329
94578,San Leandro,"San Francisco-Oakland-Berkeley, CA",Alameda County,641024,637667,638361,638686,638235,638558,638066,637965,637394,637542,636856,639810
91776,San Gabriel,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,678940,677156,674112,672989,673053,674464,669927,668015,668346,673925,677011,680466
90031,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,632541,631884,632148,632538,633553,634221,633390,635105,637864,641572,645490,650034
95928,Chico,"Chico, CA",Butte County,351610,361768,368361,372836,376938,381714,386264,388954,390736,392541,394695,394332
95833,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,315201,315956,316463,318634,320733,322422,322326,321175,320963,321269,324097,326846
95765,Rocklin,"Sacramento-Roseville-Folsom, CA",Placer County,517064,519920,520371,520977,522506,522753,521771,521200,522712,523667,525175,527709
95382,Turlock,"Modesto, CA",Stanislaus County,352889,353401,352934,355888,357070,358185,356498,356873,357049,359721,360976,362875
93706,Fresno,"Fresno, CA",Fresno County,157813,158727,160189,161177,161702,162402,163813,164810,165394,165728,166756,167029
95826,Rosemont,"Sacramento-Roseville-Folsom, CA",Sacramento County,336675,336515,336207,337681,339497,340999,340759,339963,340717,342185,345556,348100
94061,Redwood City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1678821,1665852,1657833,1655218,1658505,1657135,1661732,1657830,1661146,1648847,1641710,1636597
90020,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,658131,656028,654550,655189,655877,657841,654885,654435,655831,660732,664367,667200
91325,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,696077,693308,691143,690774,692192,695313,694797,696867,699074,705390,708821,714070
94583,San Ramon,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1192830,1188128,1182923,1178050,1175276,1173008,1165890,1159132,1148247,1149539,1152723,1159492
92618,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,952695,948719,945878,944841,944256,940537,939134,941629,947888,949912,944765,939331
91387,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,561453,559962,558512,558107,558524,560255,559256,559609,560436,563864,565798,568736
94606,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,681334,677174,676732,677470,676498,676864,679224,681533,681920,678682,676495,678686
90505,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,989237,985929,982322,981522,981669,986320,983303,985557,987973,996848,1000677,1004438
90036,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1805807,1800264,1793679,1790884,1795808,1801787,1777683,1764093,1761389,1786255,1794760,1797185
90802,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,394119,394102,394592,395874,397569,399625,399657,400948,403561,406590,408428,410135
94555,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,1132283,1128766,1129427,1125181,1117238,1106392,1099758,1091727,1086509,1079945,1074583,1075251
92508,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,489542,491137,493436,494160,494205,493689,493570,493242,492645,494580,495721,499490
95301,Atwater,"Merced, CA",Merced County,269529,268734,267933,268961,270045,270494,269679,269288,268997,269470,269385,269440
92337,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,382633,383293,384887,386221,388295,389152,388301,388211,388500,390786,392878,395194
92253,La Quinta,"Riverside-San Bernardino-Ontario, CA",Riverside County,460060,461338,463229,463767,463738,463956,466191,468287,469406,470749,470457,472527
95337,Manteca,"Stockton, CA",San Joaquin County,445850,445372,448635,449000,450508,450465,450027,449781,448877,449527,450118,452529
93711,Fresno,"Fresno, CA",Fresno County,352560,353183,354882,354775,353506,353102,355334,358689,360428,361424,361521,361798
93552,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,317273,316976,316760,317022,318062,319579,319864,320792,322128,324213,325444,326881
95821,Arden-Arcade,"Sacramento-Roseville-Folsom, CA",Sacramento County,346808,347526,347884,349673,352023,353973,354207,354598,355405,357032,359661,362929
92596,Winchester,"Riverside-San Bernardino-Ontario, CA",Riverside County,433108,434623,436630,437797,437892,437685,437376,436989,436161,438242,439404,443370
95838,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,261898,261813,261551,262974,264842,267004,268336,269155,270535,271970,275233,278488
91350,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,564681,562821,561802,561242,561817,562680,561702,561504,563176,566711,568898,571062
92065,Ramona,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,526179,523214,522449,524578,525272,525435,526146,526384,525472,525064,527076,530791
95128,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1217247,1192294,1175399,1165456,1157054,1147276,1136061,1125455,1125461,1124116,1129134,1133214
91321,Santa Clarita,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,501280,499724,498749,498634,499567,501006,499426,499417,500774,504900,508005,511165
93705,Fresno,"Fresno, CA",Fresno County,199150,199966,201759,202688,203081,203559,205114,206855,207736,208989,209452,210036
93021,Moorpark,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,659270,658686,658861,659816,660375,658692,657495,657940,659945,662340,662804,666263
93245,Lemoore,"Hanford-Corcoran, CA",Kings County,254086,254617,254684,254696,255381,255801,255066,254081,253395,253599,254671,257188
91362,Thousand Oaks,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,838645,837849,837904,840852,842870,841689,838599,838639,840664,844575,845167,849987
94590,Vallejo,"Vallejo, CA",Solano County,384125,383029,383756,385849,386981,386716,388196,389690,391357,391440,390620,388992
92831,Fullerton,"Los Angeles-Long Beach-Anaheim, CA",Orange County,657610,656068,655763,655057,654945,653722,654214,656424,661514,663959,662856,661271
95973,Chico,"Chico, CA",Butte County,382269,394213,401971,406959,411077,416178,421260,425201,428355,431424,434546,435056
95820,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,280375,280007,279563,280814,282789,284370,284788,284702,285100,286864,290187,293975
94952,Petaluma,"Santa Rosa-Petaluma, CA",Sonoma County,861093,855067,851947,850730,855739,862203,862871,860222,854965,853513,846204,843594
95340,Merced,"Merced, CA",Merced County,264221,264072,263599,264732,265746,266504,265696,265145,264151,264064,263930,264453
91601,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,754260,752515,747923,743814,742162,744542,744423,745557,746817,750680,751813,754567
95993,Yuba City,"Yuba City, CA",Sutter County,337724,337967,338050,338738,340600,344136,345039,349002,353153,358194,358742,357166
93305,La Cresta - Altavista,"Bakersfield, CA",Kern County,158500,159670,160493,161084,162363,163775,164275,164567,164306,164768,165133,165593
91001,Altadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,883246,879917,878601,879369,881311,883814,879480,879149,881038,888695,894014,898989
91711,Claremont,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,684082,680625,678291,677238,679271,682590,682533,682727,683305,685989,688016,689980
92672,San Clemente,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1064031,1063158,1065409,1069969,1076169,1077778,1081705,1083485,1088746,1089947,1084604,1080507
95688,Vacaville,"Vallejo, CA",Solano County,505036,503043,503174,505588,506880,507218,509095,510995,512789,513771,511895,509445
91104,Pasadena,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,862527,857860,854890,854178,854377,856612,851643,851376,851819,858302,861564,867182
95121,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,856263,844942,837962,836912,834930,829572,826211,821676,826503,826015,831524,836728
94040,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2420417,2383305,2360527,2352651,2341926,2321041,2293643,2269415,2271177,2267308,2272493,2278047
95667,Placerville,"Sacramento-Roseville-Folsom, CA",El Dorado County,398569,401028,401305,398237,396629,394843,395194,395277,394418,393788,391766,390778
90621,Buena Park,"Los Angeles-Long Beach-Anaheim, CA",Orange County,576998,575431,575594,576203,577776,577006,577883,579301,583835,586062,586043,584553
92841,Garden Grove,"Los Angeles-Long Beach-Anaheim, CA",Orange County,626711,625564,626186,626959,628842,629920,632786,636887,643314,647437,648474,647911
92869,Orange,"Los Angeles-Long Beach-Anaheim, CA",Orange County,739465,737090,736571,735361,735877,734248,734119,735584,741113,745337,745551,743889
92595,Wildomar,"Riverside-San Bernardino-Ontario, CA",Riverside County,409219,409974,412108,413321,413757,413552,413693,413753,413385,414704,415488,418265
92675,San Juan Capistrano,"Los Angeles-Long Beach-Anaheim, CA",Orange County,792061,789758,788877,788559,789600,788698,789808,791318,796587,799442,798571,796705
92545,Hemet,"Riverside-San Bernardino-Ontario, CA",Riverside County,281809,282772,284438,285372,285845,286061,286105,286406,286058,287450,287952,290343
94621,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,440028,440212,442019,442955,444955,448010,451545,451724,452379,452380,453820,455976
93612,Clovis,"Fresno, CA",Fresno County,241009,242136,243448,243885,243412,243595,244454,245215,245235,246051,246740,247537
91205,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,692384,689333,686818,684588,684254,685252,682295,681516,681984,687095,689513,692197
91340,San Fernando,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,484553,482814,480577,481673,483394,486900,486415,486630,487115,490869,493958,498306
94124,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,952541,956491,963372,964864,971180,969344,959664,949385,944754,957043,968407,984739
92649,Huntington Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,885985,883435,882793,881700,882917,880443,881909,884827,892687,897526,895866,892835
91752,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,523312,524770,526243,526004,524681,523345,523710,523631,523513,525569,526749,531087
90012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,556578,554671,553405,552587,553884,555073,552796,552748,555547,559934,561752,562268
93657,Sanger,"Fresno, CA",Fresno County,266447,267197,268838,269425,268577,268238,269038,270566,270631,271161,271681,272520
92240,Desert Hot Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,220413,221995,223450,225092,226211,227286,228318,229271,229653,230578,230998,232960
90049,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2716555,2706083,2693771,2686272,2689333,2700746,2663529,2640004,2620067,2646705,2652253,2660553
92583,San Jacinto,"Riverside-San Bernardino-Ontario, CA",Riverside County,269053,270532,272531,273767,274221,274401,274848,275500,275703,277131,277822,280256
92543,Hemet,"Riverside-San Bernardino-Ontario, CA",Riverside County,224201,225675,227353,228115,228282,227992,228196,228569,229100,230300,230981,233007
95062,Santa Cruz,"Santa Cruz-Watsonville, CA",Santa Cruz County,929093,933474,928565,930326,923159,921220,917865,913294,913824,916243,916707,914776
95825,Arden-Arcade,"Sacramento-Roseville-Folsom, CA",Sacramento County,300786,301646,302077,304133,306645,308659,307896,307080,307498,309572,312401,314834
90062,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,598613,596867,595115,595712,597137,597550,597553,596733,598780,601663,604103,606752
95476,Sonoma,"Santa Rosa-Petaluma, CA",Sonoma County,800487,794108,792034,791142,796568,801896,804714,806835,806667,808523,803045,800222
92139,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,426273,425756,426738,429833,432270,434932,437476,439786,441505,443779,446686,450094
95632,Galt,"Sacramento-Roseville-Folsom, CA",Sacramento County,372986,373370,373455,375366,377338,379123,378920,377919,378277,379586,382981,385773
92660,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1943894,1943383,1945669,1944552,1947015,1945115,1958728,1982791,2013794,2029507,2000071,1968795
92694,Rancho Santa Margarita,"Los Angeles-Long Beach-Anaheim, CA",Orange County,797135,794808,793939,793748,794827,793593,793163,793839,798251,801708,801562,800241
94044,Pacifica,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1097813,1091063,1089905,1095557,1101233,1101612,1100618,1095545,1095775,1088440,1087178,1088138
93060,Santa Paula,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,448922,450932,452404,454442,456849,457593,458285,458747,460057,461720,461614,463727
92373,Redlands,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,487199,485306,484510,484144,485518,485885,486503,489552,493201,496392,496593,496622
92706,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,644148,642534,641647,641343,642220,642137,643589,645791,650866,653767,653594,652400
90266,Manhattan Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2318333,2325542,2335278,2342030,2355454,2368771,2387367,2418208,2453314,2478171,2482088,2487075
95356,Modesto,"Modesto, CA",Stanislaus County,360542,361180,360632,363388,364431,365966,364276,364393,363903,366594,367751,369684
91326,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,809314,806142,803932,802989,803959,806162,805370,807080,810168,816566,819456,822987
90260,Lawndale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,583045,584587,586063,589687,593192,597497,597601,599151,602383,607992,612231,616052
92881,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,553608,555206,557445,557898,556781,555658,555340,555712,554789,555747,555303,558896
94404,Foster City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1515524,1505625,1498359,1493325,1487497,1479195,1475237,1468799,1470401,1462590,1462101,1461289
94401,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1202783,1194399,1187938,1184986,1179650,1170760,1164667,1158174,1161663,1157094,1153934,1151009
90029,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,879860,881214,881874,882812,886778,893550,897660,903902,908112,911468,913245,917314
91780,Temple City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,757414,753808,748846,745542,743678,743517,734443,728911,726597,733152,736583,740254
90277,Redondo Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1275714,1269845,1265500,1262981,1262473,1263422,1254402,1254697,1255266,1265679,1269192,1276873
93314,Bakersfield,"Bakersfield, CA",Kern County,377467,379531,380781,380705,381127,382754,383800,385276,385840,386242,387233,387543
94523,Pleasant Hill,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,783395,781097,775279,770033,768076,766338,763224,757040,751477,751679,755264,759246
92131,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,843597,837739,835519,839399,842499,845802,849133,851274,851237,851195,853729,857648
