,city,population,violentcrime,murder,rape,robbery,aggassault,propertycrime,burglary,theft,vehicletheft,arson,firecount,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,yearly median
215,Oakland,434036,5520,78,372,2859,2211,27868,2599,20228,5041,207,3,672605.0,668239.0,667073.5,666482.0,665599.0,667072.0,671046.0,673805.0,674935.5,671399.5,668902.0,669856.0,669379.0
216,Wildomar,37939,61,0,1,12,48,637,101,375,161,1,18,409219.0,409974.0,412108.0,413321.0,413757.0,413552.0,413693.0,413753.0,413385.0,414704.0,415488.0,418265.0,413622.5
217,Farmersville,10781,35,0,0,5,30,190,24,138,28,3,78,176981.0,177252.0,177300.0,177753.0,178522.0,179086.0,178394.0,178496.0,179173.0,180733.0,180278.0,180269.0,178509.0
218,Needles,5001,71,1,4,6,60,174,66,97,11,10,2,104092.0,103920.0,102962.0,102842.0,103959.0,105319.0,106765.0,106219.0,106535.0,106288.0,107797.0,108104.0,105769.0
219,Waterford,9021,13,0,1,5,7,143,17,76,50,0,28,281143.0,281440.0,281168.0,283168.0,283499.0,284270.0,283462.0,284180.0,284249.0,286427.0,287711.0,290009.0,283839.5
220,Marina,22911,43,0,6,10,27,361,67,242,52,1,2,613634.0,617557.0,618975.0,618372.0,616952.0,618822.0,620225.0,622946.0,623035.0,624841.0,625798.0,627812.0,619600.0
221,Escalon,7644,16,0,1,0,15,135,25,102,8,1,24,406914.0,405953.0,408504.0,409385.0,411122.0,412335.0,412926.0,413742.0,413817.0,414223.0,415248.0,417938.0,412630.5
222,Torrance,145183,280,3,26,114,137,2853,399,2161,293,12,262,812175.5,809015.0,806747.5,806121.0,806314.5,807433.5,802925.0,802189.0,803861.0,810329.0,813966.0,817526.0,807090.5
223,Coronado,21115,9,0,1,7,1,324,34,276,14,2,1,1761793.0,1759840.0,1759573.0,1764903.0,1763997.0,1776083.0,1797824.0,1826251.0,1851532.0,1861044.0,1868062.0,1870336.0,1786953.5
224,Benicia,28471,16,0,1,13,2,377,72,250,55,2,210,631215.0,627286.0,626776.0,628989.0,631709.0,631450.0,633035.0,636639.0,640258.0,642336.0,638451.0,633318.0,632372.0
225,Carson,91947,444,5,31,122,286,2004,328,1277,399,14,147,549585.0,548537.0,548863.5,550662.5,553148.0,555818.0,555961.5,557812.0,560366.0,564596.5,566913.0,569794.0,555889.75
226,Biggs,1726,3,0,1,0,2,17,3,10,4,0,53,229576.0,237455.0,243255.0,247049.0,249903.0,251497.0,255128.0,257096.0,259718.0,259905.0,261424.0,261636.0,253312.5
227,Gonzales,8408,17,0,1,4,12,73,12,40,21,1,1,415828.0,419538.0,420907.0,420943.0,419121.0,420115.0,420478.0,421190.0,420647.0,421558.0,422472.0,424333.0,420777.0
228,Delano,53002,205,8,8,33,156,1118,203,603,312,40,57,213434.0,215148.0,216157.0,215949.0,216605.0,217421.0,218116.0,218559.0,218823.0,218982.0,219704.0,220657.0,217768.5
